index,ys,fs,parent_a,parent_b
91,1.2444100379943848,0.6625943779945374,604 原始基因（图节点 #254）,604 原始基因（图节点 #158）
92,1.4121677875518799,0.8165385723114014,604 原始基因（图节点 #343）,604 原始基因（图节点 #68）
93,0.6166557669639587,0.7101724147796631,604 原始基因（图节点 #343）,604 原始基因（图节点 #68）
94,0.5664734840393066,0.14117169380187988,604 原始基因（图节点 #220）,604 原始基因（图节点 #99）
95,1.5802316665649414,0.9397875070571899,604 原始基因（图节点 #220）,604 原始基因（图节点 #99）
96,1.5818670988082886,0.960690975189209,604 原始基因（图节点 #481）,604 原始基因（图节点 #256）
97,0.9918938875198364,0.7598467469215393,604 原始基因（图节点 #481）,604 原始基因（图节点 #256）
98,0.7367973327636719,0.7959100604057312,604 原始基因（图节点 #595）,604 原始基因（图节点 #299）
99,0.7567673921585083,0.7208281755447388,604 原始基因（图节点 #595）,604 原始基因（图节点 #299）
100,1.3741178512573242,0.3927396535873413,604 原始基因（图节点 #37）,604 原始基因（图节点 #374）
101,1.078856110572815,0.5010398030281067,604 原始基因（图节点 #37）,604 原始基因（图节点 #374）
102,1.1374403238296509,0.9791305065155029,604 原始基因（图节点 #554）,604 原始基因（图节点 #135）
103,0.744808554649353,1.574002742767334,604 原始基因（图节点 #554）,604 原始基因（图节点 #135）
104,0.6686599254608154,1.5864557027816772,604 原始基因（图节点 #197）,604 原始基因（图节点 #567）
105,0.7459443807601929,1.4412838220596313,604 原始基因（图节点 #197）,604 原始基因（图节点 #567）
106,0.5098581910133362,1.4546383619308472,604 原始基因（图节点 #571）,604 原始基因（图节点 #470）
107,1.5753213167190552,0.7879050970077515,604 原始基因（图节点 #571）,604 原始基因（图节点 #470）
108,1.0727801322937012,1.0221158266067505,604 原始基因（图节点 #323）,604 原始基因（图节点 #364）
109,0.7062280774116516,1.3140796422958374,604 原始基因（图节点 #323）,604 原始基因（图节点 #364）
110,1.4074786901474,0.4789721369743347,604 原始基因（图节点 #557）,604 原始基因（图节点 #529）
111,1.192358374595642,1.141556739807129,604 原始基因（图节点 #557）,604 原始基因（图节点 #529）
112,0.721839427947998,0.8157434463500977,604 原始基因（图节点 #112）,604 原始基因（图节点 #364）
113,0.5785165429115295,0.45079880952835083,604 原始基因（图节点 #112）,604 原始基因（图节点 #364）
114,1.620101809501648,0.741339921951294,604 原始基因（图节点 #593）,604 原始基因（图节点 #525）
115,0.6950159668922424,1.1220831871032715,604 原始基因（图节点 #593）,604 原始基因（图节点 #525）
116,0.654542863368988,0.8126997947692871,604 原始基因（图节点 #64）,604 原始基因（图节点 #189）
117,1.0471601486206055,1.1510730981826782,604 原始基因（图节点 #64）,604 原始基因（图节点 #189）
118,0.6533991694450378,1.5900291204452515,604 原始基因（图节点 #346）,604 原始基因（图节点 #283）
119,1.38979971408844,0.5830750465393066,604 原始基因（图节点 #346）,604 原始基因（图节点 #283）
120,0.8590511083602905,0.729771077632904,604 原始基因（图节点 #199）,604 原始基因（图节点 #590）
121,1.5753988027572632,0.7676729559898376,604 原始基因（图节点 #199）,604 原始基因（图节点 #590）
122,1.752449870109558,1.4988458156585693,604 原始基因（图节点 #30）,604 原始基因（图节点 #411）
123,1.0638761520385742,0.3706167936325073,604 原始基因（图节点 #30）,604 原始基因（图节点 #411）
124,1.02735435962677,0.4839837849140167,604 原始基因（图节点 #83）,604 原始基因（图节点 #401）
125,0.6177698969841003,0.45578518509864807,604 原始基因（图节点 #83）,604 原始基因（图节点 #401）
126,0.9939224123954773,0.7123497128486633,604 原始基因（图节点 #236）,604 原始基因（图节点 #481）
127,1.613576054573059,0.560380756855011,604 原始基因（图节点 #236）,604 原始基因（图节点 #481）
128,0.583756148815155,0.6117480993270874,604 原始基因（图节点 #104）,604 原始基因（图节点 #321）
129,0.5727773904800415,0.9294925928115845,604 原始基因（图节点 #104）,604 原始基因（图节点 #321）
130,1.5056087970733643,0.6178036332130432,604 原始基因（图节点 #70）,604 原始基因（图节点 #80）
131,0.4707765579223633,0.9616144895553589,604 原始基因（图节点 #70）,604 原始基因（图节点 #80）
132,1.1689058542251587,1.4350498914718628,604 原始基因（图节点 #438）,604 原始基因（图节点 #482）
133,0.5167831182479858,1.0626240968704224,604 原始基因（图节点 #438）,604 原始基因（图节点 #482）
134,0.9927053451538086,1.10125732421875,604 原始基因（图节点 #449）,604 原始基因（图节点 #433）
135,1.2622730731964111,1.0922553539276123,604 原始基因（图节点 #449）,604 原始基因（图节点 #433）
136,1.7763129472732544,0.8104052543640137,604 原始基因（图节点 #340）,604 原始基因（图节点 #442）
137,1.8084629774093628,0.8179942965507507,604 原始基因（图节点 #340）,604 原始基因（图节点 #442）
138,0.5361376404762268,1.9319924116134644,604 原始基因（图节点 #218）,604 原始基因（图节点 #464）
139,0.6410433053970337,1.3971108198165894,604 原始基因（图节点 #218）,604 原始基因（图节点 #464）
140,1.264418601989746,0.1931602954864502,604 原始基因（图节点 #176）,604 原始基因（图节点 #402）
141,0.5152396559715271,0.35249873995780945,604 原始基因（图节点 #176）,604 原始基因（图节点 #402）
142,1.4928914308547974,0.45190176367759705,604 原始基因（图节点 #374）,604 原始基因（图节点 #281）
143,1.0719019174575806,0.39949101209640503,604 原始基因（图节点 #374）,604 原始基因（图节点 #281）
144,1.7894110679626465,1.134842038154602,604 原始基因（图节点 #445）,604 原始基因（图节点 #22）
