timestamp,round,epochs_done,train_mae_fs,val_mae_fs,train_mae_ys,val_mae_ys,worst_val_node,best_train_node,worst_rel_pct,best_rel_pct,curate_count_after,phase,mask_op,batch_k,effective_k,worst_nodes,best_nodes,elapsed_sec
2026-05-20 02:47:33,40,100,0.08614644,0.10180712,0.06695342,0.06684563,523,304,37.64970398,0.65890551,40,curate,curate,1,1,523,304,29.2169
2026-05-20 02:48:02,41,100,0.08562111,0.10051560,0.06587032,0.06136227,580,165,42.50891113,0.94920295,41,curate,curate,1,1,580,165,29.1300
2026-05-20 02:48:31,42,100,0.08781791,0.09770535,0.06199897,0.05971849,16,322,43.75046921,0.47549555,42,curate,curate,1,1,16,322,29.2734
2026-05-20 02:49:01,43,100,0.09025977,0.11107986,0.06083754,0.06056900,233,205,49.08704758,0.07475369,43,curate,curate,1,1,233,205,29.1420
2026-05-20 02:49:30,44,100,0.08479851,0.09230494,0.06362841,0.06147921,573,42,45.14362335,0.73300314,44,curate,curate,1,1,573,42,29.2246
2026-05-20 02:49:59,45,100,0.09271223,0.09595548,0.05956215,0.06100388,354,168,41.19260025,0.70566946,45,curate,curate,1,1,354,168,29.1551
2026-05-20 02:50:28,46,100,0.08464503,0.09163591,0.05813302,0.06656124,162,437,43.96072388,0.70769072,46,curate,curate,1,1,162,437,29.1745
2026-05-20 02:50:57,47,100,0.08163571,0.09781613,0.05794745,0.06458833,570,380,42.11584473,0.41279072,47,curate,curate,1,1,570,380,29.1627
2026-05-20 02:51:27,48,100,0.07952114,0.09164982,0.06123982,0.06515272,418,246,41.86312103,0.43022501,48,curate,curate,1,1,418,246,29.2721
2026-05-20 02:51:56,49,100,0.08153173,0.09194208,0.05674349,0.05956902,113,474,37.38036728,0.30050701,49,curate,curate,1,1,113,474,29.1398
2026-05-20 02:52:25,50,100,0.07843114,0.08728357,0.06148545,0.06095154,460,86,36.34388733,0.97944164,50,curate,curate,1,1,460,86,29.1776
2026-05-20 02:52:54,51,100,0.08740019,0.09654880,0.05844103,0.05642512,468,515,37.75491333,0.27339965,50,exchange,exchange,1,1,468,515,29.1425
2026-05-20 02:53:23,52,100,0.07847480,0.08548351,0.05918174,0.06168508,447,151,34.15504456,0.76863682,50,exchange,exchange,1,1,447,151,29.2538
2026-05-20 02:53:52,53,100,0.07531138,0.08506857,0.05508662,0.06078529,366,50,38.21244431,0.42143089,50,exchange,exchange,1,1,366,50,29.1726
2026-05-20 02:54:22,54,100,0.07758818,0.09026591,0.05664271,0.05665941,588,247,38.76559448,0.33087870,50,exchange,exchange,1,1,588,247,29.2168
2026-05-20 02:54:51,55,100,0.07821240,0.08465083,0.05580200,0.06143771,519,217,35.22498703,0.50646210,50,exchange,exchange,1,1,519,217,29.1389
2026-05-20 02:55:20,56,100,0.07675725,0.07801230,0.05700623,0.06205994,411,18,37.91325760,0.15493348,50,exchange,exchange,1,1,411,18,29.1772
2026-05-20 02:55:49,57,100,0.07594895,0.08161785,0.05872817,0.06075436,309,128,37.63752747,0.50935411,50,exchange,exchange,1,1,309,128,29.1412
2026-05-20 02:56:18,58,100,0.07867514,0.08396415,0.05755954,0.06264822,48,335,45.80218124,0.74761283,50,exchange,exchange,1,1,48,335,29.1736
2026-05-20 02:56:47,59,100,0.08045473,0.07690786,0.05932371,0.05727025,432,314,35.05028152,0.62353617,50,exchange,exchange,1,1,432,314,29.1467
2026-05-20 02:57:17,60,100,0.07752407,0.08159681,0.05825265,0.05949543,393,99,42.06604004,0.09521065,50,exchange,exchange,1,1,393,99,29.2599
2026-05-20 02:57:46,61,100,0.08052649,0.07294828,0.05744262,0.06068087,46,514,35.91814423,0.68777490,50,exchange,exchange,1,1,46,514,29.1283
2026-05-20 02:58:15,62,100,0.08000853,0.07506851,0.05829855,0.05850878,246,342,76.67098999,0.10806086,50,exchange,exchange,1,1,246,342,29.1309
2026-05-20 02:58:44,63,100,0.07589525,0.07287081,0.05500288,0.06222472,342,469,38.67130661,0.25038499,50,exchange,exchange,1,1,342,469,29.1399
2026-05-20 02:59:13,64,100,0.07156828,0.06904189,0.05302944,0.05735726,574,370,36.30591583,0.30935356,50,exchange,exchange,1,1,574,370,29.1496
2026-05-20 02:59:42,65,100,0.07405210,0.07638149,0.05449314,0.05695760,559,161,36.78376770,0.48436031,50,exchange,exchange,1,1,559,161,29.1648
2026-05-20 03:00:12,66,100,0.07927787,0.07087123,0.05611809,0.06121561,250,263,32.00299835,0.69907159,50,exchange,exchange,1,1,250,263,29.1683
2026-05-20 03:00:41,67,100,0.07617632,0.06838183,0.05267590,0.05849445,576,329,35.38076782,0.44191998,50,exchange,exchange,1,1,576,329,29.3159
2026-05-20 03:01:10,68,100,0.07400865,0.06886725,0.05498222,0.05311704,324,210,35.74482727,0.36418840,50,exchange,exchange,1,1,324,210,29.1212
2026-05-20 03:01:39,69,100,0.07505800,0.07222360,0.05494475,0.05827018,238,114,36.92246628,0.23749164,50,exchange,exchange,1,1,238,114,29.1530
2026-05-20 03:02:08,70,100,0.07631907,0.06462351,0.05402139,0.06657701,168,383,36.99335861,0.10919387,50,exchange,exchange,1,1,168,383,29.1717
2026-05-20 03:02:38,71,100,0.07430017,0.06638652,0.05345927,0.05236178,603,403,31.05522537,0.69790858,50,exchange,exchange,1,1,603,403,29.2101
2026-05-20 03:03:07,72,100,0.07657642,0.06510706,0.05287271,0.05457619,322,195,30.33889961,0.18989000,50,exchange,exchange,1,1,322,195,29.1442
2026-05-20 03:03:36,73,100,0.07507200,0.06626767,0.05341089,0.05416022,329,462,52.72646332,0.78824490,50,exchange,exchange,1,1,329,462,29.1289
2026-05-20 03:04:05,74,100,0.07620734,0.06793718,0.05354705,0.05524435,577,537,37.10785294,0.77606404,50,exchange,exchange,1,1,577,537,29.1609
2026-05-20 03:04:34,75,100,0.07845842,0.06823704,0.05348003,0.05094839,489,90,31.82124138,0.13796082,50,exchange,exchange,1,1,489,90,29.1152
2026-05-20 03:05:03,76,100,0.07502768,0.06843040,0.05902109,0.04895908,259,438,32.69492340,0.29645896,50,exchange,exchange,1,1,259,438,29.1655
2026-05-20 03:05:32,77,100,0.07596783,0.06261475,0.05648132,0.05227980,406,45,29.94562912,0.60402840,50,exchange,exchange,1,1,406,45,29.1480
2026-05-20 03:06:02,78,100,0.07225758,0.06524792,0.05484652,0.04805457,448,268,31.92783737,0.41976705,50,exchange,exchange,1,1,448,268,29.1552
2026-05-20 03:06:31,79,100,0.07412290,0.06310341,0.05422933,0.04640434,564,433,31.23908043,0.58155054,50,exchange,exchange,1,1,564,433,29.1220
2026-05-20 03:07:00,80,100,0.07323135,0.06115430,0.05377239,0.04507738,314,512,43.02955627,0.82104588,50,exchange,exchange,1,1,314,512,29.1514
2026-05-20 03:07:29,81,100,0.07297459,0.05782180,0.05818621,0.05263322,584,196,27.45540237,0.47064286,50,exchange,exchange,1,1,584,196,29.1472
2026-05-20 03:07:58,82,100,0.07498486,0.07024142,0.05176936,0.04560181,319,441,29.94947433,0.45062977,50,exchange,exchange,1,1,319,441,29.1958
2026-05-20 03:08:27,83,100,0.07173585,0.06511676,0.05373522,0.04783070,196,64,32.51158524,0.43162104,50,exchange,exchange,1,1,196,64,29.1579
2026-05-20 03:08:57,84,100,0.07305570,0.05707382,0.05251841,0.04615049,285,294,31.87784195,0.09065822,50,exchange,exchange,1,1,285,294,29.1726
2026-05-20 03:09:26,85,100,0.07005495,0.06136547,0.05412323,0.04578749,137,421,29.16152191,0.53800589,50,exchange,exchange,1,1,137,421,29.1527
2026-05-20 03:09:55,86,100,0.06951772,0.05834105,0.05591292,0.04631163,200,534,26.96871948,0.18190739,50,exchange,exchange,1,1,200,534,29.2641
2026-05-20 03:10:24,87,100,0.07236927,0.05512029,0.05357365,0.04263762,540,293,30.49043465,0.30408049,50,exchange,exchange,1,1,540,293,29.2753
2026-05-20 03:10:53,88,100,0.06970157,0.05688658,0.05456936,0.04464365,120,148,30.69010544,0.64007831,50,exchange,exchange,1,1,120,148,29.1640
2026-05-20 03:11:23,89,100,0.06953829,0.05534713,0.05455384,0.04402278,398,184,23.36800003,0.10938217,50,exchange,exchange,1,1,398,184,29.1544
2026-05-20 03:11:52,90,100,0.07127023,0.05618363,0.05442252,0.04166942,532,144,27.70702934,0.73361701,50,exchange,exchange,1,1,532,144,29.1709
2026-05-20 03:12:21,91,100,0.07432817,0.05549943,0.05592401,0.04944952,481,549,27.46196365,0.57755226,50,exchange,exchange,1,1,481,549,29.1820
2026-05-20 03:12:50,92,100,0.07479762,0.05727727,0.05421315,0.04454558,111,157,24.46364594,0.52642775,50,exchange,exchange,1,1,111,157,29.1153
2026-05-20 03:13:19,93,100,0.06979918,0.05570107,0.05399595,0.04346011,371,414,25.32867432,0.38755244,50,exchange,exchange,1,1,371,414,29.2615
2026-05-20 03:13:48,94,100,0.07054266,0.05547157,0.05598039,0.04279492,496,52,26.02026749,0.61563677,50,exchange,exchange,1,1,496,52,29.1036
2026-05-20 03:14:18,95,100,0.07213059,0.05482597,0.05520317,0.04313452,330,461,24.18785477,0.71493953,50,exchange,exchange,1,1,330,461,29.1538
2026-05-20 03:14:47,96,100,0.06869817,0.05162999,0.05283071,0.04304549,350,121,29.36488342,0.19617526,50,exchange,exchange,1,1,350,121,29.1342
2026-05-20 03:15:16,97,100,0.06910224,0.05402771,0.05250280,0.04305108,128,536,21.60451889,0.48339558,50,exchange,exchange,1,1,128,536,29.1386
2026-05-20 03:15:45,98,100,0.07212351,0.05863497,0.05235195,0.04408079,441,295,30.60009384,0.17399973,50,exchange,exchange,1,1,441,295,29.1747
2026-05-20 03:16:14,99,100,0.07169645,0.05403548,0.05520956,0.04584689,320,588,24.52842331,0.55018467,50,exchange,exchange,1,1,320,588,29.1011
