element_0,element_1,element_2,element_3,element_4,element_5,element_6,element_7,element_8,element_9,testenv_0,testenv_1,coldway_0,coldway_1,coldway_2,coldway_3,coldway_4,coldway_5,coldway_6,coldway_7,coldway_8,coldway_9,coldway_10,coldway_11,coldway_12,coldway_13,coldway_14,coldway_15,coldway_16,coldway_17,YS,FS,UTS
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,1.3944668769836426,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2025331258773804,0.8517035245895386,1.2688287496566772
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,0.7233843207359314,-0.8679298758506775,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536976158618927,0.973845899105072,0.7617881894111633
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,1.18931245803833,-0.8679298758506775,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121859312057495,1.0863391160964966,0.7224796414375305
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,1.6552406549453735,-0.8679298758506775,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5710770487785339,1.8479068279266357,0.6050462126731873
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,-0.8679298758506775,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937726616859436,1.0533190965652466,1.063033938407898
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,0.10166872292757034,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024560809135437,0.36231863498687744,1.1522330045700073
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,0.42486825585365295,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23579740524292,0.5904949903488159,1.1711556911468506
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,1.0712673664093018,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1901048421859741,0.7715997099876404,1.1953608989715576
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,-0.7908821702003479,1.3944668769836426,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049381971359253,0.954917311668396,1.2351077795028687
6.5,2.0,0.0,1.0,0.0,0.0,0.15000000596046448,1.0,0.0,0.0,0.7233843207359314,-0.8679298758506775,0.0,0.0,0.0,0.0,0.11778303980827332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4993879795074463,1.173309087753296,0.7115496397018433
