epoch,train_mse_uts,train_mse_fs,full_mae_uts,full_mae_fs,full_score
430,0.02958629,0.10466555,0.10500554,0.19348229,0.29848783
431,0.03215033,0.09058365,0.10707625,0.19104421,0.29812046
432,0.03190497,0.09749369,0.10770079,0.19053265,0.29823344
433,0.03009716,0.10063123,0.10851840,0.19133522,0.29985362
434,0.03004138,0.10199596,0.10938381,0.19700815,0.30639196
435,0.03070281,0.08908486,0.10937880,0.20968115,0.31905995
436,0.03184407,0.09347867,0.10804501,0.20793439,0.31597941
437,0.03039172,0.10663743,0.10679361,0.19237579,0.29916941
438,0.03071565,0.09126003,0.10703768,0.19452450,0.30156218
439,0.03161184,0.09435593,0.10825618,0.19699922,0.30525541
440,0.03153695,0.09235131,0.10620428,0.18997246,0.29617674
441,0.02939578,0.09426147,0.10505445,0.19250284,0.29755729
442,0.03145219,0.10561056,0.10490555,0.19992366,0.30482922
443,0.03030819,0.09829641,0.10611278,0.19595453,0.30206731
444,0.03256521,0.09875025,0.11096876,0.19159386,0.30256262
445,0.03070729,0.09865610,0.11644601,0.18979676,0.30624277
446,0.03162624,0.09297700,0.11490459,0.19102986,0.30593445
447,0.03014284,0.09756012,0.10932739,0.19438632,0.30371371
448,0.03120203,0.09572386,0.10458978,0.19153453,0.29612431
449,0.03087018,0.09179380,0.10354444,0.18866152,0.29220595
450,0.02945813,0.09488732,0.10354438,0.18721576,0.29076014
451,0.02959537,0.09311021,0.10407220,0.18587419,0.28994639
452,0.03028162,0.08631116,0.10680359,0.18781915,0.29462274
453,0.02775772,0.09431067,0.10734126,0.19311568,0.30045694
454,0.03085894,0.08618534,0.10699648,0.19351669,0.30051316
455,0.02921360,0.09515461,0.10577980,0.18819623,0.29397602
456,0.02936882,0.08299619,0.10614423,0.18385476,0.28999899
457,0.03060877,0.09475222,0.10502308,0.18340181,0.28842489
458,0.02879689,0.08638902,0.10383618,0.18246678,0.28630295
459,0.03048233,0.08309727,0.10462316,0.18197048,0.28659364
460,0.02762229,0.08498026,0.10606993,0.18366703,0.28973696
461,0.02848725,0.09619296,0.10548212,0.18752824,0.29301036
462,0.03053314,0.08804367,0.10363121,0.18345846,0.28708968
463,0.02825890,0.09075183,0.10253366,0.18049930,0.28303296
464,0.02994319,0.09073899,0.10401992,0.18212588,0.28614581
465,0.03105015,0.09362501,0.10827620,0.18080468,0.28908089
466,0.02803952,0.08837190,0.10926935,0.18445139,0.29372074
467,0.03063433,0.09205756,0.10557789,0.19197500,0.29755288
468,0.02967642,0.09369881,0.10447969,0.18684848,0.29132816
469,0.03039307,0.08747784,0.10407255,0.18266958,0.28674213
470,0.03103645,0.08788577,0.10452072,0.18160640,0.28612711
471,0.02772287,0.08546502,0.10656516,0.18272761,0.28929277
472,0.03175343,0.09090925,0.10961469,0.18183154,0.29144623
473,0.02855191,0.08560937,0.11191680,0.18429241,0.29620921
474,0.02898845,0.08227926,0.11142195,0.18397972,0.29540167
475,0.02818147,0.09113624,0.10774934,0.18381581,0.29156514
476,0.02878061,0.08861315,0.10618608,0.18502833,0.29121441
477,0.03113315,0.09768200,0.10442995,0.18385962,0.28828956
478,0.03017271,0.09615013,0.10437530,0.18687823,0.29125353
479,0.02990882,0.09479999,0.10653105,0.19008018,0.29661123
480,0.02971073,0.09207691,0.10543081,0.18650386,0.29193467
481,0.03076849,0.08841237,0.10413277,0.18438202,0.28851479
482,0.03141613,0.09383169,0.10586487,0.18197258,0.28783745
483,0.02814693,0.07331152,0.10743619,0.18003704,0.28747322
484,0.03069116,0.08341032,0.10765846,0.17871411,0.28637257
485,0.02830178,0.08504821,0.10779805,0.17868872,0.28648677
486,0.02934969,0.07513826,0.10758536,0.17963272,0.28721809
487,0.03063974,0.09187350,0.10596878,0.17976113,0.28572991
488,0.02957680,0.09280181,0.10385391,0.18344256,0.28729647
489,0.02819145,0.09036131,0.10382706,0.18643530,0.29026236
490,0.03011191,0.08968407,0.10447179,0.18217893,0.28665072
491,0.02900908,0.08503672,0.10391781,0.18092629,0.28484410
492,0.02866183,0.08808132,0.10462933,0.17893314,0.28356247
493,0.02838050,0.09043479,0.10315040,0.18116505,0.28431545
494,0.02976717,0.08455374,0.10252427,0.18448809,0.28701236
495,0.02741102,0.08099364,0.10231416,0.18631783,0.28863199
496,0.02770250,0.08637585,0.10305543,0.18318012,0.28623556
497,0.02981991,0.08745150,0.10317529,0.17996936,0.28314465
498,0.02968731,0.09228364,0.10243791,0.17915341,0.28159132
499,0.02832734,0.08604470,0.10297596,0.17885727,0.28183322
500,0.02576367,0.08771658,0.10414045,0.17911199,0.28325244
501,0.02867047,0.07704850,0.10383275,0.17832498,0.28215773
502,0.02791581,0.09189960,0.10164684,0.17632610,0.27797294
503,0.03040192,0.07772618,0.10058024,0.17703679,0.27761703
504,0.02707025,0.07834453,0.09995540,0.17855212,0.27850752
505,0.03054064,0.08049126,0.10047065,0.17685808,0.27732873
506,0.03021174,0.09244312,0.10273258,0.17768809,0.28042067
507,0.02794052,0.08170678,0.10357875,0.17925364,0.28283239
508,0.02811699,0.08905977,0.10563058,0.17678249,0.28241307
509,0.02880912,0.07580308,0.10629692,0.18597762,0.29227454
510,0.02750056,0.08941674,0.10876052,0.19261791,0.30137843
511,0.02812253,0.09527735,0.10624417,0.18244839,0.28869256
512,0.02851092,0.08423299,0.10267618,0.18098277,0.28365894
513,0.02785001,0.07608784,0.10106938,0.18292092,0.28399030
514,0.03002241,0.08210110,0.09992445,0.18137150,0.28129594
515,0.02945247,0.08494359,0.09887056,0.18070675,0.27957731
516,0.03074120,0.08274667,0.09886909,0.19673449,0.29560357
517,0.02816352,0.08668561,0.10206341,0.20302868,0.30509209
518,0.02810011,0.08969936,0.11256242,0.18124668,0.29380910
519,0.02942303,0.08210479,0.11316814,0.17733279,0.29050092
520,0.03032752,0.08573201,0.10591536,0.18338639,0.28930175
521,0.02798440,0.08269089,0.10076888,0.18076929,0.28153817
522,0.03081471,0.09175859,0.09931798,0.17936300,0.27868098
523,0.02945537,0.08494014,0.09837922,0.19087495,0.28925417
524,0.02794718,0.09696098,0.10260182,0.18713701,0.28973883
525,0.02905203,0.09434233,0.10583726,0.17921950,0.28505676
526,0.02787440,0.07945941,0.10712238,0.17651542,0.28363780
527,0.02649846,0.08566633,0.10292666,0.17845714,0.28138380
528,0.02654497,0.09073754,0.09934460,0.17801936,0.27736396
529,0.02553053,0.08248167,0.09984407,0.17586538,0.27570945
530,0.02801586,0.07799290,0.10083254,0.17810725,0.27893979
531,0.02694185,0.07510646,0.10266355,0.18551275,0.28817631
532,0.02873144,0.07958593,0.10524986,0.18754776,0.29279762
533,0.02768528,0.09332644,0.10695561,0.17941548,0.28637109
534,0.02715161,0.08704257,0.10441259,0.17479372,0.27920631
535,0.02680482,0.08960366,0.10023268,0.17545639,0.27568907
536,0.02847177,0.09117235,0.09978823,0.17504063,0.27482887
537,0.02933980,0.07409108,0.10030757,0.17409138,0.27439895
538,0.02913685,0.07868578,0.10216775,0.17534681,0.27751455
539,0.02763209,0.07932886,0.10454107,0.17887592,0.28341699
540,0.02770382,0.07273845,0.10368509,0.18394285,0.28762794
541,0.02812071,0.08079810,0.10255134,0.17943326,0.28198460
542,0.02788278,0.07414376,0.09951997,0.17441015,0.27393012
543,0.02695972,0.07603510,0.09932749,0.17468487,0.27401236
544,0.02743923,0.07277850,0.09840685,0.17368899,0.27209584
545,0.02845393,0.08264717,0.09926210,0.17202513,0.27128723
546,0.02898926,0.08199471,0.10296052,0.17454910,0.27750962
547,0.02762497,0.08287565,0.10618743,0.17613453,0.28232195
548,0.02805241,0.07794949,0.10388280,0.17409171,0.27797452
549,0.02826135,0.07972495,0.09824337,0.17118043,0.26942380
550,0.02835190,0.08157302,0.09769021,0.17161456,0.26930477
551,0.02771061,0.08377653,0.09771826,0.17399195,0.27171021
552,0.02561124,0.08094094,0.09711091,0.17589130,0.27300221
553,0.02647157,0.08079892,0.10070466,0.17935646,0.28006112
554,0.02667945,0.08109704,0.10242576,0.18155119,0.28397695
555,0.02772274,0.07766923,0.10126481,0.17836328,0.27962809
556,0.02566770,0.08153585,0.09787702,0.17415656,0.27203358
557,0.02751091,0.08149559,0.09655301,0.17206043,0.26861344
558,0.02724877,0.08152904,0.09660696,0.17070395,0.26731091
559,0.02653293,0.08011440,0.09858421,0.17065383,0.26923805
560,0.02665769,0.07745092,0.10159448,0.17091344,0.27250792
561,0.02884658,0.08223299,0.10196710,0.17246443,0.27443153
562,0.02837756,0.07630602,0.09824186,0.17448784,0.27272970
563,0.02544208,0.08063173,0.09698267,0.17335358,0.27033625
564,0.02669331,0.07713527,0.09681139,0.17081095,0.26762234
565,0.02624178,0.07888725,0.09733432,0.16972388,0.26705820
566,0.02693412,0.08276784,0.09947685,0.17021535,0.26969220
567,0.02749071,0.08074310,0.10129651,0.17016423,0.27146073
568,0.02805913,0.07740488,0.10041638,0.17201328,0.27242967
569,0.02708784,0.08020350,0.09801513,0.17531350,0.27332863
570,0.02727651,0.08257889,0.09528884,0.17350069,0.26878952
571,0.02750508,0.08456127,0.09557076,0.17126757,0.26683833
572,0.02774661,0.07613078,0.09833265,0.16956344,0.26789609
573,0.02929612,0.09381586,0.10330988,0.16865735,0.27196723
574,0.02648713,0.07932918,0.10185974,0.17324932,0.27510906
575,0.02437918,0.08221981,0.09813026,0.17443623,0.27256648
576,0.02629198,0.08789239,0.09616626,0.17148942,0.26765568
577,0.02688922,0.06968459,0.09651899,0.16932474,0.26584373
578,0.02618672,0.07355797,0.09745932,0.16949879,0.26695811
579,0.02630629,0.07919282,0.10138563,0.17074633,0.27213196
580,0.02718384,0.08218301,0.10348649,0.17250098,0.27598748
581,0.02560467,0.07568278,0.10182471,0.17656051,0.27838521
582,0.02579692,0.07804844,0.09488858,0.17443267,0.26932125
583,0.02683174,0.07427374,0.09469093,0.16725315,0.26194409
584,0.02802180,0.07194114,0.09623342,0.16550751,0.26174093
585,0.02635017,0.07522751,0.09444417,0.16662875,0.26107292
586,0.02730363,0.07941192,0.09965637,0.16599052,0.26564689
587,0.02776315,0.07800066,0.10401686,0.17214867,0.27616554
588,0.02691006,0.06793454,0.10063803,0.17756872,0.27820675
589,0.02649885,0.07496790,0.09420796,0.17881578,0.27302375
590,0.02537650,0.07929101,0.09531894,0.17086011,0.26617905
591,0.02427880,0.07649893,0.09605459,0.16620149,0.26225608
592,0.02771407,0.07736965,0.09548426,0.16567625,0.26116052
593,0.02513784,0.08081716,0.09971744,0.16758253,0.26729997
594,0.02700762,0.08374999,0.10374808,0.17072617,0.27447425
595,0.02665559,0.07500204,0.10118666,0.16912200,0.27030866
596,0.02660290,0.08296187,0.09506760,0.16812155,0.26318914
597,0.02700201,0.07375746,0.09453108,0.16838013,0.26291121
598,0.02488695,0.07206330,0.09573749,0.16933188,0.26506937
599,0.02558038,0.07127974,0.09591091,0.16663761,0.26254852
600,0.02787814,0.07331681,0.09590374,0.16455327,0.26045701
601,0.02540878,0.07121015,0.09937631,0.16369955,0.26307587
602,0.02739196,0.07285883,0.10106900,0.16470774,0.26577674
603,0.02686493,0.07307781,0.09749079,0.16673400,0.26422478
604,0.02657273,0.07417539,0.09496185,0.16877249,0.26373434
605,0.02721271,0.06897339,0.09550852,0.17032570,0.26583421
606,0.02602823,0.06852141,0.09435705,0.16670775,0.26106481
607,0.02918530,0.07480846,0.09615208,0.16637853,0.26253061
608,0.02718337,0.06917205,0.09872020,0.16659725,0.26531745
609,0.02921030,0.07916705,0.09837408,0.16913989,0.26751398
610,0.02699532,0.07102020,0.09520371,0.17103830,0.26624201
611,0.02606996,0.06830306,0.09473599,0.16924036,0.26397634
612,0.02621671,0.07082628,0.09564231,0.16665247,0.26229478
613,0.02668926,0.07339814,0.09912838,0.16444898,0.26357736
614,0.02616272,0.07556050,0.09785892,0.16395506,0.26181398
615,0.02386477,0.07876077,0.09563322,0.16787320,0.26350643
616,0.02679978,0.06750184,0.09478936,0.16992451,0.26471387
617,0.02451620,0.07067028,0.09610672,0.16843620,0.26454291
618,0.02563879,0.07191318,0.09571230,0.16386506,0.25957736
619,0.02666513,0.07676101,0.09700467,0.16297328,0.25997795
620,0.02591816,0.06799353,0.09704600,0.16742593,0.26447193
621,0.02500722,0.07418320,0.09595010,0.16804177,0.26399186
622,0.02567577,0.07750510,0.09279112,0.17150323,0.26429435
623,0.02528755,0.06882083,0.09221569,0.18112721,0.27334290
624,0.02523534,0.07838269,0.09266151,0.18463121,0.27729272
625,0.02422760,0.07913713,0.09294726,0.17136183,0.26430909
626,0.02607168,0.07087234,0.09393626,0.16301532,0.25695159
627,0.02665829,0.06948629,0.09776778,0.16395997,0.26172774
628,0.02558534,0.07388306,0.10079926,0.16455786,0.26535712
629,0.02753842,0.07267378,0.09552936,0.16215152,0.25768087
630,0.02768247,0.07846987,0.09207842,0.16774754,0.25982597
631,0.02604887,0.06858938,0.09237561,0.17553255,0.26790816
632,0.02752823,0.07848488,0.09242959,0.16854659,0.26097618
633,0.02517298,0.07301793,0.09691634,0.16229618,0.25921252
634,0.02536656,0.06919083,0.10120209,0.16765693,0.26885901
635,0.02698396,0.07557105,0.09790140,0.16515686,0.26305826
636,0.02511264,0.08011125,0.09344137,0.16206014,0.25550152
637,0.02565639,0.06860337,0.09257763,0.16960616,0.26218379
638,0.02793348,0.06612213,0.09314407,0.17207576,0.26521983
639,0.02533998,0.07449125,0.09371605,0.16893472,0.26265077
640,0.02473305,0.07228634,0.09719187,0.16351175,0.26070362
641,0.02693507,0.07125448,0.09680346,0.16133535,0.25813881
642,0.02640747,0.07201888,0.09468669,0.16126251,0.25594921
643,0.02661399,0.06927667,0.09590030,0.16250539,0.25840569
644,0.02600725,0.07153284,0.09556262,0.16369583,0.25925845
645,0.02477543,0.06898896,0.09308824,0.16470166,0.25778989
646,0.02641849,0.07054050,0.09500805,0.16483550,0.25984355
647,0.02596043,0.07279808,0.09523750,0.16471179,0.25994929
648,0.02389440,0.06594087,0.09338753,0.16486301,0.25825053
649,0.02589150,0.07715895,0.09150024,0.16677120,0.25827144
650,0.02358660,0.07112829,0.09114876,0.16400477,0.25515353
651,0.02529916,0.06571354,0.09131330,0.16325931,0.25457261
652,0.02504418,0.06882714,0.09211148,0.16206320,0.25417467
653,0.02572663,0.06929789,0.09461392,0.16239853,0.25701246
654,0.02368251,0.07390016,0.09722624,0.16231565,0.25954189
655,0.02464176,0.07360452,0.09380013,0.16018789,0.25398802
656,0.02588745,0.07076368,0.09100316,0.16008867,0.25109184
657,0.02578112,0.07037878,0.09105531,0.16304466,0.25409997
658,0.02502911,0.07248072,0.09033992,0.16596106,0.25630098
659,0.02257397,0.07327216,0.09117878,0.16254222,0.25372101
660,0.02415665,0.07169643,0.09270994,0.16113614,0.25384607
661,0.02460626,0.06611408,0.09229924,0.16034269,0.25264193
662,0.02579498,0.07855398,0.08989307,0.16024029,0.25013336
663,0.02381540,0.06923588,0.08947617,0.16523431,0.25471048
664,0.02392207,0.07402889,0.08976475,0.16489820,0.25466295
665,0.02632277,0.06316210,0.09310472,0.16279629,0.25590101
666,0.02532731,0.07726428,0.09463523,0.16176361,0.25639883
667,0.02338121,0.06484576,0.09332190,0.16108707,0.25440897
668,0.02492981,0.07078894,0.09178916,0.16134962,0.25313879
669,0.02566965,0.06763154,0.08982944,0.16305701,0.25288645
670,0.02479726,0.06607500,0.08988802,0.16660105,0.25648907
671,0.02359206,0.06403475,0.09031782,0.16593908,0.25625690
672,0.02567683,0.07002775,0.09016703,0.16681792,0.25698495
673,0.02509563,0.06908688,0.09128521,0.16352001,0.25480522
674,0.02379042,0.06497576,0.09339117,0.16062342,0.25401459
675,0.02473428,0.06636249,0.09302054,0.15876761,0.25178815
676,0.02467385,0.06840543,0.09010991,0.15859386,0.24870377
677,0.02413743,0.06962197,0.09040437,0.15874408,0.24914845
678,0.02730915,0.07556517,0.08906546,0.15827797,0.24734344
679,0.02554630,0.07319525,0.09071519,0.15649734,0.24721254
680,0.02456143,0.06640372,0.09376793,0.15582086,0.24958879
681,0.02495057,0.06756826,0.09208178,0.15630578,0.24838755
682,0.02555804,0.06813040,0.08924768,0.15713567,0.24638335
683,0.02501433,0.06063929,0.08979219,0.15877089,0.24856308
684,0.02451676,0.06910080,0.09026687,0.15987727,0.25014414
685,0.02439529,0.07497840,0.08992945,0.15996221,0.24989166
686,0.02331906,0.06671244,0.09199409,0.16059954,0.25259364
687,0.02561852,0.06485376,0.09669972,0.15724938,0.25394910
688,0.02431654,0.06883391,0.09989749,0.15568969,0.25558718
689,0.02654012,0.06601660,0.09147873,0.15564235,0.24712107
690,0.02687772,0.06428409,0.08903568,0.15671892,0.24575461
691,0.02316131,0.06430554,0.09219459,0.15893064,0.25112524
692,0.02826600,0.06449598,0.09281529,0.16287294,0.25568823
693,0.02558345,0.06852624,0.09514233,0.16286702,0.25800936
694,0.02457150,0.07566770,0.09953169,0.15715985,0.25669154
695,0.02610945,0.06642327,0.09652077,0.15570882,0.25222959
696,0.02374321,0.06648722,0.09361611,0.15490389,0.24851999
697,0.02355748,0.06728540,0.09383032,0.15478322,0.24861354
698,0.02514964,0.06391351,0.09339286,0.15454374,0.24793661
699,0.02622611,0.06195151,0.09196559,0.15430272,0.24626831
700,0.02542333,0.06858201,0.09356065,0.15915743,0.25271808
701,0.02600480,0.06988867,0.09740450,0.15604256,0.25344706
702,0.02481607,0.06880169,0.09536690,0.15383217,0.24919907
703,0.02354568,0.07428840,0.09106965,0.15440616,0.24547581
704,0.02379235,0.06198343,0.09007358,0.15737942,0.24745300
705,0.02483989,0.06868916,0.08947016,0.16077572,0.25024588
706,0.02417384,0.06011152,0.08946215,0.15831015,0.24777230
707,0.02495185,0.06766870,0.09650625,0.15587166,0.25237790
708,0.02434662,0.06659698,0.09677239,0.15621236,0.25298475
709,0.02495327,0.07498940,0.09209212,0.15668608,0.24877820
710,0.02633210,0.06685671,0.08843332,0.15794234,0.24637566
711,0.02565810,0.07103756,0.08832027,0.15813741,0.24645768
712,0.02376762,0.05848697,0.08770968,0.15765609,0.24536577
713,0.02408700,0.06868309,0.08940993,0.15669097,0.24610090
714,0.02365295,0.06696573,0.09111656,0.15491071,0.24602728
715,0.02220071,0.06095572,0.09046059,0.15479526,0.24525585
716,0.02401019,0.06489918,0.09084593,0.15489659,0.24574251
717,0.02323964,0.06347316,0.08915913,0.15510891,0.24426804
718,0.02250289,0.06393832,0.08820108,0.15599424,0.24419532
719,0.02431160,0.07186870,0.08820561,0.15827984,0.24648545
720,0.02608949,0.06332771,0.08913895,0.16160083,0.25073978
721,0.02386570,0.06970894,0.09091850,0.16187368,0.25279218
722,0.02513893,0.06190228,0.09461003,0.15674250,0.25135253
723,0.02278673,0.06468929,0.09393116,0.15381759,0.24774875
724,0.02399902,0.07277986,0.09039798,0.15402114,0.24441912
725,0.02354507,0.06331015,0.08842719,0.15289155,0.24131874
726,0.02515508,0.06666295,0.09001321,0.15437602,0.24438923
727,0.02402110,0.06628445,0.08952186,0.15718384,0.24670570
728,0.02446780,0.06747827,0.08730184,0.15648694,0.24378878
729,0.02421053,0.06057109,0.09091537,0.15412667,0.24504205
730,0.02459875,0.06327128,0.09591280,0.15389448,0.24980728
731,0.02336232,0.06588779,0.09329934,0.15229528,0.24559462
732,0.02283311,0.06683538,0.08921647,0.15176266,0.24097914
733,0.02461968,0.06789698,0.09002530,0.15148544,0.24151074
734,0.02549134,0.06855879,0.08910047,0.15208444,0.24118491
735,0.02437329,0.06720549,0.08939247,0.15869249,0.24808496
736,0.02277469,0.06674598,0.08894047,0.16168842,0.25062889
737,0.02627623,0.07366148,0.08964302,0.15773290,0.24737593
738,0.02478170,0.06337935,0.09045272,0.15680699,0.24725971
739,0.02492464,0.06437971,0.08949344,0.15650512,0.24599856
740,0.02515025,0.06186083,0.08835973,0.15689306,0.24525279
741,0.02354343,0.06896190,0.08820199,0.15766494,0.24586693
742,0.02607793,0.06456408,0.08932862,0.15771979,0.24704842
743,0.02354286,0.06217951,0.08903128,0.15501320,0.24404448
744,0.02349239,0.07206031,0.08899309,0.15250655,0.24149964
745,0.02278608,0.07159124,0.08805086,0.15173145,0.23978230
746,0.02557953,0.07083715,0.08859360,0.15300500,0.24159861
747,0.02210243,0.07350879,0.08858132,0.15391730,0.24249862
748,0.02239274,0.06771157,0.08811352,0.15421832,0.24233183
749,0.02467453,0.06994469,0.08705245,0.15413208,0.24118453
750,0.02387440,0.06569094,0.08677042,0.15422447,0.24099489
751,0.02452237,0.06498931,0.08699034,0.15371004,0.24070038
