sample_id,teacher_UTS,linear_UTS,residual_true_UTS,residual_pred_UTS,combined_UTS,abs_err_linear_vs_teacher_UTS,abs_err_residual_pred_vs_true_UTS,abs_err_combined_vs_teacher_UTS,teacher_FS,linear_FS,residual_true_FS,residual_pred_FS,combined_FS,abs_err_linear_vs_teacher_FS,abs_err_residual_pred_vs_true_FS,abs_err_combined_vs_teacher_FS,label_UTS,abs_err_combined_vs_label_UTS,abs_err_teacher_vs_label_UTS,label_FS,abs_err_combined_vs_label_FS,abs_err_teacher_vs_label_FS
19,1.0953186750411987,1.0437856413536457,0.05153303368755302,0.00013105034304317087,1.0439166916966889,0.05153303368755302,0.05140198334450985,0.05140198334450985,0.3908995985984802,0.8063915174660092,-0.415491918867529,-0.3019719123840332,0.504419605081976,0.415491918867529,0.1135200064834958,0.1135200064834958,1.0036588907241821,0.04025780097250675,0.0916597843170166,0.4060209095478058,0.09839869553417024,0.015121310949325562
20,1.1384875774383545,1.0642145299297168,0.07427304750863772,0.0070948852226138115,1.0713094151523306,0.07427304750863772,0.06717816228602391,0.06717816228602391,0.6755931973457336,0.7197124914036523,-0.0441192940579187,0.019089579582214355,0.7388020709858667,0.0441192940579187,0.06320887364013306,0.06320887364013306,1.0235239267349243,0.04778548841740626,0.11496365070343018,0.6351115107536316,0.10369056023223511,0.04048168659210205
21,1.1524055004119873,1.0744289752773637,0.07797652513462361,0.014549873769283295,1.088978849046647,0.07797652513462361,0.06342665136534031,0.06342665136534031,0.7040773630142212,0.6763729738765814,0.02770438913763984,0.034180253744125366,0.7105532276207067,0.02770438913763984,0.006475864606485526,0.006475864606485526,0.9821420311927795,0.10683681785386745,0.17026346921920776,0.4687538743019104,0.24179935331879632,0.2353234887123108
22,1.154834508895874,1.084643418741257,0.070191090154617,0.02465357445180416,1.1092969931930612,0.070191090154617,0.045537515702812836,0.045537515702812836,0.6899141073226929,0.6330334643422083,0.056880642980484564,0.04221212863922119,0.6752455929814295,0.056880642980484564,0.014668514341263372,0.014668514341263372,1.0708991289138794,0.03839786427918179,0.08393537998199463,0.7430717945098877,0.0678262015284582,0.053157687187194824
23,0.6744045615196228,0.7941463706978366,-0.11974180917821375,-0.008735544979572296,0.7854108257182643,0.11974180917821375,0.11100626419864146,0.11100626419864146,1.3172096014022827,1.1848262199065394,0.13238338149574336,-0.2523966133594513,0.9324296065470881,0.13238338149574336,0.38477999485519465,0.38477999485519465,0.5965766310691833,0.1888341946490809,0.07782793045043945,1.8205245733261108,0.8880949667790228,0.5033149719238281
24,0.6361094117164612,0.7267630071040495,-0.09065359538758833,-0.014362065121531487,0.712400941982518,0.09065359538758833,0.07629153026605684,0.07629153026605684,1.4340890645980835,1.2612619606794615,0.172827103918622,-0.05409306287765503,1.2071688978018065,0.172827103918622,0.22692016679627702,0.22692016679627702,0.5759115219116211,0.13648942007089693,0.06019788980484009,1.6528886556625366,0.44571975786073015,0.21879959106445312
25,0.5793445110321045,0.6593796348901316,-0.08003512385802714,-0.019988585263490677,0.639391049626641,0.08003512385802714,0.06004653859453646,0.06004653859453646,2.2763173580169678,1.337697711230555,0.9386196467864127,0.29061946272850037,1.6283171739590554,0.9386196467864127,0.6480001840579124,0.6480001840579124,0.4949135482311249,0.14447750139551607,0.08443096280097961,2.358175754547119,0.7298585805880637,0.08185839653015137
26,1.083993673324585,1.0928242959326964,-0.008830622608111405,0.00955064594745636,1.1023749418801527,0.008830622608111405,0.018381268555567765,0.018381268555567765,0.647736668586731,0.7335171667232763,-0.08578049813654531,0.11425387859344482,0.8477710453167211,0.08578049813654531,0.20003437672999014,0.20003437672999014,1.0577261447906494,0.04464879708950331,0.026267528533935547,0.7926827073097229,0.055088338006998194,0.14494603872299194
27,1.1747093200683594,1.1234676284435992,0.05124169162476022,0.00013105034304317087,1.1235986787866423,0.05124169162476022,0.05111064128171705,0.05111064128171705,0.3502615988254547,0.6034986291283718,-0.2532370303029171,-0.3019719123840332,0.3015267167443386,0.2532370303029171,0.04873488208111609,0.04873488208111609,1.1409472227096558,0.017348543923013438,0.03376209735870361,0.350155770778656,0.04862905403431739,0.00010582804679870605
28,1.2028048038482666,1.1336820726139,0.06912273123436652,0.0022886113729327917,1.1359706839868329,0.06912273123436652,0.06683411986143373,0.06683411986143373,0.4614036977291107,0.560159116596737,-0.09875541886762629,-0.019193530082702637,0.5409655865140344,0.09875541886762629,0.07956188878492365,0.07956188878492365,1.2094106674194336,0.07343998343260072,0.006605863571166992,0.5827383399009705,0.04177275338693609,0.12133464217185974
29,1.2389144897460938,1.1541109623673171,0.08480352737877661,0.014549873769283295,1.1686608361366004,0.08480352737877661,0.07025365360949332,0.07025365360949332,0.5241828560829163,0.47348008553894394,0.05070277054397232,0.034180253744125366,0.5076603392830693,0.05070277054397232,0.016522516799846954,0.016522516799846954,1.2128456830978394,0.04418484696123892,0.026068806648254395,0.657409131526947,0.14974879224387772,0.13322627544403076
30,1.2396842241287231,1.1643254058312105,0.07535881829751268,0.02465357445180416,1.1889789802830146,0.07535881829751268,0.050705243845708514,0.050705243845708514,0.5286221504211426,0.4301405760045709,0.09848157441657168,0.04221212863922119,0.4723527046437921,0.09848157441657168,0.05626944577735049,0.05626944577735049,1.2341721057891846,0.04519312550616994,0.005512118339538574,0.6474426984786987,0.17508999383490664,0.11882054805755615
31,0.765796422958374,0.8738283577877901,-0.10803193482941609,-0.008735544979572296,0.8650928128082178,0.10803193482941609,0.09929638984984379,0.09929638984984379,0.7749884128570557,0.9819333315689018,-0.20694491871184617,-0.2523966133594513,0.7295367182094505,0.20694491871184617,0.04545169464760512,0.04545169464760512,0.785577118396759,0.07951569441145878,0.01978069543838501,0.9744859933853149,0.2449492751758644,0.19949758052825928
32,0.7261087894439697,0.806444994194003,-0.08033620475003322,-0.014362065121531487,0.7920829290724715,0.08033620475003322,0.06597413962850174,0.06597413962850174,0.7784103155136108,1.058369072341824,-0.27995875682821314,-0.05409306287765503,1.004276009464169,0.27995875682821314,0.2258656939505581,0.2258656939505581,0.7904360890388489,0.0016468400336225875,0.06432729959487915,0.8076324462890625,0.19664356317510645,0.02922213077545166
