tem,fcr,Al,Zr,Sn,Mo,Cr,Nb,Si,V,Ta,Fe,T1,t1,T2,t2,T3,t3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,YS,FS,UTS,imgf,,,,
350,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,606.834,31.997,1082.391242,0.69895,,,,
450,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,625.076,35.004,1035.863131,0.69895,,,,
550,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,717.002,61.997,772.3257064,0.69895,,,,
25,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1119.125246,17.2806964,1421.264827,0.13758,,,,
25,2000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1398.048,13.5489737,1583.535481,0.13758,,,,
25,3000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1486.991,15.5177915,1665.181014,0.13758,,,,
25,4000,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1576.217,19.5286605,1723.739963,0.13758,,,,
350,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,710.272,23.901,1096.239968,0.13758,,,,
450,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,597.91,21.4,1153.582522,0.13758,,,,
550,0,5,2,2,4,4,0,0,0,0,0,810,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,593.322,65.092,822.8072155,0.13758,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1090.46,23.2386133,1464.972154,0.43842,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1521.012328,14.983802,1762.480639,0.43842,,,,
25,2500,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1798.212638,19.245906,1935.940891,0.43842,,,,
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,1645.67238,17.7129715,1815.535889,0.43842,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,937.5472888,18.0733174,966.9444601,0.43842,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,844.898,17.1518,1387.05065,0.43842,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,819.46,41.6378,1363.133333,0.43842,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,890,0.5,750,2,570,4,0,1,0,0,1,0,0,1,0,676.97,46.269,846.4633333,0.43842,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1131.14,27.0456619,1449.946097,0.03644,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1314.653207,19.6032665,1703.675432,0.03644,,,,
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,1935.209975,19.2472479,1940.91714,0.03644,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,868.9186007,21.5736921,942.1589334,0.03644,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,745.304,22.5361,1402.499792,0.03644,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,821.388,36.1128,1316.8,0.03644,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,830,2,750,2,570,4,0,1,0,0,1,0,0,1,0,599.69,51.1634,970.5566667,0.03644,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1167.48,23.8011027,1465.634597,0.0726,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1519.634297,14.5546308,1772.931025,0.0726,,,,
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1892.00148,16.5279509,1892.00148,0.0726,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,917.6684508,18.182212,980.8614857,0.0726,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,683.052,23.3367,1370.519995,0.0726,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,760.814,47.1959,1673.533333,0.0726,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,550,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,655.02,52.2875,1101.366667,0.0726,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,957.348,72.1565174,1296.62703,0.01,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1244.001505,24.4252657,1484.736912,0.01,,,,
25,3000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1547.028979,22.8531391,1637.725703,0.01,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,767.5113163,16.9540252,873.6841316,0.01,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,648.458,38.7796,1489.9,0.01,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,642.134,42.584,1486.833333,0.01,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,700,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,545.928,50.5876,890.5366667,0.01,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,839.1,24.3237846,1106.974108,0.20156,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,988.1785586,14.2565589,1362.112605,0.20156,,,,
25,3500,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1381.017274,9.1407101,1510.213385,0.20156,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,716.680029,7.3923486,805.032853,0.20156,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,765.3197229,18.6127,1152.172977,0.20156,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1114.94,5.6699,1431.654068,0.20156,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,905,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,874.538,48.0973,1127.333333,0.20156,,,,
25,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,956.352,69.3855431,1316.328178,0.06357,,,,
25,2000,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,1328.236358,26.1156802,1516.389076,0.06357,,,,
25,3500,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,1686.45437,19.1162546,1726.208433,0.06357,,,,
25,4000,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,818.5146246,25.8176526,844.7505665,0.06357,,,,
350,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,674.858,27.8292,1358.03112,0.06357,,,,
450,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,660.058,42.5386,1402.133333,0.06357,,,,
550,0,5,0,0,4.75,1,0,0,4.75,0,1,850,2,760,2,650,4,0,0,1,0,1,0,0,1,0,534.864,50.2855,941.3333333,0.06357,,,,
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1095.64004,22.0896079,1462.283482,0.2902,,,,
25,1500,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1277.787,10.6023689,1583.340153,0.2902,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1227.932,15.3416224,1543.916816,0.2902,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1459.441,21.2139456,1649.583051,0.2902,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1538.126,22.7534299,1658.761253,0.2902,,,,
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,727.874,26.499,1126.7875,0.2902,,,,
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,640.814,34.504,1076.090181,0.2902,,,,
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,646.952,65.298,864.4787396,0.2902,,,,
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1193.247828,17.9007056,1487.393615,0.26572,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1291.121,16.465353,1578.579552,0.26572,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1345.472,23.460635,1525.036914,0.26572,,,,
25,3500,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1449.327,25.49188,1605.673898,0.26572,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,1497.84,30.410283,1651.938996,0.26572,,,,
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,743.58,31.716,1108.368766,0.26572,,,,
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,681.86,26.949,1049.768174,0.26572,,,,
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,590,4,-1,-1,0,1,0,0,1,0,0,0,0,619.856,65.268,831.160264,0.26572,,,,
25,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1063.549634,30.5846043,1421.505257,0.10973,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1380.724,15.015254,1490.222821,0.10973,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1469.815,21.771434,1602.181506,0.10973,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1433.755,29.772495,1677.515673,0.10973,,,,
350,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,608.148,29.623,956.376408,0.10973,,,,
450,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,574.624,30.965,933.6287407,0.10973,,,,
550,0,6,2,2,3,1,2,0,0,0,0,820,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,558.308,65.17,794.3049204,0.10973,,,,
25,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1059.009376,33.2261116,1456.441422,0.15494,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1372.546,12.171107,1488.060334,0.15494,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1444.866,22.3701439,1550.625325,0.15494,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,1458.115,26.1518756,1588.964707,0.15494,,,,
350,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,644.29,31.3,1075.311363,0.15494,,,,
450,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,579.504,40.302,1023.190729,0.15494,,,,
550,0,6,2,2,3,1,2,0,0,0,0,920,1,820,1,-1,-1,0,1,0,0,0,1,0,0,0,567.396,4.38255,811.4302014,0.15494,,,,
25,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,979.062414,17.9485582,1406.053262,0.4683,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1258.815,13.302893,1563.246612,0.4683,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1322.069,16.5291248,1562.940571,0.4683,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1420.138,17.808745,1588.825137,0.4683,,,,
350,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,677.208,18.204,1041.336362,0.4683,,,,
450,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,630.496,18.405,1044.499965,0.4683,,,,
550,0,6,2,2,3,1,2,0,0,0,0,985,0.75,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,644.312,65.177,844.2866926,0.4683,,,,
25,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1167.878904,20.8008664,1461.959832,0.38758,,,,
25,2000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1446.135,15.673406,1616.281567,0.38758,,,,
25,2500,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1541.913,15.890635,1700.246996,0.38758,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1635.679,20.885555,1716.301465,0.38758,,,,
25,3500,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1656.821,21.994678,1772.05725,0.38758,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,1652.711,19.497549,1799.525353,0.38758,,,,
350,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,705.138,26.706,1121.73501,0.38758,,,,
450,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,636.278,22.606,970.9628556,0.38758,,,,
550,0,6,2,2,3,1,2,0,0,0,0,900,0.75,620,4,-1,-1,0,1,0,0,1,0,0,0,0,628.008,57.133,839.0178549,0.38758,,,,
25,0,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1490.663613,0.7729798,1565.060878,0.27633,,,,
25,2500,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1100.53696,2.548993,1365.696278,0.27633,,,,
25,3000,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1406.71,2.056455,1710.007303,0.27633,,,,
25,3500,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1503.413,2.4422788,1770.296334,0.27633,,,,
25,4000,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1576.1324,1.7116181,1888.657765,0.27633,,,,
550,0,6,2,2,3,1,2,0,0,0,0,1050,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,926.168,1.354,1068.4693,0.27633,,,,
25,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,859.718,66.6516934,1289.624171,0.02335,,,,
25,2000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1298.637734,28.1797353,1485.590249,0.02335,,,,
25,3000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1592.618998,38.1087213,1676.894312,0.02335,,,,
25,4000,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,757.4906409,25.5287675,807.0851558,0.02335,,,,
350,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,688.392,35.7106,1520.74,0.02335,,,,
450,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,675.6910522,33.3,1446.63108,0.02335,,,,
550,0,0,0,0,0,15,0,0.2,25,0,0,600,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,926.746,34.6502,1486.68,0.02335,,,,
25,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,932.14,70.6538445,1270.678133,0.10545,,,,
25,2500,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,633.5418174,42.955736,678.5495574,0.10545,,,,
25,3500,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1510.421897,25.3223686,1581.774633,0.10545,,,,
25,4000,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,838.4045213,24.6448633,869.1018692,0.10545,,,,
350,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,689.864,39.1233,1559.333333,0.10545,,,,
450,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,639.2314583,37.5756,1523.126608,0.10545,,,,
550,0,0,0,0,0,15,0,0.2,25,0,0,700,4,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,686.164,34.2748,1165.272543,0.10545,,,,
25,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,879.382,69.573653,1291.413447,0.03476,,,,
25,2000,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,1268.512355,29.8581636,1473.391892,0.03476,,,,
25,3500,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,1524.699025,23.3664954,1625.589011,0.03476,,,,
25,4000,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,746.7404586,36.0220346,841.5354974,0.03476,,,,
350,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,673.142,38.2448,1559.36,0.03476,,,,
450,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,668.85,38.8656,1508.88,0.03476,,,,
550,0,0,0,0,0,15,0,0.2,25,0,0,850,1,550,6,-1,-1,1,0,0,0,1,0,0,0,0,655,41.2825,1622.44,0.03476,,,,
25,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,880.95,68.072071,1302.843801,0.12168,,,,
25,2000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,1207.893534,28.9875419,1467.021543,0.12168,,,,
25,3000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,1506.764522,29.7967446,1617.799146,0.12168,,,,
25,4000,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,801.3643854,25.8685956,854.2311229,0.12168,,,,
350,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,694.8742041,34.5231,1474.531663,0.12168,,,,
450,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,675.4744641,35.4188,1494.631547,0.12168,,,,
550,0,0,0,0,0,15,0,0.2,25,0,0,900,1,400,10,600,5,1,0,0,0,1,0,0,1,0,656.328,36.7299,1352.32,0.12168,,,,
25,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,869.452,69.7028704,1274.9476,0.18259,,,,
25,2000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,1139.026011,30.6368956,1373.667868,0.18259,,,,
25,3000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,1578.813772,32.5079292,1631.104668,0.18259,,,,
25,4000,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,809.2291884,39.9729007,866.1384397,0.18259,,,,
350,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,700.866,37.6505,1595.857766,0.18259,,,,
450,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,677.315528,39.4697,1585.631044,0.18259,,,,
550,0,0,0,0,0,15,0,0.2,25,0,0,900,1,700,6,560,5,1,0,0,0,1,0,0,1,0,653.37,46.7695,1690.566667,0.18259,,,,
25,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,456.48,81.5475279,666.1800929,0.1433,,,,
25,2000,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1121.023114,31.2685841,1415.645334,0.1433,,,,
25,3500,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,736.341859,41.9876251,775.1092287,0.1433,,,,
25,4000,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,728.3978286,49.9054187,774.5862078,0.1433,,,,
350,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,200.172,49.1749,601,0.1433,,,,
450,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,180.912,59.6001,723.0066667,0.1433,,,,
550,0,0,0,0,0,0,45,0,0,0,0,750,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,123.484,50.3673,343.86,0.1433,,,,
25,0,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,470.044,73.3887928,670.3904648,0.03394,,,,
25,2000,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,664.8141997,38.4032937,704.724587,0.03394,,,,
25,3000,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,780.2091772,37.5473234,810.2888328,0.03394,,,,
25,4000,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,816.2399366,43.5130803,818.8783311,0.03394,,,,
350,0,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,195.824,46.7387,567.0466667,0.03394,,,,
450,0,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,181.462,59.3851,714.0533333,0.03394,,,,
550,0,0,0,0,0,0,45,0,0,0,0,800,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,111.48,50.8619,315.1366667,0.03394,,,,
25,0,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,430.45,74.4215237,654.1589914,0.04711,,,,
25,2000,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,644.8336565,37.4482962,698.8828036,0.04711,,,,
25,3000,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,757.2063537,37.1669156,789.1576291,0.04711,,,,
25,4000,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,835.5884865,43.4314561,835.5884865,0.04711,,,,
350,0,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,194.004,50.0494,614.6466667,0.04711,,,,
450,0,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,146.898,61.3869,676.3466667,0.04711,,,,
550,0,0,0,0,0,0,45,0,0,0,0,850,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,119.56,54.2116,380.14,0.04711,,,,
25,0,0,0,0,0,0,45,0,0,0,0,900,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,438.678,72.0678719,656.9615532,0.07179,,,,
25,2000,0,0,0,0,0,45,0,0,0,0,900,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,687.4299619,33.1977408,706.4534044,0.07179,,,,
25,3000,0,0,0,0,0,45,0,0,0,0,900,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,761.2918334,33.2768867,767.8215665,0.07179,,,,
