tem,fcr,Al,Zr,Sn,Mo,Cr,Nb,Si,V,Ta,Fe,T1,t1,T2,t2,T3,t3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,YS,FS,UTS,imgf,,,,
450,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,551.12,32.5057,1403.274608,0.15028,,,,
550,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,449.558,49.6469,744.9666667,0.15028,,,,
25,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1105.189698,25.3087428,1336.261207,0.08862,,,,
25,2000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1400.636,15.5354604,1512.297928,0.08862,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1394.502,16.04658,1594.369396,0.08862,,,,
25,4000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1449.145,18.4586493,1630.734135,0.08862,,,,
350,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,700.94,26.307,967.6448282,0.08862,,,,
450,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,638.372,64.702,829.9352124,0.08862,,,,
550,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,333.254,66.38,464.1293498,0.08862,,,,
25,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1150.022364,15.8644093,1373.637909,0.09466,,,,
25,2000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1296.481,16.134813,1436.066711,0.09466,,,,
25,2500,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1309.795,15.263004,1505.901598,0.09466,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1351.212,17.803024,1540.737373,0.09466,,,,
25,4000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1517.153,16.736363,1698.159819,0.09466,,,,
350,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,709.668,31.002,997.3222442,0.09466,,,,
450,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,587.84,60.086,747.5675618,0.09466,,,,
550,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,328.098,65.592,427.3497913,0.09466,,,,
25,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,419.367664,29.8945265,1250.86225,0.25373,,,,
25,2500,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,383.0036,16.72282,1031.826107,0.25373,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,469.9489,23.739066,1072.705607,0.25373,,,,
25,3500,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,733.0532,27.917626,1106.643987,0.25373,,,,
25,4000,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,717.7625,22.157258,1072.319793,0.25373,,,,
350,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,501.3484175,28.379,881.6712004,0.25373,,,,
450,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,768.994,14.042,1113.898376,0.25373,,,,
550,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,385.498,63.605,511.8117882,0.25373,,,,
25,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,447.85564,31.2521362,1225.33749,0.12899,,,,
25,2000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,517.4629,15.158641,1022.983088,0.12899,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,735.7459,25.2797723,1135.20102,0.12899,,,,
25,3500,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,700.1441,28.10925,1144.429806,0.12899,,,,
25,4000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,618.9259,26.869836,1114.217611,0.12899,,,,
25,4500,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,773.7419,26.163255,1093.688124,0.12899,,,,
350,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,633.4028444,25.198,911.7960661,0.12899,,,,
450,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,715.034,10.412,1081.780049,0.12899,,,,
550,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,394.558,66.485,520.5652262,0.12899,,,,
25,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1072.3312,23.597553,1359.343019,0.15189,,,,
25,1000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1170.325,9.542053,1494.622562,0.15189,,,,
25,2000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1201.148,16.239353,1491.924059,0.15189,,,,
25,2500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1404.345,17.925858,1463.206171,0.15189,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1465.404,13.754809,1703.572458,0.15189,,,,
25,3500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1433.147,14.825214,1599.918188,0.15189,,,,
350,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,712.842,33.394,934.0949487,0.15189,,,,
450,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,660.822,46.12,864.8917837,0.15189,,,,
550,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,366.118,66.294,514.724065,0.15189,,,,
25,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,849.171118,46.2988294,1207.82586,0.46724,,,,
25,1500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1023.042,10.198654,1288.249953,0.46724,,,,
25,2500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1012.503,18.002277,1329.575632,0.46724,,,,
25,3000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1081.555,26.142791,1338.441734,0.46724,,,,
25,3500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1074.238,26.31049,1344.612162,0.46724,,,,
350,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,515.652,50.191,845.6149198,0.46724,,,,
450,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,431.242,65.496,690.1941283,0.46724,,,,
550,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,329.792,66.397,429.9482549,0.46724,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1018.68,50.3490922,1354.783771,0.02583,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1325.464634,27.381282,1579.810363,0.02583,,,,
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1523.631448,35.4066435,1662.529618,0.02583,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1699.038696,28.7454641,1816.214766,0.02583,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,661.482,24.912,1307.699135,0.02583,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,552.808,23.3862,1306.800801,0.02583,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,557.464,52.0052,1380.666667,0.02583,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1083.6,39.1545931,1421.742729,0.10863,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1383.717333,25.1704635,1657.144671,0.10863,,,,
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1544.910477,15.838752,1689.062585,0.10863,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1914.766194,24.5892588,1967.419321,0.10863,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,665.364,25.1305,1388.827759,0.10863,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,596.106,51.0219,1382.566667,0.10863,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,661.544,48.2359,1638.566667,0.10863,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1000.7,31.7371817,1355.496914,0.17479,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1319.200378,26.6710457,1605.651472,0.17479,,,,
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1637.351587,22.7136329,1697.858647,0.17479,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1609.137222,23.2657927,1802.530247,0.17479,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,686.876,26.1615,1429.701232,0.17479,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,594.48,28.9903,1230.501791,0.17479,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,573.3,48.1662,1238.5,0.17479,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1565.006442,3.15,1827.767158,0.13108,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1697.117748,3.9839042,1977.852591,0.13108,,,,
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1552.562,2.684592,1941.196742,0.13108,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1592.8044,2.966338,2025.286305,0.13108,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1208.58,2.4587,1501.42,0.13108,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1159.56,2.5477,1435.033503,0.13108,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,999.94,38.2896,1271.905728,0.13108,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,961.286,24.617935,1338.555594,0.53892,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1256.070069,20.8135197,1560.192671,0.53892,,,,
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1672.433384,17.270452,1712.078005,0.53892,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,643.6662193,14.170257,783.3316615,0.53892,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,645.432,20.3664,1241.298644,0.53892,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,670.962,20.7963,1125.241863,0.53892,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,549.934,48.3597,1257.3,0.53892,,,,
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1114.2,38.0192176,1422.367448,0.13114,,,,
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1416.178004,26.2007224,1647.408002,0.13114,,,,
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1603.953556,30.9139559,1809.439288,0.13114,,,,
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,694.859781,24.1877629,902.2247942,0.13114,,,,
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,740.59,25.2459,1346.738088,0.13114,,,,
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,703.43,26.8976,1210.532907,0.13114,,,,
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,616.726,47.5722,1262.666667,0.13114,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,926.335048,19.6136546,1312.84274,0.99,,,,
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1231.281,14.1283601,1455.335376,0.99,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1240.738,14.6607143,1508.026675,0.99,,,,
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1348.915,11.572215,1554.371917,0.99,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,548.37008,22.103,922.4757444,0.99,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,517.962,32.1,935.3838293,0.99,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,521.806,31.904,844.7257863,0.99,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,986.813184,22.6022692,1370.256974,0.68984,,,,
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1199.38,14.271638,1516.389793,0.68984,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1426.632,16.1793184,1555.860269,0.68984,,,,
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1462.846,16.7267269,1595.441049,0.68984,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,594.54,29.103,949.040127,0.68984,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,532.12,23.396,929.2607866,0.68984,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,537.936,26.5641919,847.8413169,0.68984,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,960.621032,21.2327259,1362.943845,0.47413,,,,
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1292.608,15.118135,1543.261284,0.47413,,,,
25,2500,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1484.651,15.891243,1629.884463,0.47413,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1404.97,19.0570088,1592.025051,0.47413,,,,
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1459.205,17.32296,1592.131812,0.47413,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,621.418,28.209,1001.1338,0.47413,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,530.584,30.889,967.6043931,0.47413,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,530.116,33.796,910.1596106,0.47413,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,844.91321,29.289564,1244.867192,0.41131,,,,
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1241.666,15.282782,1367.631058,0.41131,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1308.395,12.5815161,1418.861606,0.41131,,,,
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1275.475,11.4247297,1455.115499,0.41131,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,513.072,27.595,900.0234776,0.41131,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,494.342,24.498,851.8442402,0.41131,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,469.514,65.969,815.8242493,0.41131,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,916.14949,18.3442184,1215.437542,0.9089,,,,
25,1500,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1066.057,11.646962,1433.149157,0.9089,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1333.969,14.234826,1451.389665,0.9089,,,,
25,3500,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1396.9988,12.303581,1524.821713,0.9089,,,,
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1443.327,14.48094,1583.215321,0.9089,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,442.254,28.398,797.8659578,0.9089,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,527.678,29.998,794.2985205,0.9089,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,368.844,25.099,727.5090741,0.9089,,,,
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1156.23081,7.0959089,1384.793115,0.4023,,,,
25,1000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1391.262,8.1844721,1665.159995,0.4023,,,,
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1286.17,14.252879,1552.011845,0.4023,,,,
25,2500,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1560.484,8.065757,1677.788887,0.4023,,,,
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1445.003,13.234516,1576.48827,0.4023,,,,
25,3500,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1422.189,15.540608,1593.446416,0.4023,,,,
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,779.622,8.899,1050.189262,0.4023,,,,
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,702.988,11.902,979.6747582,0.4023,,,,
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,588.904,14.201,884.6140173,0.4023,,,,
25,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1199.795898,20.9733864,1466.283522,0.08179,,,,
25,1000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1352.001,8.4405369,1619.41685,0.08179,,,,
25,2000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1415.435,15.226956,1630.378268,0.08179,,,,
25,2500,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1574.729,20.037477,1672.696769,0.08179,,,,
25,3000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1387.013,22.328814,1662.329211,0.08179,,,,
350,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,736.382,14.195,1113.477714,0.08179,,,,
450,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1008.708,61.099,1096.183251,0.08179,,,,
550,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,550.5,65.091,716.8149178,0.08179,,,,
25,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1173.932984,26.9829057,1488.78564,0.05471,,,,
25,2000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1553.3,12.2955033,1655.918443,0.05471,,,,
25,3000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1575.35,21.2314609,1693.770931,0.05471,,,,
25,4000,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,1683.756,18.1709129,1774.24965,0.05471,,,,
350,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,715.542,26.594,1068.822777,0.05471,,,,
450,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,663.692,31.393,961.0514655,0.05471,,,,
550,0,5,2,2,4,4,0,0,0,0,0,840,1,800,1,630,8,0,1,0,1,0,0,0,1,0,536.598,65.189,713.5682844,0.05471,,,,
25,0,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1025.487694,26.4747101,1416.640986,0.69895,,,,
25,2000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1439.46,14.805181,1600.289318,0.69895,,,,
25,3000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1544.79,22.207012,1668.565454,0.69895,,,,
25,4000,5,2,2,4,4,0,0,0,0,0,910,0.33,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1649.315,22.599025,1693.384168,0.69895,,,,
