tem,sr,Al,Zr,Sn,Mo,Cr,Nb,Si,V,Ta,Fe,T1,t1,T2,t2,T3,t3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,YS,FS,ID,imgf,UTS
550,0,3,0,3,0,3,0,0,15,0,0,800,0.25,650,12,-1,-1,1,0,0,0,0,1,0,0,0,474.95,0.514831,3-5,0.31328 ,763.8933333
25,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,773.11,0.872606438,3-6,0.15028 ,1056.53636
25,2000,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,1414.194977,0.265707052,3-6,0.15028 ,1450.372909
25,3000,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,1482.929115,0.263042154,3-6,0.15028 ,1523.165024
25,4000,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,704.5142909,0.243932382,3-6,0.15028 ,906.7351132
350,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,575.546,0.472342,3-6,0.15028 ,1405.2
450,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,551.12,0.325057,3-6,0.15028 ,1403.274608
550,0,3,0,3,0,3,0,0,15,0,0,800,0.25,710,12,-1,-1,1,0,0,0,0,1,0,0,0,449.558,0.496469,3-6,0.15028 ,744.9666667
25,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1105.189698,0.253087428,4-1,0.08862 ,1336.261207
25,2000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1400.636,0.155354604,4-1,0.08862 ,1512.297928
25,3000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1394.502,0.1604658,4-1,0.08862 ,1594.369396
25,4000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,1449.145,0.184586493,4-1,0.08862 ,1630.734135
350,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,700.94,0.26307,4-1,0.08862 ,967.6448282
450,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,638.372,0.64702,4-1,0.08862 ,829.9352124
550,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,-1,-1,1,0,0,0,1,0,0,0,0,333.254,0.6638,4-1,0.08862 ,464.1293498
25,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1150.022364,0.158644093,4-2,0.09466 ,1373.637909
25,2000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1296.481,0.16134813,4-2,0.09466 ,1436.066711
25,2500,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1309.795,0.15263004,4-2,0.09466 ,1505.901598
25,3000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1351.212,0.17803024,4-2,0.09466 ,1540.737373
25,4000,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,1517.153,0.16736363,4-2,0.09466 ,1698.159819
350,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,709.668,0.31002,4-2,0.09466 ,997.3222442
450,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,587.84,0.60086,4-2,0.09466 ,747.5675618
550,0,3,0,0,0,0,0,0,10,0,2,755,2,520,8,755,2,1,0,0,0,1,0,1,0,0,328.098,0.65592,4-2,0.09466 ,427.3497913
25,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,419.367664,0.298945265,4-3,0.25373 ,1250.86225
25,2500,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,383.0036,0.1672282,4-3,0.25373 ,1031.826107
25,3000,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,469.9489,0.23739066,4-3,0.25373 ,1072.705607
25,3500,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,733.0532,0.27917626,4-3,0.25373 ,1106.643987
25,4000,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,717.7625,0.22157258,4-3,0.25373 ,1072.319793
350,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,501.3484175,0.28379,4-3,0.25373 ,881.6712004
450,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,768.994,0.14042,4-3,0.25373 ,1113.898376
550,0,3,0,0,0,0,0,0,10,0,2,830,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,385.498,0.63605,4-3,0.25373 ,511.8117882
25,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,447.85564,0.312521362,4-4,0.12899 ,1225.33749
25,2000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,517.4629,0.15158641,4-4,0.12899 ,1022.983088
25,3000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,735.7459,0.252797723,4-4,0.12899 ,1135.20102
25,3500,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,700.1441,0.2810925,4-4,0.12899 ,1144.429806
25,4000,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,618.9259,0.26869836,4-4,0.12899 ,1114.217611
25,4500,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,773.7419,0.26163255,4-4,0.12899 ,1093.688124
350,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,633.4028444,0.25198,4-4,0.12899 ,911.7960661
450,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,715.034,0.10412,4-4,0.12899 ,1081.780049
550,0,3,0,0,0,0,0,0,10,0,2,940,0.42,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,394.558,0.66485,4-4,0.12899 ,520.5652262
25,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1072.3312,0.23597553,4-5,0.15189 ,1359.343019
25,1000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1170.325,0.09542053,4-5,0.15189 ,1494.622562
25,2000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1201.148,0.16239353,4-5,0.15189 ,1491.924059
25,2500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1404.345,0.17925858,4-5,0.15189 ,1463.206171
25,3000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1465.404,0.13754809,4-5,0.15189 ,1703.572458
25,3500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1433.147,0.14825214,4-5,0.15189 ,1599.918188
350,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,712.842,0.33394,4-5,0.15189 ,934.0949487
450,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,660.822,0.4612,4-5,0.15189 ,864.8917837
550,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,366.118,0.66294,4-5,0.15189 ,514.724065
25,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,849.171118,0.462988294,4-6,0.46724 ,1207.82586
25,1500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1023.042,0.10198654,4-6,0.46724 ,1288.249953
25,2500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1012.503,0.18002277,4-6,0.46724 ,1329.575632
25,3000,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1081.555,0.26142791,4-6,0.46724 ,1338.441734
25,3500,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1074.238,0.2631049,4-6,0.46724 ,1344.612162
350,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,515.652,0.50191,4-6,0.46724 ,845.6149198
450,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,431.242,0.65496,4-6,0.46724 ,690.1941283
550,0,3,0,0,0,0,0,0,10,0,2,840,0.42,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,329.792,0.66397,4-6,0.46724 ,429.9482549
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1018.68,0.503490922,5-1,0.02583 ,1354.783771
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1325.464634,0.27381282,5-1,0.02583 ,1579.810363
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1523.631448,0.354066435,5-1,0.02583 ,1662.529618
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1699.038696,0.287454641,5-1,0.02583 ,1816.214766
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,661.482,0.24912,5-1,0.02583 ,1307.699135
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,552.808,0.233862,5-1,0.02583 ,1306.800801
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,557.464,0.520052,5-1,0.02583 ,1380.666667
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1083.6,0.391545931,5-2,0.10863 ,1421.742729
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1383.717333,0.251704635,5-2,0.10863 ,1657.144671
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1544.910477,0.15838752,5-2,0.10863 ,1689.062585
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1914.766194,0.245892588,5-2,0.10863 ,1967.419321
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,665.364,0.251305,5-2,0.10863 ,1388.827759
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,596.106,0.510219,5-2,0.10863 ,1382.566667
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,800,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,661.544,0.482359,5-2,0.10863 ,1638.566667
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1000.7,0.317371817,5-3,0.17479 ,1355.496914
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1319.200378,0.266710457,5-3,0.17479 ,1605.651472
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1637.351587,0.227136329,5-3,0.17479 ,1697.858647
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1609.137222,0.232657927,5-3,0.17479 ,1802.530247
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,686.876,0.261615,5-3,0.17479 ,1429.701232
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,594.48,0.289903,5-3,0.17479 ,1230.501791
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,573.3,0.481662,5-3,0.17479 ,1238.5
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1565.006442,0.0315,5-4,0.13108 ,1827.767158
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1697.117748,0.039839042,5-4,0.13108 ,1977.852591
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1552.562,0.02684592,5-4,0.13108 ,1941.196742
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1592.8044,0.02966338,5-4,0.13108 ,2025.286305
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1208.58,0.024587,5-4,0.13108 ,1501.42
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1159.56,0.025477,5-4,0.13108 ,1435.033503
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1000,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,999.94,0.382896,5-4,0.13108 ,1271.905728
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,961.286,0.24617935,5-5,0.53892 ,1338.555594
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1256.070069,0.208135197,5-5,0.53892 ,1560.192671
25,3500,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1672.433384,0.17270452,5-5,0.53892 ,1712.078005
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,643.6662193,0.14170257,5-5,0.53892 ,783.3316615
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,645.432,0.203664,5-5,0.53892 ,1241.298644
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,670.962,0.207963,5-5,0.53892 ,1125.241863
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,1040,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,549.934,0.483597,5-5,0.53892 ,1257.3
25,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1114.2,0.380192176,5-6,0.13114 ,1422.367448
25,2000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1416.178004,0.262007224,5-6,0.13114 ,1647.408002
25,3000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,1603.953556,0.309139559,5-6,0.13114 ,1809.439288
25,4000,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,694.859781,0.241877629,5-6,0.13114 ,902.2247942
350,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,740.59,0.252459,5-6,0.13114 ,1346.738088
450,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,703.43,0.268976,5-6,0.13114 ,1210.532907
550,0,6,0,0,2.5,1.5,0,0.3,0,0,0.5,880,0.5,600,2,-1,-1,0,1,0,0,1,0,0,0,0,616.726,0.475722,5-6,0.13114 ,1262.666667
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,926.335048,0.196136546,6-1,0.99000 ,1312.84274
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1231.281,0.141283601,6-1,0.99000 ,1455.335376
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1240.738,0.146607143,6-1,0.99000 ,1508.026675
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,1348.915,0.11572215,6-1,0.99000 ,1554.371917
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,548.37008,0.22103,6-1,0.99000 ,922.4757444
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,517.962,0.321,6-1,0.99000 ,935.3838293
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,560,6,-1,-1,0,1,0,0,1,0,0,0,0,521.806,0.31904,6-1,0.99000 ,844.7257863
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,986.813184,0.226022692,6-2,0.68984 ,1370.256974
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1199.38,0.14271638,6-2,0.68984 ,1516.389793
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1426.632,0.161793184,6-2,0.68984 ,1555.860269
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,1462.846,0.167267269,6-2,0.68984 ,1595.441049
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,594.54,0.29103,6-2,0.68984 ,949.040127
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,532.12,0.23396,6-2,0.68984 ,929.2607866
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.75,560,4,-1,-1,0,1,0,0,1,0,0,0,0,537.936,0.265641919,6-2,0.68984 ,847.8413169
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,960.621032,0.212327259,6-3,0.47413 ,1362.943845
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1292.608,0.15118135,6-3,0.47413 ,1543.261284
25,2500,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1484.651,0.15891243,6-3,0.47413 ,1629.884463
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1404.97,0.190570088,6-3,0.47413 ,1592.025051
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,1459.205,0.1732296,6-3,0.47413 ,1592.131812
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,621.418,0.28209,6-3,0.47413 ,1001.1338
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,530.584,0.30889,6-3,0.47413 ,967.6043931
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,960,0.5,530,8,-1,-1,0,1,0,0,1,0,0,0,0,530.116,0.33796,6-3,0.47413 ,910.1596106
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,844.91321,0.29289564,6-4,0.41131 ,1244.867192
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1241.666,0.15282782,6-4,0.41131 ,1367.631058
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1308.395,0.125815161,6-4,0.41131 ,1418.861606
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1275.475,0.114247297,6-4,0.41131 ,1455.115499
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,513.072,0.27595,6-4,0.41131 ,900.0234776
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,494.342,0.24498,6-4,0.41131 ,851.8442402
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,469.514,0.65969,6-4,0.41131 ,815.8242493
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,916.14949,0.183442184,6-5,0.90890 ,1215.437542
25,1500,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1066.057,0.11646962,6-5,0.90890 ,1433.149157
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1333.969,0.14234826,6-5,0.90890 ,1451.389665
25,3500,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1396.9988,0.12303581,6-5,0.90890 ,1524.821713
25,4000,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1443.327,0.1448094,6-5,0.90890 ,1583.215321
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,442.254,0.28398,6-5,0.90890 ,797.8659578
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,527.678,0.29998,6-5,0.90890 ,794.2985205
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1050,2,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,368.844,0.25099,6-5,0.90890 ,727.5090741
25,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1156.23081,0.070959089,6-6,0.40230 ,1384.793115
25,1000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1391.262,0.081844721,6-6,0.40230 ,1665.159995
25,2000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1286.17,0.14252879,6-6,0.40230 ,1552.011845
25,2500,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1560.484,0.08065757,6-6,0.40230 ,1677.788887
25,3000,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1445.003,0.13234516,6-6,0.40230 ,1576.48827
25,3500,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1422.189,0.15540608,6-6,0.40230 ,1593.446416
350,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,779.622,0.08899,6-6,0.40230 ,1050.189262
450,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,702.988,0.11902,6-6,0.40230 ,979.6747582
550,0,6.5,1.5,0,3,0,0,0.25,0,0,0,1020,0.5,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,588.904,0.14201,6-6,0.40230 ,884.6140173
25,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1199.795898,0.209733864,7-1,0.08179 ,1466.283522
25,1000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1352.001,0.084405369,7-1,0.08179 ,1619.41685
25,2000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1415.435,0.15226956,7-1,0.08179 ,1630.378268
25,2500,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1574.729,0.20037477,7-1,0.08179 ,1672.696769
25,3000,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1387.013,0.22328814,7-1,0.08179 ,1662.329211
350,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,736.382,0.14195,7-1,0.08179 ,1113.477714
450,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,1008.708,0.61099,7-1,0.08179 ,1096.183251
550,0,5,2,2,4,4,0,0,0,0,0,800,1,630,8,-1,-1,1,0,0,0,1,0,0,0,0,550.5,0.65091,7-1,0.08179 ,716.8149178
