epoch,train_mse_uts,train_mse_fs,train_mae_uts,val_mae_uts,train_mae_fs,val_mae_fs,val_score
627,0.02758889,0.06422281,0.10013606,0.08911455,0.15745535,0.21797410,0.30708864
628,0.02928002,0.07375623,0.11081537,0.10311610,0.15713838,0.21970299,0.32281909
629,0.03277750,0.06820650,0.11047195,0.10221905,0.15822151,0.23062912,0.33284816
630,0.03006975,0.07114515,0.10191128,0.09035278,0.16505796,0.24595653,0.33630931
631,0.02732796,0.06515503,0.09964758,0.08397591,0.17034952,0.25524837,0.33922428
632,0.03070548,0.06832198,0.10026471,0.08718749,0.16734795,0.25186536,0.33905285
633,0.02846611,0.07606482,0.10430715,0.09585639,0.15979695,0.23649299,0.33234938
634,0.02705573,0.06735384,0.10727235,0.10076497,0.16150849,0.22518256,0.32594754
635,0.02672082,0.07652040,0.10596253,0.09933429,0.16267452,0.22428048,0.32361477
636,0.02692217,0.07929458,0.10145546,0.09263728,0.16027805,0.22816414,0.32080141
637,0.02775961,0.07087757,0.09856207,0.08836825,0.16219366,0.24002706,0.32839531
638,0.02906455,0.06358475,0.09828828,0.08765922,0.16371183,0.24415633,0.33181555
639,0.02759139,0.06530511,0.09977928,0.08891699,0.15904050,0.23914824,0.32806524
640,0.02585990,0.06264456,0.10433001,0.09479448,0.15457274,0.23199674,0.32679123
641,0.02902313,0.06963513,0.10377211,0.09517536,0.15498485,0.22942825,0.32460361
642,0.02954007,0.07709055,0.10078695,0.09175440,0.15610521,0.23117335,0.32292775
643,0.02876258,0.06865653,0.10136947,0.09237291,0.15580809,0.23044927,0.32282218
644,0.02734151,0.06950639,0.10226265,0.09287446,0.15466650,0.23044077,0.32331523
645,0.02722355,0.06601330,0.10451896,0.09500936,0.15633772,0.23012361,0.32513297
646,0.02759454,0.06657822,0.10518373,0.09470373,0.15695380,0.22663882,0.32134255
647,0.02800808,0.07177132,0.09992926,0.08773778,0.15755808,0.22446257,0.31220035
648,0.02600826,0.06190052,0.09779236,0.08416636,0.15721816,0.22539788,0.30956424
649,0.02777663,0.07638459,0.09866282,0.08639028,0.15947945,0.23397052,0.32036080
650,0.02391098,0.07092471,0.10184257,0.09170872,0.15861322,0.23487568,0.32658440
651,0.02774374,0.06742140,0.10145742,0.09125522,0.15680659,0.23160055,0.32285577
652,0.02769511,0.06317465,0.09946882,0.08863235,0.15684700,0.22893217,0.31756452
653,0.02823282,0.06819509,0.09932684,0.08842725,0.15632147,0.23196241,0.32038967
654,0.02659821,0.07677832,0.10076940,0.09213342,0.15661180,0.23722824,0.32936166
655,0.02609830,0.07055248,0.10129894,0.09254563,0.15623610,0.23843040,0.33097602
656,0.02680302,0.06397397,0.09924322,0.08928812,0.15962152,0.24635161,0.33563974
657,0.02699967,0.06795403,0.09780806,0.08589632,0.16018021,0.24653628,0.33243261
658,0.02706735,0.07802979,0.09935286,0.08771309,0.15393887,0.23596537,0.32367846
659,0.02608905,0.06808177,0.10090457,0.09069920,0.15549752,0.22180828,0.31250748
660,0.02670021,0.07825321,0.10019584,0.09067895,0.15909442,0.21809386,0.30877281
661,0.02709763,0.07042073,0.09830201,0.08824313,0.15383928,0.22528544,0.31352857
662,0.02669076,0.07924241,0.09621505,0.08518785,0.16102798,0.23994562,0.32513347
663,0.02609646,0.06803799,0.09592264,0.08606602,0.17059307,0.24945788,0.33552390
664,0.02490283,0.07129490,0.09783164,0.08991022,0.16468973,0.24039334,0.33030356
665,0.02719578,0.06457523,0.10715546,0.10308792,0.15720546,0.22496845,0.32805637
666,0.02919929,0.08688060,0.10211457,0.09605252,0.15681666,0.21881413,0.31486665
667,0.02671365,0.06132692,0.09749990,0.08828705,0.15709090,0.21929312,0.30758017
668,0.02625696,0.06894586,0.09749142,0.08714166,0.15653084,0.22297654,0.31011819
669,0.02845830,0.06395051,0.09916149,0.08714620,0.15910362,0.22830185,0.31544805
670,0.02678229,0.06300914,0.09983454,0.08656292,0.16238129,0.23348860,0.32005152
671,0.02735417,0.06609089,0.09825774,0.08521053,0.15958278,0.23164690,0.31685743
672,0.02634911,0.06180667,0.09711184,0.08451868,0.15777984,0.23174202,0.31626070
673,0.02865541,0.06859042,0.09684554,0.08462092,0.15462722,0.22902539,0.31364631
674,0.02576517,0.06237013,0.10045304,0.09076536,0.15357980,0.23145755,0.32222290
675,0.02518369,0.07238038,0.10376675,0.09503634,0.15824959,0.24180704,0.33684339
676,0.02685989,0.06556631,0.10216334,0.09310554,0.16539577,0.25032553,0.34343107
677,0.02552263,0.06808750,0.09865928,0.08826829,0.16317810,0.24976569,0.33803399
678,0.02876731,0.07575863,0.09718134,0.08720101,0.15579896,0.24456240,0.33176342
679,0.02676694,0.06960905,0.09701177,0.08651276,0.15274365,0.23572718,0.32223994
680,0.02666991,0.06871627,0.09712332,0.08702333,0.15107875,0.23282340,0.31984673
681,0.02472589,0.06591135,0.09874380,0.08993694,0.14887895,0.23333713,0.32327408
682,0.02751810,0.06453421,0.09932719,0.09131195,0.15011367,0.23927216,0.33058411
683,0.02638764,0.06314932,0.10068026,0.09229448,0.15470631,0.24490307,0.33719756
684,0.02552097,0.06472570,0.09838365,0.08916035,0.15283026,0.24033242,0.32949277
685,0.02606901,0.06715754,0.09557027,0.08406498,0.15298668,0.23769881,0.32176378
686,0.02657745,0.06536344,0.09586881,0.08264485,0.15252022,0.23578735,0.31843220
687,0.02695976,0.06124426,0.09585256,0.08319600,0.15140326,0.23125409,0.31445009
688,0.02536825,0.06851731,0.09690940,0.08618026,0.15290630,0.22458649,0.31076675
689,0.02708272,0.06600975,0.09547988,0.08330769,0.15080233,0.22582693,0.30913462
690,0.02793093,0.06784938,0.09627794,0.08386394,0.14947912,0.23180038,0.31566432
691,0.02429629,0.06272318,0.09731561,0.08490776,0.15220864,0.24033971,0.32524747
692,0.02848613,0.06104762,0.09957932,0.08899134,0.15605994,0.24500482,0.33399615
693,0.02517935,0.06188931,0.10189444,0.09228895,0.15412766,0.24333078,0.33561973
694,0.02562711,0.06691608,0.10071441,0.09177833,0.14928526,0.23279817,0.32457650
695,0.02528522,0.06669370,0.09533940,0.08580188,0.14925870,0.22930045,0.31510234
696,0.02228313,0.06054793,0.09416657,0.08548238,0.14880550,0.23018302,0.31566540
697,0.02566332,0.06681284,0.09460763,0.08712773,0.14951044,0.23572265,0.32285038
698,0.02575962,0.06765664,0.09507605,0.08856803,0.15021215,0.23917863,0.32774666
699,0.02764491,0.06518461,0.09578002,0.08981051,0.14966293,0.23751901,0.32732952
700,0.02586544,0.06699847,0.09533741,0.08839823,0.15172644,0.24011661,0.32851484
701,0.02669404,0.07053229,0.09810069,0.08959858,0.14916840,0.23326388,0.32286246
702,0.02550364,0.06659485,0.10034076,0.09092625,0.15121013,0.22554809,0.31647434
703,0.02558664,0.07537813,0.09858672,0.08774121,0.14791968,0.22935508,0.31709629
704,0.02490116,0.05823339,0.09654956,0.08443530,0.15261342,0.24014293,0.32457823
705,0.02637211,0.06965759,0.09594505,0.08393316,0.15451199,0.24366933,0.32760249
706,0.02519636,0.06223287,0.09736547,0.08643568,0.14928629,0.23740251,0.32383819
707,0.02651198,0.06817262,0.10008922,0.09180151,0.14635353,0.22802545,0.31982696
708,0.02676920,0.06521014,0.09940252,0.09178554,0.14728519,0.22579095,0.31757649
709,0.02636503,0.07069115,0.09593074,0.08672642,0.14759478,0.22917953,0.31590595
710,0.02622723,0.06822893,0.09548941,0.08660542,0.15060300,0.23305194,0.31965736
711,0.02828936,0.06644316,0.09589017,0.08773292,0.15035564,0.23023042,0.31796334
712,0.02598536,0.05393432,0.10104913,0.09437266,0.15035664,0.22713444,0.32150710
713,0.02626628,0.06959516,0.10027400,0.09292625,0.15091749,0.22434990,0.31727615
714,0.02508131,0.06344435,0.09482480,0.08531302,0.15116617,0.22269589,0.30800891
715,0.02483476,0.05488960,0.09617500,0.08636981,0.15106133,0.22387794,0.31024775
716,0.02778826,0.06076295,0.09637791,0.08663935,0.15144184,0.22844054,0.31507989
717,0.02609449,0.06561048,0.10637840,0.09949999,0.15162309,0.22904179,0.32854177
718,0.02611106,0.06375326,0.11095064,0.10422820,0.15060219,0.22913688,0.33336508
719,0.02684533,0.07219639,0.10330655,0.09400260,0.15128385,0.23374489,0.32774749
720,0.02670854,0.06030230,0.09539999,0.08260217,0.15454566,0.24042809,0.32303026
721,0.02433957,0.07575446,0.09550615,0.08289064,0.15439142,0.24070875,0.32359940
722,0.02796660,0.06389280,0.09474039,0.08235008,0.14986914,0.23026124,0.31261131
723,0.02384823,0.06658798,0.10176770,0.09093938,0.15071863,0.21702802,0.30796740
724,0.02544300,0.07057094,0.10850322,0.09749611,0.14987682,0.21606170,0.31355781
725,0.02655312,0.06503491,0.10298769,0.09188477,0.14625968,0.22393155,0.31581632
726,0.02689575,0.06075541,0.09522596,0.08407057,0.15036297,0.23553681,0.31960738
727,0.02609845,0.06554332,0.09524124,0.08482655,0.15720601,0.24367654,0.32850309
728,0.02582376,0.06363104,0.09474774,0.08385073,0.15512179,0.24253316,0.32638389
729,0.02724848,0.06206805,0.09425499,0.08350616,0.14807932,0.23671716,0.32022332
730,0.02636501,0.05955310,0.10399660,0.09762163,0.14811191,0.23215979,0.32978143
731,0.02475408,0.06263967,0.10746854,0.10202844,0.14892574,0.23108937,0.33311781
732,0.02700007,0.06935792,0.09948821,0.09131517,0.14487734,0.23325859,0.32457376
733,0.02488532,0.07239010,0.09497332,0.08522864,0.14928640,0.24086726,0.32609590
734,0.02568994,0.06804639,0.09459432,0.08552740,0.15028599,0.24237813,0.32790553
735,0.02423841,0.06011949,0.09573032,0.08774888,0.15292247,0.24489601,0.33264489
736,0.02394085,0.06299594,0.09687901,0.08873867,0.14750209,0.23739392,0.32613259
737,0.02676564,0.07371189,0.09792781,0.08881731,0.14690374,0.22930908,0.31812640
738,0.02417450,0.06686414,0.09704649,0.08748332,0.14904359,0.22330581,0.31078912
739,0.02440419,0.06777790,0.09524464,0.08616643,0.14577504,0.22254495,0.30871139
740,0.02771991,0.05889726,0.09601151,0.08607062,0.14657702,0.23191561,0.31798623
741,0.02415232,0.07066081,0.09865638,0.08806571,0.15987462,0.24496485,0.33303056
742,0.02732574,0.06514429,0.09797696,0.08792993,0.16266841,0.24753691,0.33546685
743,0.02398062,0.06467558,0.09594998,0.08577011,0.15161623,0.23742470,0.32319481
744,0.02506846,0.06712534,0.09616853,0.08618115,0.14788575,0.23168904,0.31787018
745,0.02288596,0.07338957,0.09702310,0.08779306,0.14776458,0.22884361,0.31663667
746,0.02560345,0.06267540,0.09739974,0.08939220,0.14674391,0.22706139,0.31645359
747,0.02428305,0.07033628,0.09645892,0.08836323,0.14762725,0.23057346,0.31893669
748,0.02434672,0.06481954,0.09504341,0.08640431,0.15043020,0.23475446,0.32115877
749,0.02588725,0.06813733,0.09568493,0.08655746,0.15252727,0.23810776,0.32466522
750,0.02614364,0.06211725,0.09438244,0.08508648,0.15223457,0.23801170,0.32309818
751,0.02469247,0.06343155,0.09294854,0.08357305,0.15039524,0.23378852,0.31736157
752,0.02518544,0.05461818,0.09442146,0.08541140,0.14829871,0.22769199,0.31310339
753,0.02553357,0.06495245,0.09827928,0.08878808,0.14878030,0.22388951,0.31267759
754,0.02566823,0.06814136,0.10404465,0.09510462,0.15113737,0.22529462,0.32039924
755,0.02922839,0.05771155,0.09857611,0.08894276,0.15382949,0.22928838,0.31823114
756,0.02486084,0.06580512,0.09515036,0.08567107,0.15477781,0.23457234,0.32024341
757,0.02559983,0.06323716,0.09481027,0.08487466,0.15172242,0.23568672,0.32056138
758,0.02607260,0.05992663,0.09452555,0.08547837,0.14401841,0.23022984,0.31570821
759,0.02553107,0.06117188,0.09577873,0.08936580,0.14258668,0.22918119,0.31854698
760,0.02579453,0.06136156,0.09617501,0.09018839,0.14339031,0.23017649,0.32036489
761,0.02688023,0.05778904,0.09644274,0.08969720,0.14441487,0.22925194,0.31894913
762,0.02669847,0.05644851,0.09388675,0.08577809,0.14438479,0.22753559,0.31331368
763,0.02778366,0.05574764,0.09240580,0.08356228,0.14512067,0.22505841,0.30862069
764,0.02502981,0.07263714,0.09250785,0.08306681,0.14501658,0.22344492,0.30651173
765,0.02487690,0.06025240,0.09333920,0.08483273,0.14428401,0.22395560,0.30878833
766,0.02471931,0.07283443,0.09635460,0.09001026,0.14667085,0.22971471,0.31972497
767,0.02816383,0.06452743,0.09677259,0.09098729,0.14518681,0.22770883,0.31869612
768,0.02530917,0.05279815,0.09435578,0.08837970,0.14289108,0.22431058,0.31269027
769,0.02375432,0.06097708,0.09166496,0.08514158,0.14126171,0.22147499,0.30661657
770,0.02374625,0.06538378,0.09178604,0.08366643,0.14095311,0.22431242,0.30797885
771,0.02320106,0.06038872,0.09196786,0.08409721,0.14204726,0.22767620,0.31177340
772,0.02633235,0.05860182,0.09399975,0.08935770,0.14104220,0.22919902,0.31855673
773,0.02426499,0.05697064,0.09450769,0.09009434,0.13943997,0.23034950,0.32044383
774,0.02169270,0.05366370,0.09439483,0.08965582,0.13850434,0.23221599,0.32187180
775,0.02532525,0.05804043,0.09368015,0.08828136,0.13820088,0.23401785,0.32229921
776,0.02350644,0.05337287,0.09332503,0.08730730,0.13956973,0.23999846,0.32730576
777,0.02477977,0.06336994,0.09318192,0.08702663,0.14235361,0.24441452,0.33144115
778,0.02232816,0.05997172,0.09437960,0.08640298,0.14566533,0.24826178,0.33466476
779,0.02683466,0.06654540,0.09350408,0.08515316,0.14403094,0.24607153,0.33122469
780,0.02447231,0.06094923,0.09300620,0.08443526,0.14238788,0.24013545,0.32457071
781,0.02688164,0.06006959,0.09371203,0.08393987,0.14232008,0.23894177,0.32288164
782,0.02520167,0.06052538,0.09515519,0.08609250,0.14220645,0.23878711,0.32487962
783,0.02391841,0.05335269,0.09665783,0.08954678,0.14292800,0.23955317,0.32909995
784,0.02456268,0.05931631,0.09440970,0.08671670,0.14397700,0.24099465,0.32771134
785,0.02391953,0.06030630,0.09268687,0.08422341,0.14619726,0.24302039,0.32724380
786,0.02588619,0.05690567,0.09100015,0.08211426,0.14271444,0.23631471,0.31842898
787,0.02485732,0.06799153,0.09143900,0.08382621,0.13956787,0.22759919,0.31142540
788,0.02435650,0.05752322,0.09218287,0.08488380,0.14012784,0.22313905,0.30802285
789,0.02476006,0.05941357,0.09337337,0.08712225,0.13936819,0.22661579,0.31373803
790,0.02684976,0.05596311,0.09345668,0.08678312,0.14672267,0.23639560,0.32317872
791,0.02409776,0.05851068,0.09146647,0.08439548,0.15411149,0.24228373,0.32667921
792,0.02117381,0.05843446,0.09214474,0.08395641,0.14886671,0.23773603,0.32169244
793,0.02531173,0.06235217,0.09253768,0.08326570,0.14237757,0.23264071,0.31590641
794,0.02253642,0.05868436,0.09674548,0.08932304,0.13992938,0.22895686,0.31827991
795,0.02696315,0.05938506,0.09889360,0.09360490,0.13852705,0.23001002,0.32361492
796,0.02414376,0.06042941,0.09683359,0.09284344,0.13836385,0.23429598,0.32713942
797,0.02516844,0.06218215,0.09491320,0.09053933,0.14694718,0.24606267,0.33660199
798,0.02428643,0.06732829,0.09263824,0.08743127,0.14859828,0.24654332,0.33397459
799,0.02513434,0.05818312,0.09145209,0.08535966,0.14305791,0.23953658,0.32489625
800,0.02499595,0.06163370,0.08984615,0.08202142,0.13872062,0.23263262,0.31465404
801,0.02509074,0.05904731,0.09066554,0.07971276,0.14317223,0.22857764,0.30829041
802,0.02506473,0.06244053,0.09307750,0.08254291,0.13969269,0.22883900,0.31138191
803,0.02347160,0.06091506,0.09567142,0.08570964,0.14038432,0.23729974,0.32300938
804,0.02536932,0.05959986,0.09458050,0.08443449,0.15159243,0.24865319,0.33308768
805,0.02596105,0.05859603,0.09503068,0.08412888,0.15401869,0.24969132,0.33382020
806,0.02554977,0.05977911,0.09235360,0.08261611,0.14396855,0.23825760,0.32087371
807,0.02687327,0.05323324,0.09129788,0.08389190,0.13921049,0.22577807,0.30966997
808,0.02387916,0.05541421,0.09076488,0.08366041,0.14011739,0.22524798,0.30890839
809,0.02448982,0.05177136,0.09198421,0.08514578,0.13891259,0.22789940,0.31304518
810,0.02534849,0.05740150,0.09129995,0.08594672,0.13891579,0.23498131,0.32092803
811,0.02444484,0.06070017,0.09337032,0.08789573,0.14771038,0.24494369,0.33283942
812,0.02573656,0.05268900,0.09660855,0.09104750,0.15061419,0.24787608,0.33892357
813,0.02254243,0.06101476,0.09728135,0.09102482,0.14638767,0.24441539,0.33544020
814,0.02647804,0.06076921,0.09367115,0.08570561,0.13960816,0.23541769,0.32112330
815,0.02505425,0.05779874,0.09323755,0.08401831,0.14184804,0.22980514,0.31382345
816,0.02475886,0.05977420,0.09490451,0.08461013,0.14163220,0.22860233,0.31321247
817,0.02603430,0.05948335,0.09471131,0.08509658,0.13825972,0.23277029,0.31786687
818,0.02749953,0.06601248,0.09344177,0.08578324,0.14779939,0.24432221,0.33010545
819,0.02569403,0.05694529,0.09374715,0.08744976,0.15346755,0.24835964,0.33580939
820,0.02693680,0.05369600,0.09400416,0.08834545,0.15115240,0.24518637,0.33353183
821,0.02611288,0.06299092,0.09259783,0.08724055,0.14115435,0.23586696,0.32310752
822,0.02353935,0.06328108,0.09208978,0.08670974,0.13797624,0.23165303,0.31836277
823,0.02441300,0.05834568,0.09838629,0.09394137,0.14075126,0.22910322,0.32304459
824,0.02462197,0.06501999,0.10136560,0.09685357,0.13825715,0.23212467,0.32897824
825,0.02537847,0.05239756,0.09628092,0.09011471,0.14019573,0.23665766,0.32677238
826,0.02407623,0.06461927,0.09045457,0.08242106,0.15011011,0.24433511,0.32675617
827,0.02564623,0.06048820,0.09173997,0.08502057,0.14787103,0.24263960,0.32766017
828,0.02287102,0.05323014,0.09552408,0.09010121,0.14132896,0.23629552,0.32639673
829,0.02287397,0.06434907,0.09760496,0.09095851,0.13644271,0.22708817,0.31804667
830,0.02310617,0.05143012,0.09745751,0.09036991,0.14055651,0.22307383,0.31344374
831,0.02160460,0.05771659,0.09470280,0.08840060,0.13951913,0.22283620,0.31123680
832,0.02478871,0.06006540,0.09195139,0.08631524,0.13588224,0.22713453,0.31344977
833,0.02462129,0.05426200,0.09056585,0.08321401,0.14356326,0.23798479,0.32119881
834,0.02454055,0.05804575,0.09153319,0.08338451,0.15028395,0.24301679,0.32640130
835,0.02429250,0.05786951,0.09242497,0.08519263,0.14674935,0.23983221,0.32502484
836,0.02334904,0.05068013,0.09393471,0.08851206,0.14095955,0.23514859,0.32366066
837,0.02698566,0.05383132,0.09137516,0.08583497,0.14019404,0.22982737,0.31566235
838,0.02374907,0.05429249,0.09169169,0.08866703,0.13830104,0.22703736,0.31570438
839,0.02507668,0.05719791,0.09211911,0.08959905,0.13467826,0.22890578,0.31850483
840,0.02431818,0.05834128,0.09170932,0.08778086,0.14000326,0.23779123,0.32557208
841,0.02560625,0.06083772,0.09406767,0.08782547,0.14090687,0.24015668,0.32798215
842,0.02419633,0.06051489,0.09445690,0.08904280,0.13710761,0.23586386,0.32490666
843,0.02129993,0.06669761,0.09267419,0.08761494,0.13634589,0.23385197,0.32146691
844,0.02524675,0.05977865,0.09047475,0.08418705,0.13737087,0.23232798,0.31651504
845,0.02464311,0.05462445,0.09003168,0.08385980,0.14157772,0.23279776,0.31665756
846,0.02331352,0.05466520,0.09059104,0.08427949,0.14306575,0.23186821,0.31614769
847,0.02483281,0.05801410,0.09289091,0.08746821,0.14083439,0.23087072,0.31833894
848,0.02324459,0.06078125,0.09587706,0.09243266,0.14028747,0.23247983,0.32491249
849,0.02406757,0.05584646,0.09279482,0.08997346,0.14435647,0.23705328,0.32702674
850,0.02328822,0.05963101,0.09193256,0.08720356,0.14996307,0.24226308,0.32946664
851,0.02462644,0.05564379,0.09268786,0.08642413,0.14591318,0.23851299,0.32493713
852,0.02554620,0.06155651,0.09194691,0.08657718,0.13974284,0.23081985,0.31739704
853,0.02310888,0.05472645,0.09551942,0.09225669,0.13522446,0.21958107,0.31183776
854,0.02237654,0.05924053,0.09362962,0.08996861,0.13711633,0.21682867,0.30679729
855,0.02271153,0.05296652,0.09107607,0.08463912,0.13873526,0.22085129,0.30549041
856,0.02597145,0.05052825,0.09003791,0.08338284,0.13972043,0.22630452,0.30968736
857,0.02331523,0.05302350,0.08974662,0.08300596,0.14096931,0.23101966,0.31402562
858,0.02298298,0.05434175,0.09055172,0.08315976,0.14152050,0.23356447,0.31672423
859,0.02444794,0.06223436,0.09346846,0.08648402,0.13878259,0.23017590,0.31665992
860,0.02311773,0.05300437,0.09560569,0.09079191,0.13678057,0.22871815,0.31951006
861,0.02292087,0.05245673,0.09651480,0.09440758,0.13482523,0.22902052,0.32342810
862,0.02481566,0.04952004,0.09134590,0.08667338,0.13405634,0.22986028,0.31653365
863,0.02543655,0.05782861,0.09059833,0.08440488,0.13347542,0.23039207,0.31479695
864,0.02292209,0.05775730,0.09228727,0.08599699,0.13369516,0.23121780,0.31721479
865,0.02446693,0.05513883,0.09300647,0.08949796,0.13411729,0.23315783,0.32265579
866,0.02573837,0.05216843,0.09316138,0.08957630,0.13302697,0.23314999,0.32272629
867,0.02486596,0.05309572,0.09538307,0.09232479,0.13382889,0.23487814,0.32720293
868,0.02313318,0.05212306,0.09293116,0.08775087,0.13321099,0.23480833,0.32255920
869,0.02396324,0.05283961,0.09531721,0.08680933,0.13232537,0.23362403,0.32043336
870,0.02250365,0.05365233,0.09437528,0.08475605,0.13343149,0.23392417,0.31868022
871,0.02255976,0.06238325,0.09151906,0.08388672,0.13777369,0.23870847,0.32259519
872,0.02348600,0.06028841,0.09264992,0.08639941,0.14084384,0.24091332,0.32731273
873,0.02453613,0.05360096,0.09550656,0.08835201,0.13689269,0.23541954,0.32377155
874,0.02362551,0.05810815,0.09470662,0.08615936,0.13283293,0.22790734,0.31406671
875,0.02444881,0.05970055,0.09153400,0.08311557,0.13281617,0.22299996,0.30611553
876,0.02400658,0.05290199,0.09023366,0.08459865,0.13369165,0.22322732,0.30782597
877,0.02508425,0.05993341,0.09057972,0.08658367,0.13238628,0.22126064,0.30784430
878,0.02507356,0.05166158,0.09256078,0.08858864,0.13130763,0.22000968,0.30859832
879,0.02342650,0.05862306,0.09171429,0.08732878,0.12990659,0.21765369,0.30498247
880,0.02274504,0.04955043,0.09016101,0.08579145,0.12856190,0.21675867,0.30255011
881,0.02565129,0.05746254,0.09131685,0.08737883,0.12824528,0.22099595,0.30837478
882,0.02445984,0.06108356,0.09513316,0.09200267,0.13153590,0.22849445,0.32049712
883,0.02482527,0.05588242,0.09289683,0.08843563,0.13324638,0.23043290,0.31886853
884,0.02114703,0.06158717,0.08935239,0.08288398,0.12936671,0.22527559,0.30815957
885,0.02428902,0.05675330,0.08931044,0.08370727,0.13029234,0.22362138,0.30732866
886,0.02467877,0.05484568,0.09006658,0.08477215,0.13221782,0.22418621,0.30895837
887,0.02221787,0.04583666,0.09158707,0.08579434,0.13340344,0.22641520,0.31220954
888,0.02480591,0.05654757,0.09102338,0.08485112,0.13321555,0.23064318,0.31549430
889,0.02231564,0.05594715,0.09033839,0.08417296,0.13726377,0.23736936,0.32154232
890,0.02196776,0.05495175,0.08877736,0.08277594,0.14188270,0.24347498,0.32625092
891,0.02346674,0.05450441,0.08790457,0.08208960,0.13907841,0.24285649,0.32494608
892,0.02391881,0.05340805,0.08788877,0.08169422,0.13128340,0.23565699,0.31735121
893,0.02295647,0.05052974,0.08864579,0.08305737,0.13086784,0.22967929,0.31273665
894,0.02243767,0.05698675,0.08824573,0.08168001,0.13009176,0.22821453,0.30989455
895,0.02488576,0.05098808,0.09005701,0.08370948,0.13034409,0.23210454,0.31581402
896,0.02277051,0.04848126,0.09231875,0.08718856,0.13549474,0.24042870,0.32761726
897,0.02263331,0.05536405,0.09023302,0.08509035,0.14421050,0.24749306,0.33258341
898,0.02226300,0.04987860,0.08783636,0.08313403,0.14437993,0.24572621,0.32886025
899,0.02209662,0.05696610,0.08727637,0.08190671,0.13666773,0.23743156,0.31933826
900,0.02138493,0.04304464,0.08763436,0.08368662,0.13406865,0.23223083,0.31591745
901,0.02326228,0.05890311,0.08625745,0.08241625,0.13449022,0.23062173,0.31303798
902,0.02264358,0.04894650,0.08960848,0.08686138,0.13344882,0.22942246,0.31628384
903,0.01927729,0.05164972,0.09660011,0.09383959,0.13281488,0.22763538,0.32147498
904,0.02304651,0.05029475,0.09598509,0.09354641,0.13272928,0.23154975,0.32509616
905,0.02381303,0.05060553,0.08865840,0.08658087,0.13659838,0.23677909,0.32335997
906,0.02271188,0.04330732,0.08614449,0.08356801,0.13989723,0.23918782,0.32275583
907,0.02460921,0.05408640,0.08642405,0.08301421,0.13757604,0.23693171,0.31994592
908,0.02223605,0.04989831,0.08898395,0.08516622,0.13308626,0.23162659,0.31679280
909,0.02427205,0.05186762,0.09157003,0.08814050,0.13200469,0.22736792,0.31550842
910,0.02309583,0.05068854,0.08655733,0.08286865,0.13071582,0.22702867,0.30989732
911,0.02292745,0.05729102,0.08642511,0.08224569,0.12772687,0.22920519,0.31145088
912,0.02280358,0.05937021,0.09172189,0.08769304,0.13259353,0.23640056,0.32409360
913,0.02486803,0.05328422,0.09405293,0.08986817,0.14047371,0.24363214,0.33350030
914,0.02473377,0.05017517,0.09046618,0.08445107,0.13788982,0.24018592,0.32463699
915,0.02269246,0.05350692,0.08789369,0.08269555,0.12833020,0.22989160,0.31258715
916,0.02435499,0.05070087,0.08658127,0.08149534,0.12729402,0.22762927,0.30912461
917,0.02347559,0.05662768,0.08993319,0.08563714,0.12909123,0.22920242,0.31483956
918,0.02261789,0.05565048,0.09018198,0.08549996,0.12913497,0.23240352,0.31790347
919,0.02506153,0.05277207,0.08748282,0.08270477,0.12994909,0.23569264,0.31839740
920,0.02113576,0.04953368,0.08589125,0.08046558,0.13233706,0.23979491,0.32026049
921,0.02368759,0.04828798,0.08606272,0.08140111,0.13180156,0.23982666,0.32122777
922,0.02166683,0.05006650,0.08912896,0.08631474,0.13012707,0.23692234,0.32323708
923,0.02325135,0.04939804,0.09119855,0.08917306,0.12974575,0.23417969,0.32335275
924,0.02156231,0.04931486,0.08963186,0.08674017,0.12949063,0.23124011,0.31798028
925,0.02071328,0.04926455,0.08717102,0.08347854,0.12889348,0.23052958,0.31400812
926,0.02267588,0.05662937,0.08770217,0.08544417,0.12827472,0.23368797,0.31913214
927,0.02137725,0.04947357,0.08839910,0.08583397,0.12968461,0.23471121,0.32054519
928,0.02233701,0.06020213,0.08893127,0.08599166,0.12946275,0.23341200,0.31940366
929,0.02204951,0.04666001,0.08836360,0.08617769,0.12790453,0.23163131,0.31780900
930,0.02304935,0.05750141,0.08799548,0.08649559,0.12887676,0.23153993,0.31803552
931,0.02209815,0.05394322,0.08932212,0.08799518,0.12883392,0.23039275,0.31838793
932,0.02079763,0.05528381,0.09154198,0.09032769,0.12895000,0.22903457,0.31936226
933,0.02441606,0.04820598,0.08819731,0.08623238,0.12937589,0.23168737,0.31791975
934,0.02326448,0.04830052,0.08635223,0.08364326,0.13274856,0.23706177,0.32070503
935,0.02350472,0.05762187,0.08636982,0.08405108,0.13283052,0.23846807,0.32251915
936,0.02213451,0.05591696,0.08594720,0.08466851,0.13193540,0.23845729,0.32312580
937,0.02334736,0.05038806,0.08578872,0.08368747,0.12863956,0.23408248,0.31776994
938,0.02370277,0.04922111,0.08669274,0.08537117,0.12884964,0.22825778,0.31362894
939,0.02287138,0.05497859,0.08786103,0.08607585,0.12948340,0.22531991,0.31139576
940,0.02312537,0.04949849,0.08876303,0.08760911,0.12834232,0.22192739,0.30953650
941,0.02059698,0.05418560,0.08692244,0.08572720,0.12576497,0.22249039,0.30821759
942,0.02191720,0.04901547,0.08607259,0.08373205,0.12717405,0.22469409,0.30842613
