epoch,train_mse_uts,train_mse_fs,train_mae_uts,val_mae_uts,train_mae_fs,val_mae_fs,val_score
311,0.04512982,0.14585333,0.14373797,0.13406725,0.23486038,0.27836984,0.41243710
312,0.04183713,0.12355255,0.14464776,0.13553694,0.23509109,0.28031009,0.41584703
313,0.04316036,0.13550702,0.13890141,0.12945385,0.23289748,0.27755368,0.40700753
314,0.03912010,0.13312061,0.13421713,0.12357289,0.23099327,0.27542847,0.39900136
315,0.03917822,0.12858357,0.13352463,0.12143506,0.22946957,0.27450842,0.39594348
316,0.04116986,0.13100100,0.13342775,0.12066655,0.22895205,0.27542841,0.39609496
317,0.04161355,0.12646770,0.13392025,0.12077471,0.22806622,0.27528158,0.39605629
318,0.04065607,0.12273069,0.13689424,0.12486378,0.22803374,0.27600202,0.40086580
319,0.03901371,0.13032736,0.13804282,0.12744905,0.22809066,0.27691448,0.40436353
320,0.04125081,0.12686193,0.13564317,0.12624206,0.22617792,0.27441382,0.40065588
321,0.04045254,0.13176453,0.13249545,0.12239664,0.22525944,0.27282259,0.39521923
322,0.04165274,0.13270432,0.13064232,0.11958122,0.22854911,0.27503884,0.39462006
323,0.04020216,0.12754124,0.13083905,0.12015745,0.23467752,0.27970806,0.39986551
324,0.04196838,0.14104202,0.13153102,0.12148488,0.23508602,0.28019699,0.40168188
325,0.04251943,0.12976503,0.13447928,0.12647769,0.22648226,0.27235568,0.39883336
326,0.03869161,0.12265140,0.13619055,0.12880720,0.22792941,0.26734322,0.39615043
327,0.04110471,0.12625819,0.13519475,0.12718301,0.23357224,0.26839361,0.39557661
328,0.04070799,0.13660643,0.13267632,0.12252080,0.22905417,0.26704469,0.38956550
329,0.04317823,0.12642667,0.13201533,0.12026152,0.22542268,0.26969582,0.38995734
330,0.04108309,0.12077728,0.13129717,0.11830447,0.23009944,0.27640647,0.39471094
331,0.03999231,0.12608473,0.13147411,0.11853699,0.23563613,0.28407064,0.40260763
332,0.04086443,0.13615184,0.13183676,0.11991527,0.23257099,0.28085539,0.40077066
333,0.03864757,0.11251590,0.13328907,0.12393275,0.22477321,0.27265546,0.39658821
334,0.04056099,0.13426320,0.13632746,0.13021590,0.22491990,0.26771384,0.39792974
335,0.03985831,0.13004030,0.13771166,0.13415276,0.22642045,0.26766238,0.40181513
336,0.03958188,0.12770657,0.13663007,0.13348608,0.22306576,0.26894823,0.40243430
337,0.03993238,0.13029628,0.13310836,0.12897810,0.22488797,0.27304712,0.40202522
338,0.04051066,0.11559489,0.13004848,0.12390176,0.23123631,0.28054214,0.40444390
339,0.03855405,0.12013538,0.12822929,0.11970799,0.23217998,0.28343719,0.40314519
340,0.03697270,0.13159093,0.12846671,0.11884659,0.22493476,0.27411798,0.39296456
341,0.04199789,0.11751226,0.13114966,0.12123752,0.22134709,0.27134630,0.39258382
342,0.03963098,0.12742813,0.13475795,0.12393949,0.22012851,0.27034864,0.39428813
343,0.03884443,0.12933373,0.13521066,0.12275343,0.21904069,0.26854697,0.39130040
344,0.04120247,0.11370270,0.13337240,0.12019052,0.21844387,0.26744008,0.38763060
345,0.03964532,0.12557150,0.13071610,0.11732148,0.21953462,0.26790997,0.38523146
346,0.03701152,0.12399115,0.12962484,0.11785371,0.22118166,0.26854336,0.38639707
347,0.03801885,0.12184306,0.13018583,0.11970541,0.22322881,0.27065900,0.39036441
348,0.03884409,0.13076244,0.13171554,0.12224404,0.22355872,0.27161980,0.39386383
349,0.03655703,0.13211584,0.13203231,0.12275147,0.22044802,0.26949736,0.39224883
350,0.03843946,0.12032469,0.13015480,0.12013686,0.22071968,0.26682475,0.38696161
351,0.03879442,0.11401670,0.12873393,0.11768596,0.22145034,0.26654482,0.38423078
352,0.03993807,0.10927930,0.12876084,0.11679891,0.22177514,0.26740766,0.38420656
353,0.03789590,0.13148744,0.12947285,0.11663218,0.22487493,0.27270243,0.38933460
354,0.03884729,0.11911496,0.13131043,0.11906288,0.23053095,0.27996069,0.39902357
355,0.03697976,0.11986274,0.13258587,0.12112519,0.22525175,0.27373722,0.39486241
356,0.03651401,0.11729544,0.13172430,0.12109397,0.21774668,0.26315787,0.38425185
357,0.03603731,0.11942917,0.12999859,0.11937940,0.22060107,0.26132080,0.38070020
358,0.03736395,0.13933188,0.12844922,0.11791448,0.21886417,0.25790465,0.37581913
359,0.03925166,0.11358646,0.12652536,0.11563765,0.21250691,0.25161636,0.36725401
360,0.04048256,0.11397706,0.12562631,0.11462922,0.21405642,0.25596526,0.37059449
361,0.03690737,0.10931080,0.12551601,0.11472607,0.22516426,0.26810390,0.38282996
362,0.03541010,0.11133108,0.12647569,0.11670045,0.21994199,0.26113516,0.37783561
363,0.03704972,0.11192110,0.12869155,0.12025986,0.21064524,0.24834153,0.36860139
364,0.03775691,0.12170362,0.13270466,0.12473505,0.21060938,0.24331534,0.36805039
365,0.03882210,0.10781390,0.13294069,0.12436613,0.21217674,0.24322580,0.36759193
366,0.03585788,0.12778305,0.12989549,0.12008420,0.21125223,0.24484885,0.36493304
367,0.03971118,0.11661006,0.12663805,0.11521345,0.21496187,0.25312096,0.36833441
368,0.03616955,0.10403749,0.12492236,0.11327150,0.22197400,0.26505211,0.37832361
369,0.03736637,0.11344487,0.12499991,0.11427238,0.22020975,0.26420367,0.37847605
370,0.03741552,0.10482874,0.12513591,0.11511508,0.21281555,0.25598368,0.37109876
371,0.03548776,0.11456174,0.12546469,0.11689910,0.21009831,0.25371262,0.37061173
372,0.03934871,0.11481135,0.12549217,0.11815218,0.20673583,0.24861273,0.36676491
373,0.03560882,0.11996294,0.12667672,0.12089964,0.20642018,0.24614701,0.36704665
374,0.03570607,0.12038832,0.12752992,0.12243287,0.20572215,0.24446741,0.36690027
375,0.03456641,0.12286521,0.12872255,0.12441234,0.20502108,0.24548423,0.36989657
376,0.03689365,0.11763616,0.12824549,0.12338986,0.21099392,0.25163594,0.37502580
377,0.03646826,0.12276704,0.12604192,0.11907952,0.21029538,0.25059572,0.36967523
378,0.03774767,0.11703506,0.12491810,0.11600736,0.20835592,0.24793153,0.36393888
379,0.03676863,0.10461988,0.12404440,0.11299226,0.20616983,0.24418658,0.35717884
380,0.03649019,0.10379827,0.12473573,0.11288514,0.20581102,0.24316874,0.35605388
381,0.04000399,0.10740501,0.12534273,0.11357821,0.20527788,0.24315612,0.35673433
382,0.03662276,0.10302025,0.12520863,0.11361095,0.20510973,0.24421293,0.35782387
383,0.03858558,0.11800139,0.12345161,0.11193321,0.20644744,0.24743591,0.35936912
384,0.03771920,0.11024355,0.12246098,0.11165985,0.20717895,0.25045735,0.36211719
385,0.03718002,0.12342916,0.12346268,0.11349070,0.20483144,0.24810435,0.36159505
386,0.03530938,0.10253255,0.12508722,0.11563519,0.20315264,0.24609326,0.36172845
387,0.03551587,0.10261570,0.12710831,0.11873704,0.20236102,0.24501340,0.36375044
388,0.03742571,0.10330562,0.12987857,0.12239297,0.20289434,0.24684872,0.36924169
389,0.03668573,0.11723603,0.13077480,0.12355825,0.20558211,0.25074366,0.37430191
390,0.03613980,0.09878881,0.12942319,0.12178884,0.20797004,0.25204563,0.37383447
391,0.03693990,0.10581536,0.12636331,0.11745265,0.20485765,0.24540925,0.36286190
392,0.03628333,0.12171548,0.12234768,0.11123189,0.20574169,0.24482961,0.35606150
393,0.03531715,0.11485893,0.12107172,0.10864823,0.20760162,0.24620970,0.35485792
394,0.03428430,0.11241505,0.12072700,0.10800228,0.20959724,0.24874920,0.35675147
395,0.03322639,0.11804346,0.12241979,0.11112218,0.20863388,0.24892110,0.36004328
396,0.03577491,0.10723525,0.12634152,0.11758876,0.20723750,0.24789202,0.36548078
397,0.03567231,0.09909398,0.12893115,0.12181741,0.20325910,0.24243969,0.36425710
398,0.03657899,0.09589763,0.12725927,0.12064839,0.20241438,0.24026787,0.36091626
399,0.03426131,0.10700723,0.12512714,0.11868337,0.20101465,0.23845576,0.35713913
400,0.03325453,0.10675719,0.12318444,0.11743055,0.20066787,0.23954959,0.35698014
401,0.03315951,0.10615631,0.12193684,0.11606625,0.20001999,0.23829979,0.35436604
402,0.03552158,0.10443015,0.12207475,0.11695554,0.20358427,0.24433072,0.36128626
403,0.03494283,0.10735850,0.12538072,0.12043356,0.20584397,0.24583487,0.36626843
404,0.03519076,0.10429068,0.12981886,0.12341926,0.20682116,0.24453284,0.36795210
405,0.03606481,0.11139160,0.13030796,0.12233879,0.20830114,0.24896331,0.37130211
406,0.03667840,0.11086238,0.12507127,0.11615425,0.20878008,0.25259230,0.36874654
407,0.03330266,0.11645968,0.12049302,0.11028099,0.20808458,0.25187525,0.36215624
408,0.03736644,0.10864447,0.11846789,0.10753388,0.20642568,0.24837574,0.35590962
409,0.03550925,0.10383383,0.11833492,0.10703842,0.20582217,0.24684721,0.35388564
410,0.03812208,0.10913628,0.11986726,0.10871594,0.20412636,0.24533349,0.35404943
411,0.03625522,0.10362709,0.12516293,0.11599599,0.20394626,0.24678014,0.36277613
412,0.03685116,0.10503111,0.12928823,0.12077036,0.20187868,0.24266499,0.36343536
413,0.03335603,0.10337568,0.12970407,0.12115987,0.20028070,0.23564249,0.35680236
414,0.03687258,0.09948820,0.12719496,0.11725042,0.19977564,0.23668547,0.35393589
415,0.03720436,0.09807187,0.12058620,0.10929246,0.19985053,0.24028420,0.34957666
416,0.03510987,0.10297073,0.11727279,0.10508424,0.20062904,0.24504896,0.35013320
417,0.03618500,0.10378227,0.11802389,0.10781597,0.20037860,0.24486874,0.35268471
418,0.03588936,0.11154544,0.12388650,0.11676513,0.19525613,0.23581748,0.35258260
419,0.03502100,0.10635277,0.12939300,0.12366141,0.19583710,0.23304512,0.35670653
420,0.03420854,0.09041128,0.13052423,0.12469395,0.19787864,0.23273270,0.35742665
421,0.03364538,0.10049363,0.12651990,0.11892182,0.19479942,0.23214215,0.35106397
422,0.03314405,0.09874614,0.11945844,0.10890356,0.19964893,0.24251062,0.35141418
423,0.03771355,0.09917953,0.11805871,0.10623084,0.20957896,0.25420350,0.36043434
424,0.03508961,0.10125963,0.11810011,0.10639201,0.20490523,0.25031948,0.35671149
425,0.03448295,0.10084016,0.11986171,0.10930376,0.19303723,0.23436727,0.34367103
426,0.03397133,0.10899069,0.12087511,0.11185916,0.19288647,0.22759791,0.33945706
427,0.03333547,0.10578611,0.12155373,0.11349025,0.19287254,0.22800764,0.34149789
428,0.03499136,0.10909307,0.11976194,0.11101020,0.19458447,0.23591360,0.34692381
429,0.03372242,0.10968240,0.11987431,0.11070918,0.19896089,0.24303791,0.35374708
430,0.03402200,0.10728694,0.11995090,0.11018638,0.19687022,0.24248476,0.35267114
431,0.03366305,0.08883383,0.12231098,0.11250996,0.19393912,0.23814808,0.35065804
432,0.03415183,0.10196945,0.12224101,0.11210623,0.19211709,0.23075098,0.34285720
433,0.03274679,0.11033092,0.11981761,0.10960780,0.19338082,0.23124696,0.34085476
434,0.03325893,0.10418718,0.11822891,0.10860018,0.19575642,0.23829454,0.34689472
435,0.03438047,0.09249415,0.11844514,0.10944606,0.20836547,0.25756440,0.36701046
436,0.03479514,0.09393778,0.11879737,0.10981040,0.21729043,0.27078938,0.38059979
437,0.03382096,0.10854248,0.12016799,0.11129885,0.20512243,0.25521827,0.36651712
438,0.03299313,0.09370064,0.12109286,0.11136366,0.19391075,0.23348315,0.34484681
439,0.03533905,0.09331955,0.12238912,0.11201347,0.19737780,0.22774407,0.33975754
440,0.03498854,0.09404360,0.11736128,0.10554881,0.19298348,0.23034662,0.33589543
441,0.03297460,0.09819718,0.11521483,0.10402785,0.19605966,0.24714781,0.35117567
442,0.03443405,0.10665303,0.11607569,0.10586912,0.20698795,0.26732922,0.37319834
443,0.03441269,0.10163199,0.11868238,0.10984369,0.20058160,0.25644782,0.36629152
444,0.03552130,0.10387790,0.12394145,0.11700404,0.19057092,0.23399353,0.35099757
445,0.03282327,0.09605592,0.12567778,0.11952233,0.18839507,0.22392717,0.34344950
446,0.03356194,0.09512167,0.12051892,0.11283497,0.18909070,0.22579639,0.33863135
447,0.03201742,0.10284602,0.11563489,0.10604779,0.18947099,0.22929595,0.33534374
448,0.03393241,0.09216413,0.11400108,0.10253406,0.19091821,0.23153390,0.33406796
449,0.03399089,0.09305989,0.11475484,0.10363301,0.19111156,0.23066685,0.33429985
450,0.03325205,0.09544080,0.11770006,0.10843936,0.19026563,0.22541615,0.33385551
451,0.03224763,0.09023817,0.12045335,0.11192312,0.19058087,0.22370677,0.33562989
452,0.03302015,0.09674915,0.12342588,0.11551285,0.19030134,0.22788092,0.34339377
453,0.03081558,0.09564722,0.12185794,0.11379002,0.19111444,0.23270340,0.34649342
454,0.03298777,0.08645006,0.11673797,0.10783397,0.19273758,0.23964158,0.34747555
455,0.02987020,0.09370689,0.11260697,0.10227257,0.19571601,0.24697366,0.34924623
456,0.03389012,0.09106427,0.11231794,0.10140881,0.19598907,0.24954996,0.35095876
457,0.03428442,0.09373394,0.11585958,0.10505531,0.19290133,0.24545747,0.35051278
458,0.03186945,0.08646487,0.11598293,0.10540681,0.18673982,0.23449446,0.33990127
459,0.03247226,0.08957963,0.11605050,0.10630679,0.18441668,0.22964175,0.33594854
460,0.03082202,0.09322654,0.11648374,0.10706683,0.18429725,0.23070009,0.33776692
461,0.03165010,0.09971442,0.11734288,0.10740012,0.18997313,0.24241866,0.34981878
462,0.03353880,0.09284499,0.11662988,0.10590403,0.19035885,0.24381977,0.34972380
463,0.03165974,0.09631480,0.11691479,0.10567359,0.18467829,0.23384225,0.33951584
464,0.03222248,0.09737534,0.11838125,0.10684236,0.18493426,0.22869480,0.33553716
465,0.03338522,0.09221805,0.12064453,0.11025300,0.18364342,0.23000599,0.34025899
466,0.03098797,0.08939789,0.11789411,0.10745147,0.18647172,0.23762134,0.34507281
467,0.03358101,0.08940064,0.11525482,0.10400253,0.19710927,0.25511739,0.35911991
468,0.03125190,0.09917731,0.11635730,0.10560321,0.19872905,0.25838122,0.36398443
469,0.03326003,0.09198034,0.11712508,0.10655531,0.19146644,0.24819084,0.35474615
470,0.03576868,0.09553520,0.12002671,0.10824730,0.18384205,0.23277029,0.34101760
471,0.03100751,0.08871605,0.11831919,0.10503303,0.18678540,0.22654197,0.33157499
472,0.03253066,0.09929574,0.11506561,0.10243092,0.18562196,0.22723298,0.32966390
473,0.03160033,0.08237666,0.11588808,0.10404970,0.18272166,0.23537357,0.33942327
474,0.03226055,0.08588770,0.11772735,0.10853481,0.18661149,0.24222067,0.35075548
475,0.03131790,0.08647958,0.11521804,0.10634787,0.18866307,0.24408491,0.35043278
476,0.02990847,0.08992531,0.11558334,0.10468039,0.18749346,0.24084161,0.34552200
477,0.03347001,0.09508163,0.11469807,0.10217889,0.18516815,0.23504943,0.33722832
478,0.03189342,0.09711168,0.11182713,0.10003371,0.18443838,0.23644143,0.33647514
479,0.03228828,0.10465585,0.11185125,0.10172524,0.18830201,0.24385977,0.34558501
480,0.03109176,0.09019473,0.11555805,0.10469321,0.19106425,0.24577463,0.35046784
481,0.03227304,0.08454774,0.11659100,0.10516293,0.19096424,0.24166711,0.34683004
482,0.03734674,0.09822537,0.12310162,0.11342470,0.18857260,0.23405682,0.34748152
483,0.03191187,0.08303496,0.12671982,0.11590324,0.18538074,0.22478844,0.34069168
484,0.03234113,0.08998781,0.12108896,0.10408864,0.18298364,0.22454448,0.32863312
485,0.03205366,0.09686297,0.11318658,0.09360848,0.18294258,0.23351534,0.32712382
486,0.03173114,0.08086184,0.11017866,0.09100109,0.18354857,0.23815431,0.32915539
487,0.03406439,0.09536224,0.11328971,0.09758019,0.18233295,0.23910417,0.33668435
488,0.03310871,0.09756959,0.12385718,0.11245674,0.18125114,0.23861237,0.35106911
489,0.02999215,0.08993105,0.12750307,0.11790956,0.18374765,0.24389912,0.36180868
490,0.03282717,0.09138094,0.12504606,0.11589981,0.18415925,0.24238850,0.35828831
491,0.03161834,0.08204787,0.11609933,0.10578672,0.18401580,0.23893611,0.34472283
492,0.03111883,0.09321629,0.11349408,0.10205705,0.18100226,0.23319077,0.33524782
493,0.03035545,0.09499481,0.11121794,0.09832584,0.17931330,0.23511304,0.33343888
494,0.03261724,0.08536129,0.11187598,0.09819297,0.17970295,0.23369877,0.33189175
495,0.02958846,0.07896408,0.11632188,0.10296336,0.18221085,0.23528056,0.33824392
496,0.03074303,0.08514538,0.11930884,0.10787580,0.18170980,0.23096330,0.33883911
497,0.03430090,0.09372137,0.11496546,0.10419746,0.18070163,0.22938296,0.33358043
498,0.03242595,0.09316809,0.11263309,0.09985863,0.18467915,0.24014248,0.34000111
499,0.03176758,0.09560119,0.11087830,0.09696025,0.18188466,0.23792948,0.33488973
500,0.02995864,0.09442814,0.11066956,0.09752090,0.18034893,0.23438644,0.33190735
501,0.03004104,0.07972498,0.11947209,0.10549016,0.18164571,0.23022284,0.33571300
502,0.03215230,0.09028340,0.12027629,0.10622689,0.18112546,0.22891790,0.33514479
503,0.03625799,0.08176918,0.11152444,0.09987637,0.18089837,0.23306359,0.33293997
504,0.03149005,0.08341496,0.10977109,0.09835459,0.18165682,0.23525767,0.33361226
505,0.03128537,0.07720728,0.11163110,0.09916772,0.17884766,0.23164050,0.33080822
506,0.03430224,0.08987367,0.11259723,0.10033639,0.17684700,0.22178459,0.32212098
507,0.03289355,0.08789798,0.11112745,0.10033918,0.17584991,0.22218923,0.32252841
508,0.03008664,0.07885754,0.12031464,0.10778238,0.17976251,0.23606472,0.34384710
509,0.03225843,0.08468079,0.12396297,0.10838132,0.18801840,0.24911012,0.35749144
510,0.03212784,0.08629911,0.11845880,0.10377043,0.19350314,0.25920576,0.36297619
511,0.03115332,0.10024009,0.10914308,0.09526645,0.18267636,0.24824931,0.34351575
512,0.03168460,0.08263992,0.11014328,0.09527525,0.17706217,0.23832414,0.33359939
513,0.03044210,0.07652976,0.11295623,0.09851280,0.17883196,0.23114432,0.32965712
514,0.03412249,0.08596183,0.11499328,0.10388363,0.18274626,0.23306093,0.33694456
515,0.03289554,0.08496050,0.11879212,0.10992283,0.18477252,0.23941468,0.34933751
516,0.03265062,0.08808775,0.11902637,0.10897905,0.18736936,0.25227776,0.36125681
517,0.02835708,0.09162502,0.11900117,0.10591991,0.18893167,0.25926200,0.36518191
518,0.03019795,0.07758085,0.11589711,0.10178181,0.17901185,0.24490866,0.34669047
519,0.03229226,0.08145545,0.11106417,0.09737933,0.17685817,0.23597415,0.33335347
520,0.03268012,0.08941963,0.10797653,0.09523007,0.17876832,0.23320653,0.32843659
521,0.02971883,0.07808881,0.10931987,0.09728693,0.17841731,0.23110716,0.32839409
522,0.03281599,0.09054588,0.11366449,0.10253162,0.17485140,0.23865558,0.34118720
523,0.03123345,0.08617214,0.11695994,0.10630390,0.18183891,0.25289407,0.35919797
524,0.03051460,0.08601947,0.11748923,0.10606150,0.18092315,0.25213069,0.35819218
525,0.03103801,0.09545449,0.11404916,0.10177514,0.17630228,0.24441339,0.34618853
526,0.02922163,0.07778259,0.11218252,0.09956146,0.17387424,0.23631139,0.33587285
527,0.02755344,0.08911073,0.11410256,0.10271277,0.17373620,0.23343773,0.33615050
528,0.02994016,0.08604775,0.11239079,0.10124454,0.17217104,0.23575531,0.33699985
529,0.02710239,0.07983121,0.11116061,0.10032104,0.17304540,0.24250567,0.34282671
530,0.02853484,0.07550391,0.11058846,0.09959850,0.17351654,0.24504726,0.34464576
531,0.02836556,0.07469750,0.10900159,0.09705605,0.17439337,0.24828228,0.34533834
532,0.02871101,0.07506239,0.11030012,0.09874276,0.17604288,0.25214708,0.35088984
533,0.03065699,0.09408673,0.11212397,0.10143637,0.17491227,0.24974275,0.35117912
534,0.02759288,0.08609683,0.11472869,0.10436815,0.17242128,0.24360868,0.34797683
535,0.03074278,0.08535660,0.11039747,0.10048383,0.17076756,0.23639682,0.33688065
536,0.03092110,0.09134079,0.10793320,0.09759668,0.17044006,0.23549497,0.33309165
537,0.03207384,0.08429208,0.10644851,0.09570744,0.17055336,0.23562025,0.33132768
538,0.03166100,0.07481678,0.10803134,0.09710463,0.17212763,0.24000685,0.33711148
539,0.03086677,0.08249910,0.11702386,0.10807232,0.17414474,0.24569169,0.35376401
540,0.02867673,0.07663441,0.11767830,0.10864720,0.17615442,0.25003898,0.35868619
541,0.03025411,0.08198141,0.10950835,0.09836620,0.17310776,0.24213137,0.34049757
542,0.02862982,0.07637796,0.10481749,0.09183440,0.17147684,0.23208930,0.32392370
543,0.02736774,0.08129654,0.10423291,0.09096871,0.17212614,0.22851183,0.31948053
544,0.02908324,0.07251807,0.10453398,0.09094994,0.17219640,0.22898355,0.31993349
545,0.03028547,0.08664653,0.10854672,0.09711786,0.17344601,0.23644535,0.33356322
546,0.03063715,0.08319513,0.11200421,0.10096069,0.18108399,0.25106075,0.35202145
547,0.02931288,0.09093910,0.11337945,0.10220131,0.17739442,0.24978104,0.35198236
548,0.02798718,0.08052710,0.10997683,0.09772550,0.17211501,0.24232197,0.34004746
549,0.03082260,0.07483333,0.10500376,0.09105180,0.17257662,0.23399672,0.32504852
550,0.03149835,0.08367868,0.10438384,0.09007423,0.17421098,0.23076011,0.32083434
551,0.02868593,0.08048882,0.10530760,0.09216871,0.17250821,0.22949260,0.32166132
552,0.02826492,0.08253942,0.10910432,0.09722456,0.17346309,0.23642720,0.33365177
553,0.02904382,0.07839870,0.11312272,0.10264474,0.18200086,0.24811399,0.35075873
554,0.02921752,0.07964893,0.11090273,0.10066786,0.18038106,0.24655819,0.34722605
555,0.02900346,0.07820265,0.11156595,0.10194957,0.17188822,0.23341818,0.33536775
556,0.02984441,0.07552880,0.10587039,0.09637318,0.17048581,0.22378847,0.32016165
557,0.03130823,0.08511232,0.10249595,0.09166994,0.17054050,0.22365162,0.31532156
558,0.02906170,0.08425596,0.10267645,0.09257475,0.16841850,0.22953416,0.32210892
559,0.02933307,0.07868163,0.10663179,0.09863292,0.17227140,0.24282539,0.34145831
560,0.02762459,0.07848910,0.11084115,0.10317621,0.17696887,0.25256389,0.35574010
561,0.02918770,0.08134761,0.11619271,0.10877550,0.17558980,0.25108254,0.35985804
562,0.03070115,0.08596216,0.10968589,0.09911268,0.17044362,0.24313560,0.34224828
563,0.02767947,0.07500719,0.10421558,0.09147410,0.16751532,0.23533347,0.32680757
564,0.02854467,0.07600907,0.10159343,0.08746557,0.16761589,0.23003931,0.31750488
565,0.02925908,0.08223161,0.10255175,0.08854405,0.16767220,0.22928901,0.31783306
566,0.03081022,0.08194285,0.10633360,0.09440874,0.16737871,0.22891060,0.32331933
567,0.03059682,0.07884216,0.11508291,0.10480547,0.16712922,0.23129547,0.33610094
568,0.03056207,0.07451636,0.11380296,0.10187629,0.16754530,0.23303513,0.33491142
569,0.02940648,0.08319730,0.10481045,0.08981410,0.16664580,0.22689928,0.31671338
570,0.02745309,0.08075829,0.10217241,0.08569711,0.16721180,0.22608778,0.31178489
571,0.03033082,0.07566721,0.10147016,0.08618068,0.16705394,0.22720367,0.31338435
572,0.02801931,0.07698078,0.10756943,0.09641015,0.16626181,0.22885945,0.32526960
573,0.02794132,0.09215034,0.11490811,0.10651228,0.16643266,0.23849940,0.34501168
574,0.02870082,0.07541542,0.11198199,0.10335933,0.17281532,0.25398508,0.35734441
575,0.02611362,0.08670110,0.10690257,0.09707964,0.17320430,0.25508448,0.35216413
576,0.02857635,0.08749610,0.10177004,0.08844003,0.16954651,0.24965292,0.33809295
577,0.02970798,0.06993350,0.10224301,0.08847569,0.16586313,0.24106202,0.32953770
578,0.02906547,0.07543197,0.10606795,0.09516191,0.16467518,0.23626418,0.33142610
579,0.02727706,0.07418801,0.11153929,0.10244046,0.16585760,0.23632893,0.33876939
580,0.02714783,0.08053607,0.11122146,0.10301383,0.16837631,0.24008355,0.34309737
581,0.02704960,0.07358440,0.10751089,0.09825298,0.17345889,0.24694072,0.34519370
582,0.02675704,0.07120435,0.10324710,0.09136772,0.16971846,0.24158315,0.33295088
583,0.02966215,0.06594662,0.10348239,0.09114859,0.16489953,0.22984385,0.32099244
584,0.02892858,0.07523045,0.10133746,0.08682784,0.16296361,0.22329080,0.31011865
585,0.02758552,0.07317129,0.10310470,0.08976598,0.16267554,0.22103658,0.31080256
586,0.02737308,0.07987886,0.10732718,0.09606370,0.16254674,0.22568808,0.32175179
587,0.02761994,0.07849792,0.11150075,0.10274330,0.16681617,0.23532684,0.33807014
588,0.02922739,0.06386149,0.10908481,0.09939671,0.17099440,0.24110641,0.34050311
589,0.02747905,0.07057663,0.10348938,0.08992615,0.17375848,0.24599312,0.33591927
590,0.02629643,0.07530598,0.10177194,0.08772521,0.16744408,0.23797739,0.32570260
591,0.02653226,0.07111640,0.10330518,0.09039926,0.16393076,0.22769727,0.31809653
592,0.02806264,0.07688160,0.10574424,0.09203575,0.16373876,0.22747658,0.31951233
593,0.02665557,0.08424731,0.10712655,0.09313846,0.16310489,0.23568755,0.32882601
594,0.02854929,0.07723545,0.10359378,0.08953597,0.16605200,0.24643017,0.33596614
595,0.02708715,0.07777313,0.10162114,0.08763385,0.16377431,0.24315058,0.33078443
596,0.02582797,0.08956254,0.10089517,0.08751916,0.16387436,0.24311313,0.33063229
597,0.02871455,0.07572278,0.10350586,0.09271100,0.16573229,0.24621521,0.33892621
598,0.02520061,0.07463130,0.11119557,0.10361335,0.16961449,0.25367904,0.35729239
599,0.02926727,0.06948678,0.10593484,0.09756862,0.16938287,0.25543416,0.35300278
600,0.02832505,0.07809478,0.09928256,0.08729298,0.16544466,0.25068671,0.33797969
601,0.02826308,0.07435006,0.10341478,0.09145172,0.16319498,0.24248111,0.33393283
602,0.02905955,0.07462195,0.10432688,0.09301475,0.16168322,0.23928095,0.33229570
603,0.02875655,0.07481455,0.10266546,0.09197456,0.16169329,0.23929782,0.33127238
604,0.02944799,0.07754905,0.10116655,0.08939044,0.16598579,0.24587920,0.33526964
605,0.02957454,0.07238881,0.10126451,0.08851533,0.17394143,0.25448167,0.34299700
606,0.02654015,0.07648281,0.10293995,0.09018043,0.16630760,0.24054642,0.33072685
607,0.02838804,0.07141627,0.10216203,0.08924459,0.16414961,0.23065019,0.31989478
608,0.02959389,0.06317908,0.10534687,0.09423335,0.16402204,0.22890842,0.32314177
609,0.02922730,0.07820805,0.10816780,0.09750695,0.16490032,0.23505655,0.33256350
610,0.02822263,0.06974293,0.10362144,0.09187116,0.16860913,0.24805990,0.33993106
611,0.02667585,0.06972674,0.10121797,0.08859716,0.17227277,0.25646880,0.34506596
612,0.02855120,0.07817385,0.10169224,0.08973414,0.16692966,0.24933365,0.33906779
613,0.02853521,0.07822829,0.10554788,0.09610690,0.16192171,0.23788564,0.33399254
614,0.02946737,0.07000888,0.10519045,0.09572609,0.15892754,0.23495914,0.33068523
615,0.02520417,0.07315028,0.10482839,0.09562334,0.15896852,0.24320258,0.33882592
616,0.02812336,0.07164454,0.10214049,0.09276853,0.16346867,0.25180906,0.34457759
617,0.02850375,0.07340910,0.09858582,0.08819681,0.16512561,0.25329858,0.34149539
618,0.02754159,0.07181940,0.09911586,0.08835005,0.16147670,0.24624331,0.33459336
619,0.02856093,0.07198763,0.10074682,0.09278606,0.15945251,0.23437035,0.32715641
620,0.02843174,0.06677458,0.10689703,0.10044103,0.16587698,0.23060532,0.33104635
621,0.02651622,0.07407509,0.10551309,0.09780147,0.16728735,0.22921266,0.32701413
622,0.02692751,0.07063336,0.09941855,0.08883201,0.16450144,0.23365594,0.32248795
623,0.02481429,0.06257654,0.09820353,0.08577605,0.16831239,0.24118055,0.32695661
624,0.02664736,0.07103467,0.09883469,0.08686104,0.16866137,0.24185874,0.32871977
625,0.02674666,0.07229452,0.10019577,0.08844340,0.16303891,0.23512064,0.32356404
626,0.02778911,0.07565715,0.09934811,0.08714953,0.15828411,0.22581086,0.31296039
