epoch,train_mse_ys,train_mse_fs,train_mae_ys,val_mae_ys,train_mae_fs,val_mae_fs,val_score
314,0.04789462,0.13251460,0.13571927,0.12240965,0.23072344,0.27512273,0.39753238
315,0.04582978,0.12843616,0.13527974,0.11938164,0.22925356,0.27419582,0.39357746
316,0.05015435,0.13219050,0.13463779,0.11884747,0.22901212,0.27530393,0.39415140
317,0.04864387,0.12685096,0.13390018,0.11909188,0.22818708,0.27504691,0.39413880
318,0.04562874,0.12268844,0.13397150,0.11999869,0.22810966,0.27565598,0.39565467
319,0.04623292,0.13031927,0.13408121,0.12132148,0.22805345,0.27642411,0.39774559
320,0.05095074,0.12665503,0.13219620,0.11885165,0.22621509,0.27396211,0.39281376
321,0.04669341,0.13177468,0.13182892,0.12046257,0.22540505,0.27240816,0.39287072
322,0.05257109,0.13304479,0.13371070,0.12509970,0.22869611,0.27489758,0.39999728
323,0.04640187,0.12785284,0.13492440,0.12651348,0.23523657,0.28006491,0.40657839
324,0.04888109,0.14150123,0.13326539,0.12327125,0.23589152,0.28089258,0.40416383
325,0.04952222,0.12995318,0.13444883,0.12309577,0.22677903,0.27298459,0.39608036
326,0.04631346,0.12266672,0.13498414,0.12281593,0.22754860,0.26807138,0.39088731
327,0.04526140,0.12614654,0.13523254,0.12228549,0.23361540,0.26929596,0.39158145
328,0.04963024,0.13688391,0.13537224,0.12112916,0.22940440,0.26748163,0.38861078
329,0.05157591,0.12727165,0.13437951,0.11966328,0.22534463,0.27003229,0.38969556
330,0.04700058,0.12072825,0.13492888,0.12152616,0.23017260,0.27707613,0.39860228
331,0.04718530,0.12571110,0.13303600,0.12148387,0.23637453,0.28553650,0.40702037
332,0.04781982,0.13632847,0.13081114,0.12041387,0.23388392,0.28290400,0.40331787
333,0.04635710,0.11296857,0.13110435,0.11959937,0.22555296,0.27392313,0.39352250
334,0.05106276,0.13439713,0.13008633,0.12000455,0.22483917,0.26829562,0.38830017
335,0.04843352,0.12990014,0.13004696,0.12188941,0.22692394,0.26797497,0.38986439
336,0.04913071,0.12860328,0.13065994,0.12316774,0.22336672,0.26908925,0.39225699
337,0.04754485,0.13075407,0.13182402,0.12477036,0.22442573,0.27296406,0.39773442
338,0.04817051,0.11541590,0.13505529,0.12674285,0.23105890,0.28054735,0.40729021
339,0.04777113,0.11984491,0.13585109,0.12563507,0.23269156,0.28417042,0.40980549
340,0.04609028,0.13191901,0.13577597,0.12531826,0.22554152,0.27467883,0.39999709
341,0.04853100,0.11762308,0.13833149,0.12882930,0.22157970,0.27113932,0.39996862
342,0.04887627,0.12735862,0.13510326,0.12333687,0.22034691,0.27003399,0.39337085
343,0.04670623,0.12945314,0.13338277,0.12118256,0.21940473,0.26807123,0.38925380
344,0.04639078,0.11414108,0.13918634,0.12931359,0.21865778,0.26694757,0.39626116
345,0.04955145,0.12506033,0.13571613,0.12624151,0.21966280,0.26726672,0.39350823
346,0.04895585,0.12436976,0.13037133,0.11475308,0.22135666,0.26809159,0.38284467
347,0.04616904,0.12195409,0.13746597,0.11999837,0.22394866,0.27044255,0.39044092
348,0.05020621,0.13124162,0.13003938,0.11568271,0.22448002,0.27188399,0.38756671
349,0.04872857,0.13256168,0.13257612,0.12359583,0.22097801,0.26942578,0.39302161
350,0.04564562,0.12026092,0.14334764,0.14044642,0.22053695,0.26676267,0.40720910
351,0.05519098,0.11436922,0.13913228,0.13302642,0.22151953,0.26644805,0.39947447
352,0.04983848,0.10928884,0.13366771,0.12180565,0.22193414,0.26731950,0.38912515
353,0.04648232,0.13204931,0.13801911,0.12519181,0.22469027,0.27206710,0.39725891
354,0.05104815,0.11869001,0.13821822,0.12497345,0.23058304,0.27944204,0.40441549
355,0.05055597,0.11963067,0.13420074,0.12062939,0.22651523,0.27483121,0.39546060
356,0.04360905,0.11757001,0.13538668,0.12328580,0.21860377,0.26469350,0.38797930
357,0.04765438,0.11996137,0.13558817,0.12597868,0.22024658,0.26162517,0.38760385
358,0.04816492,0.13831621,0.13125350,0.12210260,0.21959284,0.25883758,0.38094018
359,0.05019719,0.11400021,0.12878530,0.11702509,0.21376422,0.25313497,0.37016006
360,0.04505550,0.11464258,0.13013519,0.11818852,0.21283051,0.25452733,0.37271585
361,0.04943020,0.10931575,0.12974180,0.12026050,0.22273943,0.26615238,0.38641288
362,0.04623095,0.11026722,0.12954855,0.11929420,0.22062249,0.26289445,0.38218865
363,0.04471448,0.11258600,0.12754275,0.11695749,0.21157509,0.24987949,0.36683698
364,0.04690558,0.12178860,0.12554571,0.11418813,0.21040195,0.24361426,0.35780238
365,0.04847090,0.10735676,0.12648255,0.11358683,0.21225435,0.24275331,0.35634014
366,0.04481206,0.12824257,0.12910673,0.11498766,0.21124181,0.24428532,0.35927298
367,0.04734255,0.11720002,0.13140991,0.11642367,0.21378618,0.25078115,0.36720482
368,0.04379961,0.10525012,0.13208696,0.11633557,0.22061443,0.26280275,0.37913832
369,0.04608715,0.11321962,0.13075618,0.11593842,0.22117060,0.26532942,0.38126784
370,0.04710066,0.10531306,0.12981756,0.11681953,0.21532643,0.25864401,0.37546355
371,0.04573613,0.11487181,0.12694828,0.11564991,0.21175551,0.25569013,0.37134004
372,0.04680118,0.11522189,0.12801304,0.11650613,0.20737916,0.24936719,0.36587332
373,0.04205824,0.12065134,0.13472243,0.12400602,0.20699362,0.24596557,0.36997159
374,0.04912471,0.12099154,0.12734002,0.11599711,0.20678847,0.24454406,0.36054117
375,0.04099118,0.12451080,0.12572637,0.11611745,0.20512863,0.24510203,0.36121948
376,0.04425509,0.11790420,0.13005257,0.12362442,0.21102335,0.25147825,0.37510268
377,0.04533574,0.12256933,0.12836309,0.12104501,0.21191655,0.25205052,0.37309553
378,0.04834674,0.11788937,0.12466089,0.11357668,0.21019566,0.24958053,0.36315721
379,0.04328010,0.10482296,0.12482223,0.11238381,0.20707053,0.24535471,0.35773852
380,0.04399434,0.10386904,0.12498269,0.11244846,0.20627743,0.24360013,0.35604859
381,0.04646745,0.10728843,0.12480196,0.11336457,0.20547988,0.24289081,0.35625537
382,0.04316887,0.10294925,0.12463984,0.11511534,0.20488329,0.24339573,0.35851108
383,0.04657216,0.11846501,0.12609254,0.11854536,0.20591350,0.24635747,0.36490283
384,0.04441735,0.11006983,0.12770338,0.12198339,0.20706816,0.25000528,0.37198866
385,0.04358460,0.12316419,0.12864046,0.12347854,0.20519131,0.24832813,0.37180667
386,0.04525677,0.10264817,0.12459604,0.11989833,0.20338053,0.24630089,0.36619923
387,0.04590466,0.10225472,0.12486899,0.11915652,0.20231600,0.24493240,0.36408892
388,0.04324172,0.10314707,0.12829290,0.12020498,0.20267574,0.24622402,0.36642899
389,0.04336515,0.11658932,0.12641492,0.11843376,0.20439132,0.24882206,0.36725582
390,0.04172816,0.09896375,0.12604989,0.11904261,0.20652130,0.25004935,0.36909197
391,0.04589650,0.10591765,0.12657316,0.11908650,0.20421410,0.24463162,0.36371811
392,0.04550566,0.12122129,0.12555888,0.11825261,0.20551991,0.24485900,0.36311161
393,0.04612714,0.11463618,0.12495196,0.11671136,0.20747581,0.24637081,0.36308217
394,0.04368527,0.11171955,0.12530079,0.11484654,0.20927943,0.24848451,0.36333105
395,0.03987401,0.11796984,0.12518774,0.11394130,0.20797253,0.24789110,0.36183240
396,0.04253375,0.10699748,0.12425667,0.11352692,0.20653194,0.24670070,0.36022762
397,0.04285829,0.09896355,0.12378246,0.11530639,0.20285517,0.24170722,0.35701361
398,0.04170593,0.09566008,0.12414027,0.11752317,0.20214501,0.23966651,0.35718968
399,0.04454495,0.10752628,0.12378125,0.11777954,0.20089805,0.23823619,0.35601573
400,0.04278015,0.10671461,0.12366448,0.11851237,0.20056738,0.23944995,0.35796232
401,0.04226653,0.10615045,0.12249090,0.11717582,0.19999509,0.23800462,0.35518044
402,0.04238809,0.10427064,0.12542740,0.12052836,0.20327072,0.24375153,0.36427989
403,0.04430762,0.10732728,0.12234411,0.11669119,0.20547214,0.24540561,0.36209681
404,0.04196686,0.10417490,0.12057969,0.11917351,0.20672213,0.24461432,0.36378783
405,0.04537785,0.11178995,0.12262890,0.12231890,0.20819946,0.24962631,0.37194521
406,0.04235892,0.11073051,0.12107847,0.11698186,0.20872174,0.25333294,0.37031481
407,0.04072955,0.11656531,0.12497674,0.11682909,0.20786893,0.25211036,0.36893945
408,0.04521667,0.10859771,0.12302469,0.11638381,0.20630841,0.24833252,0.36471632
409,0.04419353,0.10394514,0.12169538,0.11684700,0.20606790,0.24693857,0.36378557
410,0.04410585,0.10916797,0.12268946,0.11892999,0.20433800,0.24534780,0.36427779
411,0.04500691,0.10373888,0.12170397,0.11652051,0.20399092,0.24690059,0.36342110
412,0.04473767,0.10508306,0.12762620,0.11919449,0.20224380,0.24335898,0.36255347
413,0.04095959,0.10365213,0.12373257,0.11770677,0.20028254,0.23583686,0.35354363
414,0.04628673,0.09934065,0.12231760,0.12053391,0.19982530,0.23637125,0.35690515
415,0.04551571,0.09764998,0.12292733,0.12115861,0.19946726,0.23882633,0.35998494
416,0.04402933,0.10271354,0.12371641,0.11962870,0.19999172,0.24285854,0.36248724
417,0.04141238,0.10353412,0.12475065,0.11957365,0.19988655,0.24314649,0.36272014
418,0.04470930,0.11143684,0.12475889,0.11931159,0.19506298,0.23589037,0.35520197
419,0.04529685,0.10644433,0.12482389,0.11923554,0.19582210,0.23266114,0.35189668
420,0.04298485,0.09042840,0.12409047,0.11861087,0.19747867,0.23198548,0.35059635
421,0.04057979,0.09996649,0.12275682,0.11901209,0.19423707,0.23140654,0.35041863
422,0.04135577,0.09849358,0.12677689,0.12615563,0.19961870,0.24229532,0.36845095
423,0.04562237,0.09986032,0.12261514,0.12151482,0.20935030,0.25423592,0.37575074
424,0.04301525,0.10127963,0.12403381,0.11964220,0.20440564,0.24990205,0.36954425
425,0.04185919,0.10076500,0.12840168,0.12093067,0.19294052,0.23414545,0.35507612
426,0.04293136,0.10900877,0.12258682,0.12044936,0.19297118,0.22750677,0.34795614
427,0.04325193,0.10603712,0.12423443,0.12417599,0.19327790,0.22800855,0.35218454
428,0.04065488,0.10959929,0.13102444,0.13121776,0.19508490,0.23645976,0.36767752
429,0.04292073,0.10995850,0.12759335,0.12488494,0.19959766,0.24359852,0.36848346
430,0.04350032,0.10743294,0.12338550,0.11579430,0.19720340,0.24205543,0.35784973
431,0.04313771,0.08876167,0.12785612,0.11553869,0.19427802,0.23731992,0.35285860
432,0.04751138,0.10216936,0.12552059,0.11536419,0.19250919,0.23029944,0.34566363
433,0.04128794,0.11060468,0.12256169,0.11839323,0.19379945,0.23114409,0.34953732
434,0.03959522,0.10474294,0.12347105,0.12221728,0.19617815,0.23796833,0.36018561
435,0.04423078,0.09323470,0.12176368,0.12241435,0.20872346,0.25759533,0.38000968
436,0.03893379,0.09386046,0.12054417,0.12124939,0.21737260,0.27082807,0.39207746
437,0.04173633,0.10804900,0.11967717,0.12034082,0.20534903,0.25499487,0.37533569
438,0.04228994,0.09367412,0.11968432,0.12386363,0.19415665,0.23349597,0.35735960
439,0.04441443,0.09356241,0.12071678,0.11746606,0.19749618,0.22823228,0.34569834
440,0.04665375,0.09414048,0.12331615,0.12378414,0.19319960,0.23072165,0.35450579
441,0.04486630,0.09821022,0.12295802,0.11946402,0.19649661,0.24752358,0.36698760
442,0.04437084,0.10705889,0.12415121,0.11321991,0.20725451,0.26810300,0.38132291
443,0.04201071,0.10195771,0.12699445,0.11349865,0.20068410,0.25684515,0.37034380
444,0.04383674,0.10417259,0.12489663,0.11417738,0.19066863,0.23422389,0.34840127
445,0.04318727,0.09610169,0.12299060,0.11683790,0.18839937,0.22396412,0.34080203
446,0.04056313,0.09488896,0.12271538,0.12009721,0.18898676,0.22559293,0.34569014
447,0.04266544,0.10257763,0.12034353,0.11907091,0.18948928,0.22888072,0.34795163
448,0.04136108,0.09208763,0.12296847,0.11949515,0.19090872,0.23096503,0.35046018
449,0.04009778,0.09308472,0.12207752,0.11909676,0.19124635,0.23017827,0.34927502
450,0.04032429,0.09544706,0.11925401,0.12293368,0.19040874,0.22529851,0.34823219
451,0.04203515,0.09027212,0.12373655,0.12770161,0.19071595,0.22365668,0.35135829
452,0.04746255,0.09684700,0.11840054,0.11527359,0.19034711,0.22711913,0.34239273
453,0.03794627,0.09561178,0.12885804,0.12114701,0.19100063,0.23164614,0.35279315
454,0.04524615,0.08658683,0.12281039,0.11433212,0.19280706,0.23901011,0.35334224
455,0.04031955,0.09357148,0.12291086,0.11807567,0.19606909,0.24678470,0.36486037
456,0.04235631,0.09148563,0.12896261,0.12462087,0.19642504,0.24942878,0.37404965
457,0.04256961,0.09400233,0.12848367,0.12380923,0.19309020,0.24504276,0.36885198
458,0.04333686,0.08623152,0.12215766,0.11724063,0.18670622,0.23402146,0.35126209
459,0.04188539,0.08937705,0.12193178,0.11465029,0.18434373,0.22926770,0.34391799
460,0.03961327,0.09365027,0.12164823,0.11450244,0.18427300,0.23055848,0.34506093
461,0.03893630,0.10047523,0.11961380,0.11467107,0.18998787,0.24214225,0.35681332
462,0.04320357,0.09269723,0.11824812,0.11843745,0.19067559,0.24399695,0.36243439
463,0.03852120,0.09663942,0.11829468,0.11932512,0.18488155,0.23397101,0.35329613
464,0.04246280,0.09738809,0.12115320,0.11834136,0.18510821,0.22851430,0.34685566
465,0.04214422,0.09196734,0.12476323,0.12191296,0.18382956,0.22950990,0.35142287
466,0.04273513,0.08933316,0.11677518,0.12032612,0.18633375,0.23693451,0.35726064
467,0.04226376,0.08955478,0.12250469,0.12743656,0.19664136,0.25396043,0.38139699
468,0.04234545,0.09931599,0.12223133,0.12396347,0.19885938,0.25806671,0.38203018
469,0.04435403,0.09221339,0.12220620,0.12023541,0.19222981,0.24928382,0.36951923
470,0.04695008,0.09601901,0.12377705,0.12104410,0.18402299,0.23380679,0.35485089
471,0.03984861,0.08878043,0.12445706,0.12293746,0.18667288,0.22649851,0.34943597
472,0.04625607,0.09982540,0.12265986,0.12211737,0.18619005,0.22707586,0.34919323
473,0.04175738,0.08255280,0.12049197,0.11985476,0.18255399,0.23435780,0.35421256
474,0.03697462,0.08561482,0.11905622,0.11828179,0.18604808,0.24148269,0.35976448
475,0.03843190,0.08660983,0.11765675,0.11551543,0.18880878,0.24453504,0.36005048
476,0.04019227,0.09004445,0.11649320,0.11896452,0.18788953,0.24229984,0.36126436
477,0.03870252,0.09457920,0.11688974,0.11843706,0.18533528,0.23612775,0.35456481
478,0.04063972,0.09668489,0.11638048,0.11427748,0.18432158,0.23618899,0.35046647
479,0.04297035,0.10471873,0.11726166,0.10963961,0.18707733,0.24177057,0.35141017
480,0.04014319,0.08993439,0.11768311,0.11024562,0.18970753,0.24388477,0.35413039
481,0.04158457,0.08390653,0.11741642,0.11264385,0.19027810,0.24071443,0.35335828
482,0.03974610,0.09805419,0.11960024,0.11662067,0.18851960,0.23436639,0.35098706
483,0.04031034,0.08311053,0.12211990,0.12255426,0.18542089,0.22564651,0.34820078
484,0.04085268,0.09003254,0.12382217,0.12621507,0.18267466,0.22453527,0.35075034
485,0.04035620,0.09686473,0.12246986,0.12385951,0.18234114,0.23283412,0.35669363
486,0.03839115,0.08090167,0.12070259,0.12098683,0.18294531,0.23713151,0.35811833
487,0.04407271,0.09534603,0.11954117,0.11586025,0.18205950,0.23872305,0.35458330
488,0.04334119,0.09763856,0.12000546,0.11523531,0.18140331,0.23866883,0.35390414
489,0.03876135,0.09034662,0.11873292,0.11719681,0.18427739,0.24445929,0.36165609
490,0.04226715,0.09157175,0.11877578,0.12436123,0.18426359,0.24266286,0.36702409
491,0.04098013,0.08199895,0.11986129,0.12660637,0.18400384,0.23928142,0.36588779
492,0.03727527,0.09307314,0.11866802,0.11855542,0.18137042,0.23363410,0.35218952
493,0.03523584,0.09512462,0.12090307,0.11616138,0.17944884,0.23481973,0.35098111
494,0.04039576,0.08531439,0.11637852,0.11773425,0.17964610,0.23356162,0.35129587
495,0.03701991,0.07879945,0.11813453,0.12137771,0.18220077,0.23525272,0.35663044
496,0.04059556,0.08501000,0.11791424,0.11615810,0.18185282,0.23148942,0.34764752
497,0.04009817,0.09369773,0.11882220,0.11531845,0.18085560,0.23006503,0.34538348
498,0.04233363,0.09307443,0.11935169,0.11543182,0.18522534,0.24068673,0.35611854
499,0.03917361,0.09597506,0.11775223,0.11428082,0.18194103,0.23783129,0.35211211
500,0.03728537,0.09406685,0.11541100,0.11922315,0.18028861,0.23392379,0.35314694
501,0.04121692,0.07964675,0.11671543,0.12341151,0.18183546,0.22991426,0.35332577
502,0.03853263,0.09033918,0.11646561,0.12148956,0.18128633,0.22899212,0.35048168
503,0.04313144,0.08210319,0.11734659,0.11768244,0.18099241,0.23318851,0.35087095
504,0.04323144,0.08340643,0.11716297,0.11823916,0.18186012,0.23573571,0.35397487
505,0.03942142,0.07730716,0.11635840,0.12138255,0.17919937,0.23243731,0.35381986
506,0.04097154,0.08986051,0.11663763,0.12416679,0.17670932,0.22256908,0.34673586
507,0.04043273,0.08657762,0.11586220,0.12088338,0.17598179,0.22250012,0.34338350
508,0.04132982,0.08141924,0.11723316,0.11657786,0.17949204,0.23531850,0.35189636
509,0.04059668,0.08290304,0.12026160,0.11686657,0.18756782,0.24878044,0.36564701
510,0.03524547,0.08586454,0.11979900,0.11621996,0.19352274,0.25947934,0.37569930
511,0.04152394,0.10107443,0.11672746,0.11381405,0.18367825,0.24988550,0.36369955
512,0.04056471,0.08107948,0.11527395,0.11784251,0.17748500,0.24089971,0.35874222
513,0.03851605,0.07714853,0.11530688,0.11866709,0.17858288,0.23373325,0.35240034
514,0.04205590,0.08512671,0.11333748,0.11459375,0.18206801,0.23471832,0.34931207
515,0.03671255,0.08484097,0.11301281,0.11045994,0.18371521,0.23938851,0.34984845
516,0.04197063,0.08816754,0.11395077,0.10972030,0.18612915,0.25091904,0.36063935
517,0.03948607,0.09017227,0.11520340,0.10941722,0.18837085,0.25762194,0.36703917
518,0.04145011,0.07839800,0.11327063,0.11020205,0.17909500,0.24406654,0.35426859
519,0.03974948,0.08199287,0.11418267,0.11727667,0.17655170,0.23576963,0.35304630
520,0.04112158,0.08970729,0.11764573,0.12244939,0.17797987,0.23290330,0.35535269
521,0.03887616,0.07890380,0.11658365,0.12020960,0.17838608,0.23171528,0.35192488
522,0.03855743,0.09012715,0.11538526,0.11708260,0.17554912,0.23886263,0.35594523
523,0.04128042,0.08660159,0.11487931,0.11296000,0.18183455,0.25257823,0.36553823
524,0.03715388,0.08594272,0.11557312,0.11044496,0.18074502,0.25224400,0.36268895
525,0.03725435,0.09612243,0.11322323,0.11114796,0.17656638,0.24536759,0.35651555
526,0.03594228,0.07820349,0.11258011,0.11058719,0.17437214,0.23737426,0.34796145
527,0.03757390,0.08889537,0.11183503,0.11230893,0.17436686,0.23415011,0.34645905
528,0.03610509,0.08525367,0.11139593,0.11499063,0.17308253,0.23627317,0.35126380
529,0.03379342,0.08006069,0.11169560,0.11959410,0.17360629,0.24193591,0.36153001
530,0.03805850,0.07526678,0.11338305,0.12403560,0.17357023,0.24409869,0.36813430
531,0.03597071,0.07480637,0.11150219,0.11905470,0.17438187,0.24775121,0.36680590
532,0.03579741,0.07584527,0.11625183,0.11584119,0.17659214,0.25263739,0.36847858
533,0.04033467,0.09383645,0.11818340,0.11754952,0.17580737,0.25104281,0.36859233
534,0.03694726,0.08692686,0.11649465,0.11521737,0.17327355,0.24495700,0.36017437
535,0.03960656,0.08595576,0.11542238,0.11884202,0.17136498,0.23706934,0.35591136
536,0.03828965,0.09127225,0.11670525,0.12249282,0.17074373,0.23549999,0.35799281
537,0.04344694,0.08450041,0.11584210,0.11942724,0.17072430,0.23534520,0.35477244
538,0.03992163,0.07522247,0.11498646,0.11613504,0.17205724,0.24057516,0.35671020
539,0.04107262,0.08263737,0.11515630,0.11236802,0.17439732,0.24604744,0.35841546
540,0.03869253,0.07646369,0.11353455,0.11232430,0.17696612,0.25121137,0.36353567
541,0.03843186,0.08198677,0.11272316,0.11614423,0.17368053,0.24334097,0.35948519
542,0.03807358,0.07627111,0.11350102,0.11889479,0.17159599,0.23300295,0.35189773
543,0.03625470,0.08178373,0.11134713,0.11661046,0.17245707,0.22968899,0.34629945
544,0.03597206,0.07326662,0.11217932,0.11064964,0.17245780,0.22996008,0.34060972
545,0.03803455,0.08673798,0.11737298,0.11393905,0.17355682,0.23726304,0.35120209
546,0.04349927,0.08274339,0.11546457,0.11349183,0.18140660,0.25093406,0.36442590
547,0.03937289,0.09076612,0.11270595,0.11938308,0.17776027,0.24936403,0.36874712
548,0.03859113,0.08076848,0.11340487,0.12211826,0.17210729,0.24141110,0.36352937
549,0.03711816,0.07497541,0.11295375,0.12051982,0.17215340,0.23265296,0.35317279
550,0.04253631,0.08391616,0.11271787,0.11551077,0.17373550,0.22953291,0.34504368
551,0.03894747,0.08001624,0.11301635,0.11398926,0.17218028,0.22867262,0.34266189
552,0.03516112,0.08209319,0.11309225,0.11526215,0.17330298,0.23526819,0.35053034
553,0.03875044,0.07852267,0.11286972,0.11358309,0.18141781,0.24655393,0.36013702
554,0.03968415,0.07962815,0.11304418,0.11345576,0.17952068,0.24485081,0.35830657
555,0.03866215,0.07845658,0.11262792,0.11484423,0.17154562,0.23310316,0.34794739
556,0.03963800,0.07548742,0.11321501,0.11389953,0.17039561,0.22364475,0.33754428
557,0.03629664,0.08568218,0.11221012,0.11406650,0.17032607,0.22392379,0.33799028
558,0.03519466,0.08428369,0.11111810,0.11424591,0.16865051,0.22993585,0.34418176
559,0.03727838,0.07898308,0.11130562,0.11744402,0.17240956,0.24240476,0.35984878
560,0.03766143,0.07854483,0.11155357,0.11744691,0.17668596,0.25165623,0.36910314
561,0.03699925,0.08120331,0.11107449,0.11143816,0.17547673,0.25042531,0.36186347
562,0.03940311,0.08546779,0.11209024,0.10956254,0.17097077,0.24344601,0.35300855
563,0.03394273,0.07528488,0.11243216,0.10998111,0.16825522,0.23574886,0.34572997
564,0.03857349,0.07601635,0.11148585,0.11087648,0.16812335,0.23018238,0.34105886
565,0.03874730,0.08254702,0.11099143,0.11322127,0.16806424,0.22935520,0.34257647
566,0.03838184,0.08159894,0.11195335,0.11921468,0.16760626,0.22859505,0.34780972
567,0.04210266,0.07892814,0.11389554,0.11594003,0.16725701,0.23131286,0.34725288
568,0.03933858,0.07451914,0.11381985,0.11690724,0.16778223,0.23336822,0.35027546
569,0.03659076,0.08310749,0.11349662,0.11730644,0.16665685,0.22679703,0.34410347
570,0.03548061,0.08138322,0.11393729,0.11765727,0.16729663,0.22596925,0.34362653
571,0.03649121,0.07593036,0.11175874,0.11119989,0.16711301,0.22718911,0.33838899
572,0.03791758,0.07745787,0.11491354,0.10941771,0.16645423,0.22901677,0.33843448
573,0.04039305,0.09227091,0.11568141,0.11064682,0.16668639,0.23882861,0.34947544
574,0.03850763,0.07560568,0.11067686,0.11211947,0.17318058,0.25421005,0.36632952
575,0.03784950,0.08693224,0.11082387,0.11744896,0.17337869,0.25518274,0.37263170
576,0.03968181,0.08729205,0.11023944,0.11611958,0.16981253,0.24991898,0.36603856
577,0.03408962,0.07017058,0.11287628,0.11305163,0.16620807,0.24139577,0.35444740
578,0.03907856,0.07541849,0.12520929,0.12477008,0.16508748,0.23680700,0.36157708
579,0.04146044,0.07402638,0.11891410,0.11882087,0.16624258,0.23689157,0.35571244
580,0.03713000,0.08063172,0.11345727,0.11580864,0.16850960,0.24030285,0.35611148
581,0.03690855,0.07366019,0.11261725,0.11758349,0.17343208,0.24707466,0.36465815
582,0.03667918,0.07126518,0.11089008,0.11443969,0.16938333,0.24136159,0.35580128
583,0.03544954,0.06580753,0.10976236,0.11168453,0.16459267,0.22922127,0.34090580
584,0.04107117,0.07534541,0.10927105,0.10904133,0.16275498,0.22304775,0.33208907
585,0.03219061,0.07326865,0.11113855,0.10699008,0.16257048,0.22110949,0.32809957
586,0.03853630,0.07996713,0.10988198,0.10839485,0.16252984,0.22621319,0.33460803
587,0.03830390,0.07881328,0.11034992,0.11224537,0.16697267,0.23549533,0.34774069
588,0.03774744,0.06383235,0.11091566,0.12060311,0.17096820,0.24086824,0.36147135
589,0.03529974,0.07108325,0.11175314,0.12272797,0.17350742,0.24566807,0.36839604
590,0.03716204,0.07502376,0.11255540,0.11853981,0.16729318,0.23757616,0.35611597
591,0.03410162,0.07090966,0.11494401,0.11759055,0.16387668,0.22742879,0.34501934
592,0.03699921,0.07711565,0.11180145,0.11449996,0.16362450,0.22735836,0.34185831
593,0.03424871,0.08483394,0.10910390,0.11323393,0.16323820,0.23610075,0.34933468
594,0.03585895,0.07706125,0.10952992,0.11338530,0.16630013,0.24657984,0.35996515
595,0.03426224,0.07812327,0.10975932,0.11082060,0.16370513,0.24246031,0.35328091
596,0.03874175,0.08956861,0.10973183,0.10922464,0.16379687,0.24246514,0.35168978
597,0.03524122,0.07572696,0.10974952,0.10852003,0.16577709,0.24574816,0.35426819
598,0.03074191,0.07451757,0.10950866,0.10820581,0.17012526,0.25390205,0.36210786
599,0.03533980,0.06979821,0.10922191,0.11107752,0.17012663,0.25595725,0.36703477
600,0.03923084,0.07895344,0.11104268,0.11369652,0.16596965,0.25094280,0.36463932
601,0.03716600,0.07461631,0.11226609,0.11603894,0.16351105,0.24226058,0.35829952
602,0.03871972,0.07483362,0.11201784,0.11620509,0.16190597,0.23874515,0.35495024
603,0.03601367,0.07460921,0.11143472,0.11549473,0.16192229,0.23876417,0.35425889
604,0.03596125,0.07796987,0.11327171,0.11431724,0.16631812,0.24545504,0.35977228
605,0.03871659,0.07255688,0.11037847,0.11213458,0.17448695,0.25423408,0.36636866
606,0.03717000,0.07683567,0.10781443,0.11443449,0.16665398,0.24013621,0.35457069
607,0.03953309,0.07221445,0.10731653,0.11028203,0.16433892,0.23030518,0.34058721
608,0.03795643,0.06325626,0.11202578,0.10921029,0.16432011,0.22861741,0.33782770
609,0.03992391,0.07848991,0.11113680,0.10964394,0.16523072,0.23485543,0.34449936
610,0.03802542,0.07011910,0.11059397,0.11399167,0.16896361,0.24819003,0.36218170
611,0.03749177,0.07009009,0.11222462,0.11685796,0.17295544,0.25712630,0.37398426
612,0.03513357,0.07860373,0.11266973,0.11647261,0.16760550,0.25020447,0.36667708
613,0.03652103,0.07887103,0.11490192,0.11577725,0.16221276,0.23819831,0.35397556
614,0.03579092,0.06965525,0.11356999,0.11622510,0.15915671,0.23468126,0.35090636
615,0.03634138,0.07364025,0.11000504,0.11305811,0.15898705,0.24220547,0.35526358
616,0.03685070,0.07178074,0.10877986,0.11358947,0.16308320,0.25062418,0.36421365
617,0.03858429,0.07361924,0.11135326,0.11307598,0.16543242,0.25290316,0.36597914
618,0.03681184,0.07204426,0.11249858,0.10980187,0.16211586,0.24622673,0.35602859
619,0.03611340,0.07230061,0.11316309,0.11097048,0.15992343,0.23432273,0.34529321
620,0.03829719,0.06703158,0.11190565,0.11170539,0.16625957,0.23045026,0.34215564
621,0.03604128,0.07409014,0.11103581,0.11669933,0.16805422,0.22914782,0.34584715
622,0.03625315,0.07094793,0.11407306,0.12575671,0.16498502,0.23345970,0.35921641
623,0.03574901,0.06318684,0.11399597,0.12579717,0.16834193,0.24121082,0.36700799
624,0.03416721,0.07092977,0.11117823,0.12007774,0.16872537,0.24209304,0.36217078
625,0.03547960,0.07248571,0.10857826,0.11073280,0.16323522,0.23537879,0.34611159
626,0.03565654,0.07586750,0.11001999,0.10681210,0.15833844,0.22596540,0.33277750
627,0.03723632,0.06432255,0.11179790,0.10738835,0.15759449,0.21800603,0.32539438
628,0.03707160,0.07380011,0.11101194,0.10654202,0.15738469,0.21968316,0.32622518
629,0.03957469,0.06867742,0.10756160,0.10811461,0.15840755,0.23081513,0.33892974
