epoch,train_mse_ys,train_mse_fs,train_mae_ys,val_mae_ys,train_mae_fs,val_mae_fs,val_score
630,0.03672905,0.07108650,0.11074789,0.11994687,0.16531575,0.24626194,0.36620881
631,0.03872129,0.06544884,0.10883386,0.11562458,0.17070299,0.25555450,0.37117908
632,0.03834069,0.06857713,0.11748672,0.11399518,0.16758893,0.25204286,0.36603804
633,0.03572941,0.07603789,0.12420353,0.11832361,0.15996313,0.23631820,0.35464181
634,0.04330085,0.06735412,0.11024808,0.10906003,0.16179375,0.22505142,0.33411145
635,0.03726115,0.07685600,0.11019338,0.11645614,0.16292973,0.22413510,0.34059124
636,0.03593071,0.07954306,0.11153274,0.11674955,0.16050616,0.22778478,0.34453433
637,0.03588661,0.07099740,0.11024573,0.11034663,0.16221596,0.23934305,0.34968968
638,0.03768570,0.06360106,0.11059666,0.10602288,0.16366753,0.24359891,0.34962179
639,0.03869565,0.06527980,0.11273720,0.10763549,0.15915123,0.23890403,0.34653952
640,0.03502756,0.06277361,0.10915315,0.10593928,0.15471256,0.23188473,0.33782401
641,0.03703644,0.06948240,0.10767394,0.10742784,0.15507770,0.22925994,0.33668778
642,0.03498048,0.07710014,0.10762823,0.10705306,0.15627801,0.23106469,0.33811775
643,0.03909686,0.06854334,0.10746896,0.10862883,0.15592775,0.23025301,0.33888184
644,0.03844149,0.06969376,0.10802086,0.10993965,0.15468471,0.23009466,0.34003431
645,0.03309704,0.06613637,0.10832588,0.10952568,0.15633020,0.22980927,0.33933495
646,0.03706503,0.06664202,0.10810707,0.11061341,0.15702809,0.22651687,0.33713028
647,0.03579696,0.07193454,0.10856070,0.11092986,0.15761864,0.22454724,0.33547710
648,0.03250111,0.06199830,0.10846175,0.11499579,0.15737061,0.22547753,0.34047332
649,0.03616218,0.07623832,0.10920262,0.11401857,0.15953185,0.23385306,0.34787163
650,0.03181875,0.07091744,0.10922652,0.11366200,0.15847841,0.23437443,0.34803643
651,0.03632552,0.06728134,0.10943172,0.11333239,0.15679809,0.23102897,0.34436136
652,0.03513533,0.06331731,0.10931484,0.11399312,0.15697996,0.22861154,0.34260467
653,0.03938177,0.06811219,0.10978907,0.11053574,0.15644427,0.23181473,0.34235047
654,0.03450045,0.07644194,0.11041037,0.11007158,0.15677132,0.23715502,0.34722660
655,0.03549947,0.07058945,0.11075404,0.11140332,0.15633120,0.23825280,0.34965613
656,0.03468924,0.06390744,0.11117112,0.11294629,0.15962736,0.24590974,0.35885603
657,0.03552943,0.06782167,0.11151657,0.11344052,0.15997274,0.24576961,0.35921013
658,0.03281509,0.07811923,0.11208977,0.11262684,0.15398559,0.23551171,0.34813854
659,0.03350868,0.06822905,0.11095159,0.11123344,0.15546633,0.22170973,0.33294316
660,0.03636786,0.07808381,0.10943975,0.10755921,0.15881431,0.21821897,0.32577818
661,0.03689631,0.07026514,0.10843981,0.10462313,0.15401947,0.22576247,0.33038560
662,0.03680307,0.07962810,0.10829129,0.10373040,0.16104333,0.24005999,0.34379038
663,0.03387354,0.06793944,0.10866830,0.10439920,0.17017475,0.24913043,0.35352962
664,0.03289671,0.07097976,0.10904104,0.10559560,0.16451773,0.24019977,0.34579538
665,0.03552321,0.06425972,0.10996282,0.10810820,0.15728442,0.22540294,0.33351114
666,0.03408793,0.08681456,0.11059694,0.11018385,0.15660676,0.21966115,0.32984500
667,0.03455432,0.06128335,0.11051343,0.11220159,0.15682618,0.22010303,0.33230462
668,0.03573813,0.06860305,0.11023435,0.11220771,0.15635104,0.22341800,0.33562571
669,0.03527786,0.06393282,0.11019795,0.11096979,0.15882489,0.22830938,0.33927917
670,0.03479880,0.06297004,0.10863706,0.11075832,0.16198730,0.23320539,0.34396371
671,0.03304125,0.06596807,0.10717247,0.11713371,0.15918714,0.23118050,0.34831422
672,0.03384623,0.06189267,0.10712467,0.11725964,0.15756340,0.23158233,0.34884197
673,0.03751342,0.06859025,0.10703743,0.10853941,0.15443118,0.22901131,0.33755072
674,0.03398674,0.06242115,0.11162550,0.10796648,0.15348244,0.23140523,0.33937170
675,0.03343853,0.07241125,0.11099309,0.10984111,0.15827484,0.24187675,0.35171786
676,0.03535806,0.06569801,0.10814298,0.11267813,0.16563444,0.25048816,0.36316629
677,0.03391398,0.06819190,0.11036128,0.11858438,0.16326702,0.24967591,0.36826029
678,0.03796009,0.07572141,0.10989883,0.11948758,0.15581009,0.24434148,0.36382906
679,0.03726775,0.06950837,0.10650333,0.10903185,0.15279563,0.23547257,0.34450442
680,0.03595870,0.06861142,0.10703942,0.10615296,0.15106374,0.23273693,0.33888989
681,0.03330634,0.06579353,0.10654695,0.10840781,0.14876525,0.23329875,0.34170656
682,0.03594293,0.06433912,0.10642073,0.11033260,0.15012985,0.23935269,0.34968529
683,0.03436795,0.06302319,0.10543060,0.11146306,0.15490559,0.24497014,0.35643321
684,0.03392147,0.06487984,0.10532983,0.11156220,0.15276705,0.23999053,0.35155273
685,0.03736592,0.06710964,0.10665786,0.11041560,0.15293841,0.23720440,0.34762000
686,0.03421161,0.06547666,0.11262313,0.11438663,0.15255168,0.23535563,0.34974226
687,0.03591641,0.06135357,0.11611950,0.11809695,0.15134424,0.23086536,0.34896231
688,0.03494906,0.06832629,0.11060760,0.11182493,0.15290098,0.22396548,0.33579041
689,0.03725020,0.06571762,0.10726155,0.11081187,0.15071538,0.22521317,0.33602504
690,0.03625831,0.06793550,0.11073294,0.11799498,0.14943086,0.23134103,0.34933601
691,0.03462157,0.06276216,0.11008518,0.11500338,0.15238582,0.23988172,0.35488510
692,0.03748314,0.06128722,0.10854914,0.11097149,0.15622054,0.24458456,0.35555605
693,0.03453905,0.06200636,0.10693061,0.10699722,0.15417747,0.24275547,0.34975269
694,0.03381871,0.06701806,0.11002045,0.10589541,0.14922844,0.23203526,0.33793067
695,0.03469156,0.06673943,0.11196300,0.10782312,0.14920612,0.22872628,0.33654940
696,0.03276711,0.06042113,0.10893536,0.10613044,0.14882138,0.22981693,0.33594736
697,0.03584464,0.06696831,0.10743187,0.10873789,0.14962493,0.23565201,0.34438990
698,0.03263402,0.06781743,0.10896012,0.11673942,0.15041155,0.23934932,0.35608874
699,0.03693185,0.06553341,0.10697642,0.11193439,0.14981566,0.23775119,0.34968558
700,0.03584183,0.06692826,0.10790947,0.10584491,0.15181404,0.24020295,0.34604786
701,0.03590978,0.07030314,0.11246815,0.10779320,0.14914659,0.23309718,0.34089039
702,0.03444219,0.06633206,0.11349144,0.11069250,0.15147249,0.22519638,0.33588888
703,0.03510648,0.07562789,0.10931451,0.11182845,0.14799975,0.22919604,0.34102450
704,0.03412001,0.05842459,0.11526382,0.12423036,0.15324847,0.24039611,0.36462647
705,0.03791718,0.07008955,0.11270232,0.12416844,0.15528032,0.24396813,0.36813657
706,0.03558688,0.06248148,0.10580039,0.11014409,0.14949644,0.23727410,0.34741818
707,0.03593129,0.06834404,0.11247067,0.10729967,0.14641345,0.22741659,0.33471626
708,0.03616594,0.06528116,0.11402518,0.10629696,0.14738794,0.22527744,0.33157440
709,0.03426808,0.07114585,0.10750813,0.10179306,0.14757675,0.22874875,0.33054181
710,0.03780327,0.06839399,0.10518373,0.10482831,0.15068181,0.23301028,0.33783859
711,0.03377606,0.06653936,0.10778507,0.10941195,0.15055616,0.23036250,0.33977446
712,0.03615014,0.05385829,0.10823025,0.10912429,0.15049294,0.22721228,0.33633657
713,0.03482343,0.06964033,0.10991964,0.10854805,0.15093717,0.22407849,0.33262654
714,0.03275144,0.06345964,0.11097915,0.11033840,0.15115398,0.22218759,0.33252599
715,0.03488175,0.05479711,0.10926847,0.11386255,0.15102769,0.22342014,0.33728269
716,0.03374266,0.06077819,0.10761815,0.11273839,0.15151511,0.22826657,0.34100496
717,0.03401729,0.06542534,0.10545354,0.10584795,0.15180185,0.22924079,0.33508874
718,0.03300640,0.06391961,0.10519654,0.10177239,0.15083276,0.22960749,0.33137988
719,0.03471387,0.07226888,0.10682731,0.09955403,0.15147066,0.23411065,0.33366469
720,0.03744643,0.06041098,0.10761298,0.10051682,0.15459365,0.24042103,0.34093785
721,0.03458083,0.07575095,0.10761663,0.10311944,0.15424104,0.24043043,0.34354987
722,0.03589749,0.06401223,0.10695103,0.10630716,0.14994326,0.22986512,0.33617228
723,0.02996348,0.06667852,0.10861277,0.11088997,0.15090708,0.21704045,0.32793042
724,0.03532094,0.07087193,0.11015827,0.11404772,0.14972776,0.21625009,0.33029781
725,0.03235612,0.06498101,0.10867953,0.11108808,0.14644375,0.22443941,0.33552749
726,0.03572578,0.06065796,0.10540308,0.10751421,0.15088585,0.23583882,0.34335303
727,0.03670922,0.06550918,0.10430147,0.10283715,0.15729132,0.24347940,0.34631655
728,0.03229858,0.06376192,0.10536263,0.10191894,0.15466782,0.24190602,0.34382496
729,0.03399860,0.06184737,0.10714023,0.10197802,0.14799681,0.23630531,0.33828333
730,0.03534509,0.05958916,0.10578917,0.10129770,0.14828330,0.23210281,0.33340051
731,0.03149951,0.06270262,0.10354659,0.10337699,0.14892083,0.23112899,0.33450598
732,0.03346941,0.06935520,0.10466103,0.10780487,0.14493853,0.23350169,0.34130656
733,0.03339303,0.07237090,0.10959568,0.11370783,0.14961478,0.24110281,0.35481065
734,0.03331461,0.06809301,0.11154432,0.11847415,0.15037106,0.24237105,0.36084520
735,0.03138210,0.06018253,0.10946569,0.11592217,0.15278906,0.24470079,0.36062296
736,0.03301659,0.06268013,0.10566089,0.10669454,0.14743011,0.23723745,0.34393200
737,0.03752351,0.07359081,0.10784963,0.10284132,0.14703199,0.22912413,0.33196545
738,0.03469665,0.06709509,0.10720708,0.10109732,0.14908142,0.22317261,0.32426992
739,0.03631853,0.06761251,0.10576901,0.10085667,0.14565957,0.22269455,0.32355122
740,0.03709582,0.05898138,0.10483697,0.10301078,0.14692727,0.23217459,0.33518537
741,0.03342341,0.07056098,0.10397153,0.10274900,0.16024517,0.24493161,0.34768061
742,0.03692845,0.06506588,0.10597562,0.10592136,0.16271339,0.24716921,0.35309057
743,0.03264914,0.06466558,0.10923593,0.11024030,0.15150210,0.23684320,0.34708349
744,0.03231880,0.06724305,0.11098164,0.11299858,0.14788245,0.23120472,0.34420330
745,0.03401510,0.07351886,0.10830565,0.10977584,0.14787893,0.22846584,0.33824168
746,0.03810998,0.06266219,0.10608456,0.10434749,0.14687686,0.22688773,0.33123522
747,0.03312569,0.07058242,0.10541394,0.10056448,0.14794411,0.23084287,0.33140735
748,0.03192846,0.06506490,0.10497876,0.10089618,0.15077363,0.23495363,0.33584981
749,0.03334305,0.06830022,0.10514038,0.10205247,0.15258875,0.23796746,0.34001993
750,0.03389737,0.06239880,0.10487329,0.10415866,0.15197064,0.23762229,0.34178095
751,0.03514219,0.06333073,0.10615804,0.11389730,0.15022711,0.23350230,0.34739960
752,0.03564034,0.05451315,0.10589334,0.11248551,0.14837843,0.22767568,0.34016118
753,0.03146447,0.06493479,0.10571965,0.11114940,0.14895993,0.22427768,0.33542708
754,0.03366758,0.06864939,0.10614774,0.10592560,0.15145028,0.22575061,0.33167621
755,0.03543974,0.05775684,0.10869934,0.10614476,0.15425244,0.22955006,0.33569483
756,0.03119677,0.06610866,0.10825483,0.10522377,0.15526524,0.23469213,0.33991590
757,0.03515643,0.06380385,0.10394620,0.10666520,0.15199411,0.23573095,0.34239615
758,0.03333364,0.06011950,0.10913506,0.12008208,0.14418088,0.23019101,0.35027309
759,0.03386305,0.06126872,0.10895681,0.11967056,0.14280763,0.22923699,0.34890755
760,0.03469003,0.06198836,0.10704340,0.11123711,0.14346607,0.23044695,0.34168406
761,0.03175917,0.05755617,0.10705540,0.10648789,0.14470625,0.22953020,0.33601809
762,0.03229096,0.05649858,0.10652594,0.10587018,0.14461340,0.22779135,0.33366153
763,0.03577132,0.05545644,0.10496950,0.10800822,0.14517967,0.22525367,0.33326189
764,0.03260059,0.07241277,0.10405067,0.10864043,0.14514008,0.22357686,0.33221729
765,0.03069942,0.06037638,0.10410648,0.11136091,0.14430347,0.22391491,0.33527581
766,0.03160025,0.07227926,0.10351992,0.11024607,0.14663005,0.22964269,0.33988876
767,0.03291096,0.06425658,0.10295361,0.10773225,0.14523867,0.22781557,0.33554782
768,0.03136242,0.05268551,0.10488360,0.10796290,0.14301482,0.22454453,0.33250742
769,0.03224715,0.06080144,0.10887291,0.10974954,0.14129663,0.22172256,0.33147210
770,0.03189443,0.06504448,0.10280298,0.10572035,0.14110038,0.22457425,0.33029460
771,0.03162690,0.06017646,0.10472337,0.11099079,0.14201166,0.22767547,0.33866625
772,0.03277694,0.05837265,0.10878294,0.11307177,0.14068323,0.22875613,0.34182790
773,0.03515225,0.05690977,0.10682608,0.10840897,0.13906401,0.22985426,0.33826323
774,0.03278881,0.05357523,0.10712723,0.10411853,0.13816744,0.23178937,0.33590790
775,0.03359822,0.05813425,0.10886656,0.10176185,0.13794023,0.23374164,0.33550349
776,0.03364751,0.05336402,0.10544396,0.10006340,0.13956022,0.23957847,0.33964187
777,0.03108486,0.06329121,0.10431150,0.10791967,0.14246078,0.24380183,0.35172150
778,0.03105957,0.05983905,0.11189277,0.12177047,0.14572845,0.24758756,0.36935803
779,0.03778419,0.06655056,0.11269034,0.12410221,0.14402615,0.24554473,0.36964694
780,0.03620257,0.06080295,0.10783403,0.11073393,0.14222299,0.23974450,0.35047843
781,0.03291604,0.05995663,0.11768740,0.11320728,0.14201117,0.23874059,0.35194787
782,0.03586316,0.06021132,0.12218080,0.11560417,0.14188173,0.23867695,0.35428112
783,0.03672499,0.05310437,0.10963941,0.10282792,0.14287725,0.23981231,0.34264024
784,0.03147360,0.05904737,0.10559682,0.10295414,0.14411174,0.24128115,0.34423529
785,0.03232629,0.05973049,0.11203799,0.11345783,0.14606552,0.24317576,0.35663359
786,0.03484964,0.05678274,0.10916033,0.11165945,0.14257318,0.23645888,0.34811834
787,0.03097103,0.06785536,0.10645135,0.10870541,0.13943973,0.22762620,0.33633161
788,0.03234375,0.05744553,0.11145230,0.11018421,0.14001597,0.22315061,0.33333482
789,0.03485402,0.05947602,0.11064760,0.11090671,0.13914765,0.22659282,0.33749954
790,0.03520567,0.05594613,0.10501398,0.10963628,0.14656554,0.23630901,0.34594529
791,0.03168142,0.05850085,0.10444741,0.10891902,0.15414280,0.24234682,0.35126584
792,0.02791116,0.05814483,0.10585494,0.10899796,0.14898454,0.23763128,0.34662924
793,0.03073160,0.06241538,0.10418067,0.10668012,0.14235531,0.23249768,0.33917780
794,0.03340762,0.05883281,0.10284416,0.10240502,0.13974603,0.22875683,0.33116185
795,0.03426109,0.05923491,0.10322696,0.10113103,0.13821298,0.22963290,0.33076393
796,0.03170447,0.06013304,0.10513385,0.10148974,0.13803492,0.23390473,0.33539447
797,0.03322478,0.06202425,0.10575061,0.10234147,0.14694318,0.24599113,0.34833260
798,0.03269715,0.06776454,0.10447928,0.10245742,0.14879549,0.24671212,0.34916954
799,0.03409370,0.05807129,0.10333330,0.10019244,0.14317571,0.23985347,0.34004591
800,0.03271134,0.06149882,0.10286044,0.10283704,0.13841987,0.23294775,0.33578479
801,0.03010290,0.05907873,0.10694458,0.10617089,0.14301497,0.22883412,0.33500501
802,0.03371469,0.06233331,0.10801575,0.10757890,0.13937421,0.22923201,0.33681091
803,0.03477377,0.06072008,0.10608584,0.10649301,0.14033292,0.23763531,0.34412833
804,0.03327123,0.05942304,0.10831601,0.10460617,0.15184860,0.24902430,0.35363048
805,0.03373495,0.05881361,0.11172617,0.10646905,0.15405500,0.24983513,0.35630418
806,0.03432544,0.05980305,0.11037040,0.10613059,0.14365254,0.23790218,0.34403277
807,0.03403906,0.05312441,0.10429461,0.10423252,0.13912778,0.22526476,0.32949728
808,0.03314233,0.05549319,0.10750541,0.11277466,0.14011374,0.22477683,0.33755149
809,0.03419373,0.05154102,0.11137705,0.11605362,0.13860570,0.22771627,0.34376989
810,0.03514223,0.05729550,0.11010791,0.11325216,0.13891791,0.23503950,0.34829167
811,0.03386935,0.06062084,0.10500647,0.10594463,0.14807025,0.24493842,0.35088305
812,0.03253454,0.05282631,0.10306210,0.10180760,0.15076703,0.24767119,0.34947879
813,0.03017038,0.06098801,0.10267531,0.10116310,0.14626239,0.24416113,0.34532423
814,0.03290746,0.06066171,0.10428772,0.10340485,0.13953182,0.23529169,0.33869654
815,0.03118478,0.05747897,0.10475722,0.10706996,0.14198592,0.22992913,0.33699910
816,0.03393306,0.06000011,0.10463773,0.11224533,0.14148638,0.22887239,0.34111772
817,0.03340461,0.05936015,0.10444462,0.11214409,0.13828659,0.23326103,0.34540512
818,0.03306001,0.06580579,0.10522115,0.11341349,0.14827220,0.24488565,0.35829914
819,0.03206360,0.05709190,0.10431427,0.10820878,0.15367042,0.24870494,0.35691372
820,0.03327734,0.05368582,0.10454839,0.10486232,0.15087771,0.24511805,0.34998038
821,0.03204603,0.06265049,0.10304675,0.10221855,0.14081582,0.23566636,0.33788492
822,0.03241823,0.06331397,0.10169301,0.10251583,0.13800877,0.23162362,0.33413945
823,0.03020983,0.05818591,0.10296315,0.10541496,0.14065011,0.22923867,0.33465363
824,0.03248350,0.06529379,0.10390200,0.10659935,0.13817531,0.23250946,0.33910881
825,0.03075317,0.05220294,0.10298366,0.10401087,0.14050199,0.23728335,0.34129422
826,0.03134017,0.06444050,0.10190863,0.10088939,0.15049852,0.24489298,0.34578238
827,0.03241330,0.06076042,0.10300086,0.09844416,0.14794922,0.24293321,0.34137737
828,0.03081867,0.05327372,0.10648793,0.10148473,0.14117000,0.23641573,0.33790046
829,0.03104668,0.06430747,0.10915966,0.10414065,0.13646448,0.22715099,0.33129165
830,0.02929524,0.05131768,0.10646302,0.10476101,0.14066510,0.22324617,0.32800718
831,0.03113510,0.05817827,0.10494708,0.10691159,0.13923250,0.22309770,0.33000929
832,0.03065567,0.05993518,0.10563996,0.10959657,0.13568968,0.22770275,0.33729932
833,0.03221141,0.05422230,0.10516498,0.10870714,0.14401279,0.23866221,0.34736936
834,0.03458782,0.05812520,0.10208935,0.10289197,0.15065365,0.24361540,0.34650738
835,0.03207848,0.05800851,0.10267310,0.10053491,0.14697224,0.23995502,0.34048993
836,0.02990340,0.05070042,0.10703313,0.10112336,0.14106411,0.23503539,0.33615875
837,0.03496531,0.05340020,0.10386927,0.10040651,0.14007886,0.22981986,0.33022638
838,0.03267054,0.05432843,0.09954146,0.10101964,0.13790675,0.22721107,0.32823072
839,0.02930518,0.05717217,0.10068987,0.10882834,0.13457122,0.22941551,0.33824385
840,0.03235498,0.05845628,0.10543080,0.11899910,0.14034894,0.23869094,0.35769004
841,0.03467065,0.06084549,0.10573479,0.11858666,0.14089297,0.24055976,0.35914642
842,0.03147819,0.06027180,0.10638223,0.11223724,0.13671161,0.23588082,0.34811806
843,0.02984059,0.06669264,0.11059006,0.11160923,0.13609378,0.23373359,0.34534282
844,0.03107053,0.05923853,0.10731481,0.10715186,0.13736969,0.23224516,0.33939702
845,0.02908849,0.05459708,0.10252381,0.10339395,0.14132729,0.23262456,0.33601851
846,0.03259376,0.05483171,0.10292557,0.10249709,0.14243427,0.23155086,0.33404795
847,0.03153937,0.05763321,0.10410745,0.10518756,0.14026889,0.23034592,0.33553348
848,0.03344652,0.06035046,0.10128225,0.09950396,0.13994145,0.23196015,0.33146410
849,0.02963688,0.05588425,0.10338119,0.09961902,0.14375781,0.23631875,0.33593777
850,0.03062905,0.05963997,0.10657073,0.10223279,0.14902312,0.24120916,0.34344196
851,0.03276864,0.05537986,0.10482023,0.10233361,0.14536056,0.23768583,0.34001944
852,0.03270991,0.06137523,0.10060241,0.10182887,0.13953181,0.23051131,0.33234018
853,0.03035983,0.05481893,0.09971598,0.10332440,0.13482711,0.21952923,0.32285362
854,0.02977792,0.05911312,0.10040401,0.10673028,0.13666612,0.21656066,0.32329094
855,0.03229073,0.05272202,0.09865337,0.10209832,0.13824034,0.22081427,0.32291260
856,0.03430581,0.05035405,0.10225747,0.10046152,0.13936366,0.22614591,0.32660743
857,0.03072936,0.05272659,0.10518911,0.10419659,0.14058371,0.23072274,0.33491933
858,0.03168730,0.05456929,0.10185377,0.10518090,0.14119133,0.23329946,0.33848036
859,0.03050619,0.06232282,0.10254276,0.10955072,0.13860057,0.22994092,0.33949164
860,0.02973877,0.05290288,0.10759897,0.11696504,0.13658512,0.22844735,0.34541239
861,0.03002934,0.05238050,0.10608222,0.11480600,0.13463454,0.22880477,0.34361076
862,0.03226954,0.04933094,0.10120253,0.10541070,0.13381083,0.22963764,0.33504833
863,0.03352226,0.05769583,0.10448282,0.10299939,0.13331375,0.23009314,0.33309253
864,0.03206182,0.05768102,0.10612278,0.10152455,0.13344429,0.23095763,0.33248217
865,0.03384199,0.05515973,0.10479767,0.09972662,0.13375331,0.23287539,0.33260202
866,0.03461600,0.05204190,0.10368206,0.09953703,0.13260190,0.23282146,0.33235849
867,0.03312182,0.05298689,0.10257988,0.09901699,0.13353442,0.23462713,0.33364412
868,0.03120457,0.05196830,0.10465757,0.10148091,0.13312969,0.23480213,0.33628304
869,0.03249544,0.05287685,0.10903402,0.10561492,0.13247180,0.23389247,0.33950739
870,0.03164316,0.05334098,0.10848550,0.10699224,0.13357897,0.23416986,0.34116210
871,0.03257914,0.06198569,0.10488749,0.10644098,0.13792154,0.23885974,0.34530073
872,0.03064170,0.06010560,0.10382548,0.10764063,0.14066276,0.24082159,0.34846222
873,0.03517970,0.05351836,0.10338630,0.10616204,0.13640577,0.23521192,0.34137397
874,0.03162324,0.05806215,0.10077139,0.10043280,0.13254793,0.22775581,0.32818861
875,0.02716889,0.05972033,0.09982971,0.09726617,0.13254733,0.22304599,0.32031216
876,0.03096601,0.05300531,0.10037715,0.09906524,0.13349584,0.22346830,0.32253355
877,0.02774894,0.06009435,0.10097425,0.10127708,0.13223279,0.22158743,0.32286451
878,0.03241668,0.05138969,0.10040732,0.10474993,0.13119146,0.22012866,0.32487859
879,0.02848254,0.05871765,0.10147698,0.10927220,0.12982163,0.21753693,0.32680912
880,0.03054963,0.04936259,0.10109789,0.10646967,0.12853642,0.21644169,0.32291136
881,0.02755378,0.05789872,0.09971851,0.10169753,0.12815134,0.22073819,0.32243571
882,0.03410061,0.06127596,0.10042401,0.09932994,0.13161461,0.22858241,0.32791235
883,0.03104327,0.05574765,0.10089333,0.09905475,0.13344219,0.23074344,0.32979819
884,0.02627328,0.06136660,0.10001697,0.09947911,0.12929793,0.22522673,0.32470584
885,0.03140728,0.05695327,0.09942449,0.09985214,0.13006644,0.22341315,0.32326529
886,0.02933394,0.05475619,0.09924539,0.10009564,0.13201354,0.22376598,0.32386162
887,0.02844119,0.04599235,0.09917124,0.10179348,0.13333954,0.22611357,0.32790706
888,0.02897971,0.05658211,0.09846403,0.10098384,0.13322879,0.23051122,0.33149505
889,0.02870733,0.05604886,0.09801478,0.09922163,0.13743736,0.23723999,0.33646162
890,0.02728708,0.05486524,0.09920178,0.09708223,0.14209525,0.24324700,0.34032923
891,0.02917449,0.05456964,0.09997573,0.09668442,0.13912481,0.24247552,0.33915994
892,0.02962561,0.05333635,0.10145041,0.09857645,0.13124126,0.23535530,0.33393175
893,0.03182319,0.05029152,0.10171421,0.10059132,0.13068992,0.22929299,0.32988431
894,0.02920124,0.05695822,0.10242938,0.10466919,0.12992218,0.22772224,0.33239143
895,0.03253344,0.05111828,0.10191521,0.10623063,0.13008571,0.23165646,0.33788709
896,0.02784953,0.04851532,0.10063630,0.10650414,0.13520825,0.24025160,0.34675574
897,0.03057328,0.05518756,0.09833323,0.10402309,0.14436583,0.24761203,0.35163512
898,0.02829006,0.04986857,0.09668615,0.09950741,0.14459226,0.24588488,0.34539229
899,0.02902116,0.05724763,0.09734910,0.09679841,0.13674678,0.23741651,0.33421491
900,0.02697876,0.04318214,0.09805049,0.09661011,0.13410024,0.23207085,0.32868096
901,0.02880788,0.05909953,0.09634640,0.09975345,0.13450612,0.23041077,0.33016422
902,0.02956142,0.04881669,0.09812144,0.10674632,0.13340756,0.22917870,0.33592502
903,0.02832101,0.05165427,0.09928719,0.10981582,0.13283594,0.22743146,0.33724728
904,0.03147257,0.05049022,0.10034136,0.10941757,0.13284710,0.23146312,0.34088069
905,0.03079921,0.05069049,0.09959059,0.10621518,0.13668680,0.23670214,0.34291732
906,0.03147574,0.04334882,0.09883134,0.10270807,0.14002508,0.23902662,0.34173469
907,0.03144975,0.05395432,0.09832653,0.09969545,0.13770258,0.23670238,0.33639783
908,0.03007578,0.05029160,0.09795311,0.09745891,0.13315240,0.23138759,0.32884650
909,0.02931651,0.05189000,0.09793224,0.09633666,0.13207506,0.22719291,0.32352957
910,0.02679732,0.05060257,0.09773134,0.09735875,0.13076556,0.22686946,0.32422821
911,0.02814988,0.05724441,0.09808880,0.09952230,0.12767451,0.22893180,0.32845410
912,0.03030447,0.05920811,0.09942950,0.10271980,0.13231067,0.23605414,0.33877394
913,0.03398732,0.05310706,0.10232065,0.10749864,0.14013831,0.24316339,0.35066203
914,0.03081897,0.04997038,0.10271341,0.10916113,0.13762327,0.23986989,0.34903102
915,0.02993581,0.05342060,0.10088596,0.10567015,0.12813585,0.22963294,0.33530310
916,0.03481415,0.05092940,0.09823600,0.09743334,0.12701882,0.22745492,0.32488826
917,0.03061082,0.05649963,0.10022855,0.09644886,0.12867603,0.22892256,0.32537142
918,0.02814014,0.05573772,0.09982129,0.09635088,0.12892935,0.23223227,0.32858315
919,0.03009427,0.05267264,0.09796995,0.09816387,0.12993580,0.23563313,0.33379700
920,0.02929672,0.04940069,0.09950867,0.10282369,0.13229239,0.23967782,0.34250151
921,0.02745725,0.04834701,0.10098892,0.10749128,0.13168810,0.23965789,0.34714917
922,0.02703171,0.04991780,0.10046995,0.10579914,0.13023266,0.23675898,0.34255812
923,0.02882295,0.04939146,0.10147537,0.10256407,0.12986077,0.23418698,0.33675105
924,0.02898967,0.04939416,0.10186431,0.10176726,0.12950772,0.23135795,0.33312521
925,0.02679985,0.04928698,0.09998306,0.10042390,0.12872881,0.23061985,0.33104375
926,0.02851034,0.05649883,0.09890693,0.10230294,0.12812681,0.23383899,0.33614193
927,0.02946595,0.04958678,0.09810005,0.10110474,0.12986450,0.23491371,0.33601844
928,0.03058120,0.06038627,0.09725610,0.10003282,0.12951301,0.23342423,0.33345705
929,0.02928726,0.04658119,0.09722181,0.10060326,0.12790014,0.23138767,0.33199093
930,0.03080709,0.05703470,0.10119586,0.10051389,0.12892590,0.23123546,0.33174935
931,0.03256431,0.05360845,0.10029129,0.09890326,0.12891544,0.23007022,0.32897348
932,0.03130040,0.05503873,0.09770289,0.09809218,0.12899424,0.22858897,0.32668115
933,0.02920505,0.04819239,0.09863193,0.09937530,0.12935078,0.23136620,0.33074150
934,0.03171821,0.04840077,0.09834979,0.09923238,0.13291341,0.23692890,0.33616128
935,0.02980772,0.05835693,0.09888202,0.09896495,0.13312691,0.23856364,0.33752859
936,0.02741390,0.05617958,0.09947048,0.10031670,0.13214599,0.23838636,0.33870307
937,0.03056035,0.05040869,0.09983834,0.10137969,0.12868305,0.23377900,0.33515868
938,0.02867355,0.04928435,0.09857429,0.10228776,0.12893385,0.22816123,0.33044899
939,0.02543887,0.05497663,0.09824651,0.10433916,0.12958510,0.22532463,0.32966379
940,0.03016935,0.04920741,0.09905896,0.10475177,0.12843788,0.22203472,0.32678649
941,0.02993690,0.05417584,0.09682555,0.10128781,0.12578601,0.22281174,0.32409956
942,0.02687776,0.04894065,0.09661557,0.09850923,0.12722383,0.22514345,0.32365268
943,0.03170533,0.05168184,0.09773397,0.09821185,0.12965049,0.22603872,0.32425058
944,0.02936010,0.05348120,0.09576065,0.09724191,0.13066432,0.22520639,0.32244830
945,0.03000729,0.05166014,0.09586769,0.09740389,0.13161443,0.22509386,0.32249775
